A_mid,E,Egrad,Emass,F50_energy_fraction_mid,F90_energy_fraction_mid,cancellation_mid,energy_identity_relerr,eta_mid,fmass_global,gain_mid_vs_baseline,gain_mid_vs_l4,gain_mid_vs_local,mu_dx,mu_h,pad,pad_eta_mid_relerr_97_129,q_max,q_min,q_outward_weighted_median_mid,q_teacher_absdiff_mid,resolved_mu_dx,teacher_F90_energy_fraction,teacher_F90_gross_outward_fraction,wildcard
0.024824105573203636,0.23893468260846346,0.06568744634283943,0.17324723626562402,0.0025913513144578196,0.08313915874658567,48.01236421881019,1.1616386249421693e-16,0.1038949444350124,0.7250819946868916,0.8621429017203428,-3.7140814307201104,1.7106642398601086,0.3624243122820463,1.4,129,2.1772757326884816e-14,3.9783467557080088,2.0004484557126787,3.7951702235398592,1.1455410843519749,True,0.00018623737936447238,0.3930241376684583,False
0.032891629615659335,0.19608996024968425,0.04816652258856175,0.1479234376611225,0.0029310146740950506,0.08374714449696653,30.307344573106494,1.4154511317299126e-16,0.1677374485352434,0.7543651774561503,1.391921920684014,-5.996350893000439,2.7618519501119936,0.41419921403662435,1.6,129,1.3237628619251199e-15,3.97337632758701,2.0000000500834343,3.7565604681365383,1.106931328948654,True,0.000188964698325006,0.38275068410374996,True
0.037699311645765954,0.1535813842549446,0.03292632015523507,0.12065506409970954,0.0037975135004116845,0.08534269684620166,20.900184797650986,1.8072226494296175e-16,0.24546797666040837,0.7856099532181746,2.036946791090515,-8.775095447701332,4.041710518132453,0.48538970394916914,1.875,129,5.088243768885691e-15,3.9686719950271563,2.0000000000762497,3.7115265851564074,1.061897445968523,True,0.00018739613266123719,0.3663462550726124,True
0.038250348032924625,0.13866529530060998,0.028100356655354104,0.11056493864525588,0.0041604140266169945,0.08596510986803971,18.604806421661547,0.0,0.2758465840353377,0.7973511930693556,2.2890350987061674,-9.861083049465128,4.541904224146209,0.5177490175457804,2.0,129,1.4086745354404134e-15,3.966613650269342,2.000000000077993,3.6943553112670955,1.0447261720792111,False,0.0001853562837176336,0.3585394814824253,False
0.0319376975366622,0.07957288090322383,0.011815271369344732,0.06775760953387909,0.0067809630325986045,0.0906972331715285,12.56836734485306,0.0,0.4013640975938107,0.8515163553809945,3.3306067935032484,-14.348137437653259,6.608591136471814,0.7248486245640926,2.8,129,4.010880383565482e-15,3.9874350618138132,2.0,3.7445989952717094,1.094969856083825,False,0.00016482235571226093,0.31098664760766076,False
0.028140529674209006,0.06588578653421864,0.008753407788756985,0.057132378745461655,0.007960416957521272,0.0922658366119206,11.708303347750352,0.0,0.42711077994938795,0.8671426987638556,3.544258377383675,-15.26854097951485,7.032518682130912,0.8089828399152819,3.125,129,1.0397518177899573e-15,3.997625968340445,2.000000000000207,3.767296330107316,1.1176671909194318,False,0.0001559313125198663,0.29444329728251956,True
0.019590776051159185,0.04259488712850026,0.004299627097986883,0.038295260030513374,0.009981981477931974,0.09524387570442312,10.67264152572092,1.6290438528394202e-16,0.45993257341092914,0.8990576712877354,3.816620775847626,-16.44186865470979,7.572940246125815,1.0354980350915608,4.0,129,2.051799819118788e-15,3.9920083187372075,2.0000000000000586,3.8196473458849085,1.1700182066970242,False,0.00013540530216382874,0.2588928923163632,False
0.01329204963963497,0.02835519407164461,0.0021588497018769385,0.02619634436976767,0.011966554119816597,0.09738653745444481,10.33877728040841,1.2235666393915057e-16,0.46876948209383307,0.923864047750045,3.889951370859225,-16.757774290182486,7.718442837777027,1.294372543864451,5.0,129,1.0657698083283416e-15,3.9966633488658765,2.0000000000000346,3.867246187051567,1.2176170478636825,False,0.00011863740048772619,0.23121767191503137,True
0.01077296441003494,0.022968925405036186,0.0014961519768212231,0.021472773428214964,0.012996913961951405,0.09828539768731684,10.28427549603959,0.0,0.46902344015070246,0.9348619079718385,3.8920587701870297,-16.766852892691297,7.722624340242555,1.4496972491281852,5.6,129,1.1835474835420053e-16,3.995212382170766,2.0000000000034643,3.8886957370477413,1.239066597859857,False,0.00011128940816582502,0.21930171344267704,False
0.005400932173899416,0.011668146647833767,0.0004412565308723226,0.011226890116961444,0.015124866644997164,0.10046161424901039,10.329571960345879,1.4867172382503992e-16,0.46287832480251856,0.9621828089592751,3.8410652631737654,-16.547174650131577,7.621443006221733,2.0709960701831216,8.0,129,4.797040453768578e-16,3.997830833860028,2.0,3.9435152907131252,1.293886151525241,False,9.383459330877037e-05,0.19134751806192435,False
0.002412198415602534,0.005302306215276672,9.983895182445476e-05,0.005202467263452217,0.016327777330839184,0.1012382590123333,10.474367323958775,1.6358197787397026e-16,0.4549338189206537,0.981170655226059,3.7751400211807864,-16.26317101614785,7.4906341185576615,3.106494105274683,12.0,129,1.9523244541532644e-15,3.9991319272793056,2.000000000001476,3.971303250541263,1.3216741113533788,False,8.268499340093235e-05,0.17372793765325148,False
0.0013570952610733357,0.003007784588417142,3.334458184719127e-05,0.002974440006569951,0.016580879466830706,0.10161826757058424,10.553566558152747,1.441861463963508e-16,0.4511942997179569,0.9889139062765332,3.744108675488421,-16.129489065538163,7.429061711843251,4.141992140366243,16.0,129,1.8454738213434227e-15,3.9996897578858475,2.0,3.9830512678580283,1.333422128670144,False,7.842460055329586e-05,0.16705307519465118,False
0.0006028869556818817,0.0013451974172600945,6.865074861269577e-06,0.001338332342398825,0.01729850072622658,0.10190214588799934,10.621524869754964,1.6119599377373369e-16,0.44817730687429147,0.9948966041911883,3.7190730110597805,-16.021636299860212,7.37938593793877,6.212988210549366,24.0,129,1.2385979919065394e-15,3.9997537316716,2.0,3.9922268019330267,1.3425976627451424,False,7.526049030250424e-05,0.16212195235542948,False
