target,target_j,required_susceptibility,required_amplitude_gain,two_channel_equal_g_required,g_required_over_old_gmax,eigmin_required_at_old_k_norm,soft_mode_condition_number_lower_bound,minimum_coherent_channels_g3_eigmin0p4
STRICT_10MJ,10000000.0,532.4046687159987,23.073895828749826,10.318959915766692,3.4396533052555642,0.0338088695642182,14.789018575444407,24
STRETCH_1MJ,1000000.0,5324.0466871599865,72.96606531230793,32.631416417801994,10.877138805933997,0.00338088695642182,147.89018575444408,237
HEADROOM_100KJ,100000.0,53240.46687159986,230.73895828749826,103.18959915766692,34.39653305255564,0.000338088695642182,1478.9018575444406,2367
