E_over_Qm,I_E_activation,I_Q_activation,V_eft_eV,V_reaction_eV,V_required_eV,V_self_eV,activation_charge,activation_energy_GJ,activation_energy_J,activation_energy_fraction,bound_pass,candidate_pass,eft_pass,f_leak_10m,geometry_pass,m_A_eV,metric_operator_scale_eV,mu_mA_over_mX,omega_activation,payload_f_min,reaction_pass,reaction_ratio,reaction_shape,self_coupling_est,source_A_relerr,source_f_min
0.2540468430432572,128026.78500376896,503949.52155327325,5.213565397836093e-20,2.3908138166708585e-87,2.3749032661581856e-07,2.3749032661581856e-07,40103.028711999556,1.37420722061022e-30,1.37420722061022e-21,1.1305361316998155e-32,True,True,True,0.0,True,8.418812879260327e-07,127.62274451260176,0.14079211289425417,0.2,1.0,True,1.0134437867218733e-161,6.6959869424589175e-196,12.56637061435917,0.0,1.0
0.2540468430432572,128026.78500376896,503949.52155327325,5.213565397836093e-20,4.545936479236514e-87,2.4478660097517295e-07,2.4478660097517295e-07,40103.02871199956,1.4164261734873945e-30,1.4164261734873945e-21,1.1652689223258049e-32,True,True,True,0.0,True,8.677459070970343e-07,129.56835303252717,0.145117585421695,0.2,1.0,True,3.4488272569574994e-161,2.4208607552653173e-195,12.566370614359169,0.0,1.0
0.2540468430432572,128026.78500376896,503949.52155327325,5.213565397836093e-20,8.997982182768144e-87,2.5230703444149216e-07,2.5230703444149216e-07,40103.028711999556,1.4599421941977988e-30,1.4599421941977988e-21,1.2010687878650528e-32,True,True,True,0.0,True,8.944051496127467e-07,131.54362235098236,0.14957594687452402,0.2,1.0,True,1.2718372473280478e-160,9.484475998776941e-195,12.566370614359169,0.0,1.0
0.2540468430432572,128026.78500376896,503949.52155327325,5.213565397836093e-20,1.858232220724701e-86,2.600585137219858e-07,2.600585137219858e-07,40103.028711999556,1.5047951317866906e-30,1.5047951317866905e-21,1.2379685114268326e-32,True,True,True,0.0,True,9.218834282145973e-07,133.54900464678974,0.1541712799203292,0.2,1.0,True,5.1057297101078716e-160,4.045042198361415e-194,12.566370614359169,0.0,1.0
0.2540468430432572,128026.78500376896,503949.52155327325,5.213565397836093e-20,4.013526614069704e-86,2.6804813710008244e-07,2.6804813710008244e-07,40103.02871199955,1.5510260595578991e-30,1.551026059557899e-21,1.276001883296431e-32,True,True,True,0.0,True,9.502059056621815e-07,135.58495899223712,0.15890779265607205,0.2,1.0,True,2.2419540526584662e-159,1.8870151131609505e-193,12.56637061435917,0.0,1.0
0.2540468430432572,128026.78500376896,503949.52155327325,5.213565397836093e-20,9.088927786626636e-86,2.7628322093555924e-07,2.7628322093555924e-07,40103.02871199955,1.5986773126859868e-30,1.5986773126859868e-21,1.315203731878012e-32,True,True,True,0.0,True,9.79398517775623e-07,137.6519514581685,0.1637898224615794,0.2,1.0,True,1.0822218172882415e-158,9.677170433513732e-193,12.566370614359172,0.0,1.0
0.2540468430432572,128026.78500376896,503949.52155327325,5.213565397836093e-20,2.1637188966322685e-85,2.847713063643731e-07,2.847713063643731e-07,40103.02871199955,1.6477925269839635e-30,1.6477925269839633e-21,1.3556099555881343e-32,True,True,True,0.0,True,1.0094879971858551e-06,139.7504552206771,0.16882183997142453,0.2,1.0,True,5.7731018685142476e-158,5.4843449140873365e-192,12.566370614359172,0.0,1.0
0.2540468430432572,128026.78500376896,503949.52155327325,5.213565397836093e-20,5.429823120421371e-85,2.935201662043251e-07,2.935201662043251e-07,40103.02871199955,1.698416678862022e-30,1.698416678862022e-21,1.3972575557291012e-32,True,True,True,0.0,True,1.0405018978145662e-06,141.88095066942492,0.17400845316883332,0.2,1.0,True,3.422121899752792e-157,3.4537782400406554e-191,12.56637061435917,0.0,1.0
0.2540468430432572,128026.78500376896,503949.52155327325,5.213565397836093e-20,1.4405124734711276e-84,3.0253781207288497e-07,3.0253781207288497e-07,40103.02871199955,1.7505961265139137e-30,1.7505961265139137e-21,1.4401846703722683e-32,True,True,True,0.0,True,1.0724686201062285e-06,144.04392551761347,0.17935441160536578,0.2,1.0,True,2.2671211204589298e-156,2.4308442337089993e-190,12.56637061435917,0.0,1.0
0.2540468430432572,128026.78500376896,503949.52155327325,5.213565397836093e-20,4.052290667298703e-84,3.118325017236909e-07,3.118325017236909e-07,40103.02871199954,1.804378652368665e-30,1.804378652368665e-21,1.484430609282323e-32,True,True,True,0.0,True,1.1054174370353137e-06,146.23987491363118,0.18486461075023553,0.2,1.0,True,1.688723009709019e-155,1.9236420538239173e-189,12.566370614359172,0.0,1.0
