representation,label,category,promotion_relevant,direction,center_radius,payload_radius,net,outward,opposing,cancellation,F25,F50,F75,F90,F99,f_part,eta_op,Splus_Kplus,Splus_Kminus,Sminus_Kplus,Sminus_Kminus,signed_sector_reconstruction_error,positive_active_net_force,negative_active_net_force,mean_force_per_Qplus,mean_force_per_Qminus,e4_force,V_force,e4_V_cancellation,hotspot_jaccard,hotspot_energy_weighted_jaccard
quintic,O05_FIB,ORIENTATION,True,"[-0.9769901230486043, -0.17281579634244426, -0.12500000000000003]",0.38701612745649,0.01675735743205162,174.13499455901479,1156.2780008771078,982.1430063180931,12.28024850840929,0.006778500511663888,0.025701912679372007,0.06636621095681981,0.1223448513587284,0.22716871893428098,0.05403561307610149,0.014579585462320369,975.6489493607853,972.2788836780607,9.864122640032624,180.62905151632282,0.0,3.3700656827246576,170.76492887629018,0.001750386087232975,2.9568242491769845,-75.54012595492058,249.6751205139354,1.8676041957703091,1.0,1.0
quintic,O06_FIB,ORIENTATION,True,"[0.7821820926083319, -0.497560221483642, -0.375]",0.38701612745649,0.01675735743205162,179.04031535845024,1162.879228263321,983.8389129048708,11.99013829298906,0.006920258687021599,0.025581380441899452,0.0664477166754356,0.12225257469581753,0.22841298880318348,0.0552624605003301,0.014990287194023295,980.9512026340433,973.234962482414,10.603950422457228,181.92802562927776,3.979039320256561e-13,7.716240151629336,171.32407520682054,0.00400775553912667,2.9665059645024314,-70.89904736199831,249.93936272044837,1.7919897506888742,1.0,1.0
quintic,O07_FIB,ORIENTATION,True,"[-0.20265354556067544, 0.753861088312487, -0.625]",0.38701612745649,0.01675735743205162,88.49485409293081,1089.1693511286803,1000.6744970357495,23.615427920473532,0.008150858745095926,0.03030649918396213,0.07629215466657507,0.13263439754055373,0.2323438420262772,0.05538249614454611,0.0074092992708952475,895.9727649510364,975.5378113558799,25.13668567986972,193.19658617764424,3.979039320256561e-13,-79.56504640484343,168.05990049777452,-0.04132547058978572,2.9099862154136154,-161.53493312691575,250.02978721984658,4.650719237466252,0.9947916666666666,0.9979567001702384
quintic,O08_FIB,ORIENTATION,True,"[-0.22313565385811115, -0.42963412338560025, -0.875]",0.38701612745649,0.01675735743205162,228.9950461642916,1209.1725827504883,980.1775365861968,9.560687691758819,0.006243817044964172,0.023170917456868046,0.06136517525557039,0.1152811609699216,0.22690492964138673,0.05244343011300034,0.019172785197227028,1033.0711699653914,972.4320332590021,7.74550332719461,176.10141278509678,1.7053025658242404e-13,60.63913670638931,168.3559094579022,0.0314954992648297,2.915111661704248,-20.776208444826878,249.77125460911844,1.1814555274695422,1.0,1.0
quintic,DIST_X0.80,GEOMETRY_DISTANCE,True,"[-0.45435018446379805, 0.01878880658050992, 0.8906249999999961]",0.30961290196519203,0.01675735743205162,105.60878595238853,1110.8859228507763,1005.2771368983881,20.037755766865754,0.012039717138991528,0.04365505718681199,0.10087338248678222,0.1638390765929647,0.2659621480554629,0.05169965604766849,0.005658992826392943,890.422068268329,942.8808467980326,62.39629010035536,220.46385458244742,2.1316282072803006e-13,-52.458778529703636,158.06756448209205,-0.027246684408059153,2.7369671907724453,-93.83200628424245,199.44079223663093,2.7769734864018716,1.0,1.0
quintic,DIST_X1.20,GEOMETRY_DISTANCE,True,"[-0.45435018446379805, 0.01878880658050992, 0.8906249999999961]",0.46441935294778797,0.01675735743205162,-214.48201956761307,872.1089445677962,1086.5909641354094,9.132233614043098,0.008620956016602845,0.029297942340545134,0.06969010521886741,0.11775915159741449,0.2057250435271651,0.057056456863376286,-0.025859046178305853,701.1255906745366,1045.408064374438,41.18289976097147,170.9833538932597,8.526512829121202e-14,-344.2824736999014,129.80045413228822,-0.17881765780756034,2.247517290922041,-516.0837026765275,301.6016831089146,3.812372652187173,1.0,1.0
quintic,RADIUS_X0.50,GEOMETRY_RADIUS,True,"[-0.45435018446379805, 0.01878880658050992, 0.8906249999999961]",0.38701612745649,0.00837867871602581,0.33494666238112814,1030.0543317739116,1029.7193851115305,6149.557372038156,0.010374890064525908,0.036656699126701595,0.0851410878843194,0.1410867525027267,0.23651253791343227,0.05391506013583455,2.804366521428657e-05,825.0508522543828,977.3671948430979,52.35219026843251,205.00347951952898,3.126388037344441e-13,-152.3163425887151,152.65128925109647,-0.07911193194013519,2.6431834492945545,-249.7059909229865,250.04093758536746,1492.0194306629733,1.0,1.0
quintic,RADIUS_X2.00,GEOMETRY_RADIUS,True,"[-0.45435018446379805, 0.01878880658050992, 0.8906249999999961]",0.38701612745649,0.03351471486410324,0.12399673765895614,1021.5724768888927,1021.4484801512338,16476.40894117154,0.010965869449744599,0.037028591274388616,0.08557179683695529,0.14168022386266088,0.2367848911107822,0.06265159544697707,1.0381721596660425e-05,825.0508522543828,977.3671948430979,44.081285308135676,196.52162463450998,2.5579538487363607e-13,-152.3163425887151,152.4403393263743,-0.07911193194013519,2.6395308148989263,-249.92908958622337,250.05308632388216,4032.2204063567347,1.0,1.0
quintic,WILDCARD_RADIUS_X0.625,BLIND_WILDCARD_DIAGNOSTIC,False,"[-0.45435018446379805, 0.01878880658050992, 0.8906249999999961]",0.38701612745649,0.010473348395032262,0.311600705256069,1029.3318509221283,1029.0202502168722,6605.736336339406,0.010374890064525908,0.036656699126701595,0.0851410878843194,0.14113676493142396,0.2366223664908712,0.05477981076264,2.608900711717954e-05,825.0508522543828,977.3671948430979,51.653055373774286,204.28099866774573,2.913225216616411e-13,-152.3163425887151,152.62794329397144,-0.07911193194013519,2.6427792100130945,-249.71212494698636,250.02372565224232,1603.769959983091,1.0,1.0
quintic,WILDCARD_RADIUS_X1.600,BLIND_WILDCARD_DIAGNOSTIC,False,"[-0.45435018446379805, 0.01878880658050992, 0.8906249999999961]",0.38701612745649,0.026811771891282594,0.20546009292553435,1023.8225604003818,1023.6171003074564,9965.145209244596,0.010649516932169895,0.037028591274388616,0.08557179683695529,0.14168022386266088,0.2367848911107822,0.060592268885868425,1.7202303256103543e-05,825.0508522543828,977.3671948430979,46.249905464358314,198.77170814599916,1.9184653865522705e-13,-152.3163425887151,152.52180268164085,-0.07911193194013519,2.6409413669710435,-249.83918454306118,250.04464463598651,2432.99719211274,1.0,1.0
