cells,dynamic_success,epsilon_rmax,h,h_target,low_overlap_nearzero_max_real,outer_residual_fraction,projected_k0,projected_k0_residual,projected_k_pass,rmax,translation_abs_residual,translation_eig_imag,translation_eig_real,translation_growth,translation_overlap,translation_rayleigh,translation_rel_residual
300,True,3.0,0.5,0.5,2.734347306268505e-16,8.426225829034828e-15,0.0009948078999381061,4.534134269009236e-05,False,150.0,0.00806569142203524,0.0,0.010610487580898855,0.010610487580898855,0.9989602453624604,-0.0003643003302460407,2.551258441145546e-05
400,True,3.0,0.375,0.375,6.564082099014181e-16,5.015997951642575e-15,0.0009972227655858958,2.5793633460549005e-05,False,150.0,0.006814310942904091,0.0,0.00796878471304951,0.00796878471304951,0.9994452151219747,-0.00020634659091745415,1.0769203365550487e-05
600,True,3.0,0.25,0.25,7.330355931579371e-17,2.314530778988214e-15,0.0009989350723047718,8.406314622089834e-05,False,150.0,0.005482408146838354,0.0,0.005320333178573204,0.005320333178573204,0.9997639873799824,-9.227769476923398e-05,3.2098714223895973e-06
800,True,3.0,0.1875,0.1875,3.713114934626808e-16,1.3172421439050933e-15,0.0009995351363350437,0.00010963752935437942,False,150.0,0.004728144126310865,0.0,0.003994138692853605,0.003994138692853605,0.9998693613073668,-5.2072851444586716e-05,1.3601206445083634e-06
500,True,5.0,0.5,0.5,1.6791825367221523e-16,9.762482650123841e-17,0.0006373554732572443,2.6092691119901787e-05,False,250.0,0.008065086052873933,0.0,0.010610354191308851,0.010610354191308851,0.9989503983463469,-0.00036424564948257863,1.9963568363815324e-05
667,True,5.0,0.3748125937031484,0.375,3.9361072122135914e-16,5.79745865732406e-17,0.000638146010495983,0.00022532160517874653,False,250.0,0.006811890899135513,0.0,0.007964673316227128,0.007964673316227128,0.9994419860500624,-0.00020611063709162408,8.398646923344851e-06
1000,True,5.0,0.25,0.25,7.899118095034525e-16,2.669432903572826e-17,0.0006388510127935646,0.00037983371250559987,False,250.0,0.005481996660525748,0.0,0.005320228760894609,0.005320228760894609,0.9997631160270818,-9.226384389113969e-05,2.5011370497997436e-06
1333,True,5.0,0.18754688672168043,0.1875,7.047952046811128e-16,1.5189521523955517e-17,0.000987458905566789,0.008985053243125997,False,250.0,0.004728391855956601,0.0,0.003995055731877767,0.003995055731877767,0.9998690109163615,-5.209109028942957e-05,1.059164571183061e-06
