sector,cell_count,reference_energy_fraction,signed_force_gain,signed_force_gain_fraction,positive_force_gain,positive_force_gain_fraction
SPLUS_TO_SPLUS,72848,0.8289389305927323,86.53781735384163,0.4693303950704007,611.7619019170896,0.7711423677083344
SPLUS_TO_SMINUS,2912,0.11797312354435728,34.65594015382064,0.18795350496792665,91.75412726206099,0.11565855069128977
SMINUS_TO_SPLUS,0,0.0,0.0,0.0,0.0,0.0
SMINUS_TO_SMINUS,186384,0.05308794586291045,63.191950860662686,0.34271609996167274,89.8029836707223,0.11319908160037574
