barrier_max_J,chirp_margin,compliance,compliance_identity_relerr,compliance_pass,coupling_pass,gate_energy_J,ghat,lambda,lambda_pass,radiation_threshold_pass,sigma,sigma_energy,threshold_Hz,total_control_inventory_J
2.737746554085595e-06,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,3109900237.138985,2.2387211385683377e-07,1.2028493607054514e-17,True,False,100.0,115.47042878508742,7729835880.319117,3109900237.1389885
3.071802156885652e-06,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,2771701503.8524737,2.3713737056616554e-07,1.3496191804568379e-17,True,False,100.0,115.47042878508742,7729835880.319117,2771701503.8524766
3.446618707990282e-06,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,2470281565.5352263,2.5118864315095823e-07,1.5142976267524664e-17,True,False,100.0,115.47042878508742,7729835880.319117,2470281565.5352297
3.867169795307493e-06,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,2201640762.737765,2.660725059798814e-07,1.6990698825219367e-17,True,False,100.0,115.47042878508742,7729835880.319117,2201640762.7377687
4.3390358762541425e-06,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,1962214395.2235327,2.818382931264455e-07,1.906387763338277e-17,True,False,100.0,115.47042878508742,7729835880.319117,1962214395.223537
4.868478327035427e-06,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,1748825420.5625174,2.9853826189179574e-07,2.139002251520986e-17,True,False,100.0,115.47042878508742,7729835880.319117,1748825420.5625222
5.4625225273029065e-06,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,1558642296.7084837,3.162277660168379e-07,2.4e-17,True,False,100.0,115.47042878508742,7729835880.319117,1558642296.7084894
6.129051082674072e-06,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,1389141409.1563694,3.3496543915782793e-07,2.6928442903247163e-17,True,False,100.0,115.47042878508742,7729835880.319117,1389141409.1563756
6.87690842211975e-06,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,1238073584.1110456,3.5481338923357606e-07,3.021420988306011e-17,True,False,100.0,115.47042878508742,7729835880.319117,1238073584.1110525
7.716018158162936e-06,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,1103434243.3175807,3.7583740428844433e-07,3.390090107094613e-17,True,False,100.0,115.47042878508742,7729835880.319117,1103434243.3175886
8.65751476718784e-06,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,983436804.5256958,3.981071705534969e-07,3.803743661906666e-17,True,False,100.0,115.47042878508742,7729835880.319117,983436804.5257044
9.713891337176539e-06,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,876488974.628778,4.2169650342858225e-07,4.2678705840934147e-17,True,False,100.0,115.47042878508742,7729835880.319117,876488974.6287876
1.0899165343396071e-05,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,781171620.9017818,4.466835921509635e-07,4.788629555925319e-17,True,False,100.0,115.47042878508742,7729835880.319117,781171620.9017926
1.222906465177881e-05,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,696219939.9721706,4.7315125896148127e-07,5.372930732564033e-17,True,False,100.0,115.47042878508742,7729835880.319117,696219939.9721828
1.3721236218147603e-05,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,620506674.6476184,5.011872336272725e-07,6.028527435622997e-17,True,False,100.0,115.47042878508742,7729835880.319117,620506674.6476321
1.539548025259805e-05,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,553027155.8979421,5.308844442309879e-07,6.764119035034676e-17,True,False,100.0,115.47042878508742,7729835880.319117,553027155.8979574
1.7274012956256494e-05,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,492885971.50747734,5.62341325190349e-07,7.589466384404108e-17,True,False,100.0,115.47042878508742,7729835880.319117,492885971.5074946
1.938176131677103e-05,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,439285084.499001,5.956621435290109e-07,8.515521341605823e-17,True,False,100.0,115.47042878508742,7729835880.319117,439285084.4990204
2.174669387429306e-05,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,391513243.66789573,6.309573444801942e-07,9.554572093283963e-17,True,False,100.0,115.47042878508742,7729835880.319117,391513243.66791743
2.440019184701222e-05,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,348936545.7107985,6.683439175686149e-07,1.0720406211623124e-16,True,False,100.0,115.47042878508742,7729835880.319117,348936545.71082294
2.737746554085596e-05,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,310990023.7138985,7.079457843841374e-07,1.2028493607054517e-16,True,False,100.0,115.47042878508742,7729835880.319117,310990023.7139259
3.0718021568856516e-05,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,277170150.38524735,7.498942093324558e-07,1.3496191804568379e-16,True,False,100.0,115.47042878508742,7729835880.319117,277170150.3852781
3.4466187079902823e-05,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,247028156.55352262,7.943282347242822e-07,1.5142976267524665e-16,True,False,100.0,115.47042878508742,7729835880.319117,247028156.5535571
3.867169795307493e-05,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,220164076.2737764,8.413951416451965e-07,1.6990698825219365e-16,True,False,100.0,115.47042878508742,7729835880.319117,220164076.2738151
4.339035876254143e-05,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,196221439.52235326,8.912509381337459e-07,1.9063877633382771e-16,True,False,100.0,115.47042878508742,7729835880.319117,196221439.52239665
4.8684783270354274e-05,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,174882542.05625182,9.440608762859226e-07,2.139002251520986e-16,True,False,100.0,115.47042878508742,7729835880.319117,174882542.05630052
5.462522527302907e-05,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,155864229.67084834,1e-06,2.4e-16,True,False,100.0,115.47042878508742,7729835880.319117,155864229.67090297
6.129051082674072e-05,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,138914140.91563696,1.0592537251772898e-06,2.6928442903247167e-16,True,False,100.0,115.47042878508742,7729835880.319117,138914140.91569823
6.876908422119723e-05,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,123807358.41110502,1.122018454301963e-06,3.021420988305999e-16,True,False,100.0,115.47042878508742,7729835880.319117,123807358.41117379
7.716018158162936e-05,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,110343424.33175808,1.1885022274370189e-06,3.3900901070946126e-16,True,False,100.0,115.47042878508742,7729835880.319117,110343424.33183526
8.657514767187874e-05,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,98343680.45256919,1.2589254117941687e-06,3.803743661906681e-16,True,False,100.0,115.47042878508742,7729835880.319117,98343680.45265576
9.71389133717654e-05,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,87648897.46287777,1.333521432163324e-06,4.267870584093415e-16,True,False,100.0,115.47042878508742,7729835880.319117,87648897.4629749
0.00010899165343396071,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,78117162.09017818,1.4125375446227554e-06,4.788629555925319e-16,True,False,100.0,115.47042878508742,7729835880.319117,78117162.09028716
0.0001222906465177876,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,69621993.99721731,1.4962356560944329e-06,5.372930732564011e-16,True,False,100.0,115.47042878508742,7729835880.319117,69621993.9973396
0.00013721236218147603,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,62050667.464761846,1.584893192461114e-06,6.028527435622996e-16,True,False,100.0,115.47042878508742,7729835880.319117,62050667.46489906
0.00015395480252598117,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,55302715.58979397,1.6788040181225624e-06,6.764119035034706e-16,True,False,100.0,115.47042878508742,7729835880.319117,55302715.58994793
0.000172740129562565,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,49288597.150747724,1.778279410038923e-06,7.589466384404111e-16,True,False,100.0,115.47042878508742,7729835880.319117,49288597.15092046
0.00019381761316771036,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,43928508.4499001,1.883649089489802e-06,8.515521341605824e-16,True,False,100.0,115.47042878508742,7729835880.319117,43928508.45009392
0.00021746693874292973,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,39151324.36678973,1.9952623149688787e-06,9.554572093283925e-16,True,False,100.0,115.47042878508742,7729835880.319117,39151324.367007196
0.00024400191847012223,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,34893654.57107984,2.113489039836648e-06,1.0720406211623124e-15,True,False,100.0,115.47042878508742,7729835880.319117,34893654.57132385
0.00027377465540856066,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,31099002.371389728,2.2387211385683422e-06,1.2028493607054563e-15,True,False,100.0,115.47042878508742,7729835880.319117,31099002.371663503
0.00030718021568856515,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,27717015.03852474,2.3713737056616552e-06,1.3496191804568376e-15,True,False,100.0,115.47042878508742,7729835880.319117,27717015.03883192
0.00034466187079902817,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,24702815.65535226,2.5118864315095823e-06,1.5142976267524663e-15,True,False,100.0,115.47042878508742,7729835880.319117,24702815.655696925
0.0003867169795307477,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,22016407.627377737,2.6607250597988086e-06,1.6990698825219296e-15,True,False,100.0,115.47042878508742,7729835880.319117,22016407.627764452
0.0004339035876254143,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,19622143.952235326,2.818382931264455e-06,1.9063877633382773e-15,True,False,100.0,115.47042878508742,7729835880.319117,19622143.952669233
0.0004868478327035446,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,17488254.20562511,2.985382618917963e-06,2.1390022515209943e-15,True,False,100.0,115.47042878508742,7729835880.319117,17488254.206111953
0.0005462522527302908,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,15586422.967084836,3.162277660168379e-06,2.4e-15,True,False,100.0,115.47042878508742,7729835880.319117,15586422.967631089
0.0006129051082674073,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,13891414.091563692,3.3496543915782793e-06,2.6928442903247167e-15,True,False,100.0,115.47042878508742,7729835880.319117,13891414.092176598
0.0006876908422119721,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,12380735.84111051,3.548133892335753e-06,3.0214209883059984e-15,True,False,100.0,115.47042878508742,7729835880.319117,12380735.841798201
0.0007716018158162937,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,11034342.433175806,3.7583740428844434e-06,3.3900901070946133e-15,True,False,100.0,115.47042878508742,7729835880.319117,11034342.433947407
0.0008657514767187875,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,9834368.045256918,3.981071705534978e-06,3.8037436619066814e-15,True,False,100.0,115.47042878508742,7729835880.319117,9834368.046122668
0.0009713891337176537,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,8764889.746287782,4.216965034285822e-06,4.267870584093414e-15,True,False,100.0,115.47042878508742,7729835880.319117,8764889.747259172
0.001089916534339607,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,7811716.209017819,4.466835921509635e-06,4.788629555925318e-15,True,False,100.0,115.47042878508742,7729835880.319117,7811716.210107735
0.0012229064651778758,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,6962199.399721732,4.731512589614803e-06,5.37293073256401e-15,True,False,100.0,115.47042878508742,7729835880.319117,6962199.400944638
0.0013721236218147603,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,6205066.746476185,5.011872336272725e-06,6.028527435622997e-15,True,False,100.0,115.47042878508742,7729835880.319117,6205066.747848308
0.0015395480252598118,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,5530271.558979398,5.30884444230989e-06,6.764119035034706e-15,True,False,100.0,115.47042878508742,7729835880.319117,5530271.560518946
0.0017274012956256502,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,4928859.715074772,5.623413251903491e-06,7.589466384404112e-15,True,False,100.0,115.47042878508742,7729835880.319117,4928859.716802173
0.0019381761316771037,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,4392850.844990009,5.956621435290109e-06,8.515521341605824e-15,True,False,100.0,115.47042878508742,7729835880.319117,4392850.846928186
0.0021746693874293067,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,3915132.4366789563,6.309573444801943e-06,9.554572093283966e-15,True,False,100.0,115.47042878508742,7729835880.319117,3915132.4388536257
0.002440019184701222,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,3489365.457107985,6.683439175686149e-06,1.0720406211623124e-14,True,False,100.0,115.47042878508742,7729835880.319117,3489365.4595480035
0.0027377465540856065,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,3109900.2371389726,7.079457843841388e-06,1.2028493607054564e-14,True,False,100.0,115.47042878508742,7729835880.319117,3109900.239876719
0.0030718021568856514,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,2771701.503852474,7.498942093324558e-06,1.3496191804568376e-14,True,False,100.0,115.47042878508742,7729835880.319117,2771701.5069242762
0.0034466187079902817,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,2470281.565535227,7.943282347242822e-06,1.5142976267524663e-14,True,False,100.0,115.47042878508742,7729835880.319117,2470281.568981846
0.003867169795307493,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,2201640.7627377645,8.413951416451965e-06,1.6990698825219368e-14,True,False,100.0,115.47042878508742,7729835880.319117,2201640.766604934
0.004339035876254142,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,1962214.3952235323,8.91250938133746e-06,1.9063877633382772e-14,True,False,100.0,115.47042878508742,7729835880.319117,1962214.3995625682
0.004868478327035446,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,1748825.4205625106,9.440608762859246e-06,2.1390022515209945e-14,True,False,100.0,115.47042878508742,7729835880.319117,1748825.425430989
0.005462522527302909,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,1558642.2967084832,1e-05,2.4000000000000005e-14,True,False,100.0,115.47042878508742,7729835880.319117,1558642.3021710059
0.0061290510826740715,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,1389141.4091563695,1.0592537251772897e-05,2.692844290324716e-14,True,False,100.0,115.47042878508742,7729835880.319117,1389141.4152854206
0.006876908422119749,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,1238073.5841110456,1.1220184543019652e-05,3.021420988306011e-14,True,False,100.0,115.47042878508742,7729835880.319117,1238073.590987954
0.0077160181581629374,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,1103434.2433175808,1.188502227437019e-05,3.390090107094613e-14,True,False,100.0,115.47042878508742,7729835880.319117,1103434.2510335988
0.008657514767187876,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,983436.8045256917,1.2589254117941688e-05,3.803743661906682e-14,True,False,100.0,115.47042878508742,7729835880.319117,983436.8131832065
0.009713891337176539,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,876488.9746287779,1.333521432163324e-05,4.2678705840934144e-14,True,False,100.0,115.47042878508742,7729835880.319117,876488.9843426693
0.010899165343396073,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,781171.6209017817,1.4125375446227555e-05,4.78862955592532e-14,True,False,100.0,115.47042878508742,7729835880.319117,781171.631800947
0.012229064651778804,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,696219.9399721705,1.4962356560944358e-05,5.372930732564031e-14,True,False,100.0,115.47042878508742,7729835880.319117,696219.9522012351
0.013721236218147602,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,620506.6746476184,1.584893192461114e-05,6.028527435622996e-14,True,False,100.0,115.47042878508742,7729835880.319117,620506.6883688546
0.015395480252598119,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,553027.1558979398,1.6788040181225625e-05,6.764119035034707e-14,True,False,100.0,115.47042878508742,7729835880.319117,553027.17129342
0.0172740129562565,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,492885.9715074772,1.778279410038923e-05,7.589466384404111e-14,True,False,100.0,115.47042878508742,7729835880.319117,492885.98878149013
0.01938176131677104,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,439285.08449900086,1.883649089489802e-05,8.515521341605825e-14,True,False,100.0,115.47042878508742,7729835880.319117,439285.1038807622
0.021746693874293066,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,391513.24366789556,1.995262314968883e-05,9.554572093283967e-14,True,False,100.0,115.47042878508742,7729835880.319117,391513.26541458943
0.02440019184701222,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,348936.54571079864,2.1134890398366476e-05,1.0720406211623122e-13,True,False,100.0,115.47042878508742,7729835880.319117,348936.5701109905
0.027377465540856072,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,310990.0237138973,2.2387211385683423e-05,1.2028493607054566e-13,True,False,100.0,115.47042878508742,7729835880.319117,310990.05109136284
0.03071802156885652,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,277170.15038524737,2.3713737056616554e-05,1.349619180456838e-13,True,False,100.0,115.47042878508742,7729835880.319117,277170.181103269
0.03446618707990282,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,247028.15655352263,2.5118864315095822e-05,1.5142976267524663e-13,True,False,100.0,115.47042878508742,7729835880.319117,247028.19101970972
0.03867169795307492,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,220164.07627377647,2.660725059798814e-05,1.6990698825219362e-13,True,False,100.0,115.47042878508742,7729835880.319117,220164.11494547446
0.04339035876254142,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,196221.43952235323,2.818382931264455e-05,1.906387763338277e-13,True,False,100.0,115.47042878508742,7729835880.319117,196221.482912712
0.04868478327035447,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,174882.54205625106,2.985382618917963e-05,2.1390022515209946e-13,True,False,100.0,115.47042878508742,7729835880.319117,174882.59074103434
0.054625225273029064,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,155864.22967084835,3.1622776601683795e-05,2.4e-13,True,False,100.0,115.47042878508742,7729835880.319117,155864.2842960736
0.061290510826740745,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,138914.14091563693,3.3496543915782794e-05,2.6928442903247173e-13,True,False,100.0,115.47042878508742,7729835880.319117,138914.20220614778
0.0687690842211975,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,123807.35841110458,3.54813389233576e-05,3.021420988306011e-13,True,False,100.0,115.47042878508742,7729835880.319117,123807.4271801888
0.07716018158162936,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,110343.42433175808,3.758374042884443e-05,3.390090107094613e-13,True,False,100.0,115.47042878508742,7729835880.319117,110343.50149193966
0.08657514767187878,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,98343.68045256917,3.9810717055349776e-05,3.8037436619066827e-13,True,False,100.0,115.47042878508742,7729835880.319117,98343.76702771684
0.09713891337176538,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,87648.8974628778,4.216965034285822e-05,4.267870584093414e-13,True,False,100.0,115.47042878508742,7729835880.319117,87648.99460179117
0.10899165343396071,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,78117.16209017819,4.466835921509635e-05,4.788629555925319e-13,True,False,100.0,115.47042878508742,7729835880.319117,78117.27108183161
0.12229064651778807,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,69621.99399721705,4.7315125896148124e-05,5.372930732564032e-13,True,False,100.0,115.47042878508742,7729835880.319117,69622.11628786357
0.13721236218147603,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,62050.66746476184,5.011872336272725e-05,6.028527435622997e-13,True,False,100.0,115.47042878508742,7729835880.319117,62050.80467712402
0.15395480252598118,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,55302.71558979398,5.30884444230989e-05,6.764119035034706e-13,True,False,100.0,115.47042878508742,7729835880.319117,55302.869544596506
0.17274012956256501,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,49288.59715074772,5.623413251903491e-05,7.58946638440411e-13,True,False,100.0,115.47042878508742,7729835880.319117,49288.76989087729
0.19381761316771037,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,43928.50844990009,5.9566214352901096e-05,8.515521341605825e-13,True,False,100.0,115.47042878508742,7729835880.319117,43928.702267513254
0.21746693874293066,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,39151.32436678956,6.309573444801943e-05,9.554572093283965e-13,True,False,100.0,115.47042878508742,7729835880.319117,39151.5418337283
0.24400191847012223,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,34893.654571079845,6.683439175686149e-05,1.0720406211623124e-12,True,False,100.0,115.47042878508742,7729835880.319117,34893.89857299832
0.2737746554085607,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,31099.002371389724,7.079457843841388e-05,1.2028493607054566e-12,True,False,100.0,115.47042878508742,7729835880.319117,31099.276146045133
0.30718021568856513,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,27717.015038524733,7.498942093324559e-05,1.3496191804568378e-12,True,False,100.0,115.47042878508742,7729835880.319117,27717.322218740417
0.34466187079902827,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,24702.815655352264,7.943282347242822e-05,1.5142976267524667e-12,True,False,100.0,115.47042878508742,7729835880.319117,24703.160317223064
0.3867169795307493,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,22016.407627377645,8.413951416451965e-05,1.6990698825219367e-12,True,False,100.0,115.47042878508742,7729835880.319117,22016.794344357175
0.43390358762541426,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,19622.143952235325,8.912509381337459e-05,1.906387763338277e-12,True,False,100.0,115.47042878508742,7729835880.319117,19622.57785582295
0.48684783270354465,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,17488.254205625108,9.440608762859246e-05,2.1390022515209947e-12,True,False,100.0,115.47042878508742,7729835880.319117,17488.741053457812
0.5462522527302908,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,15586.422967084833,0.0001,2.4000000000000003e-12,True,False,100.0,115.47042878508742,7729835880.319117,15586.969219337563
0.6129051082674072,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,13891.414091563694,0.00010592537251772897,2.692844290324716e-12,True,False,100.0,115.47042878508742,7729835880.319117,13892.026996671962
0.6876908422119751,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,12380.735841110454,0.00011220184543019653,3.0214209883060116e-12,True,False,100.0,115.47042878508742,7729835880.319117,12381.423531952667
0.7716018158162936,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,11034.342433175807,0.00011885022274370189,3.390090107094613e-12,True,False,100.0,115.47042878508742,7729835880.319117,11035.114034991624
0.8657514767187874,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,9834.368045256919,0.00012589254117941688,3.803743661906681e-12,True,False,100.0,115.47042878508742,7729835880.319117,9835.233796733637
0.9713891337176538,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,8764.88974628778,0.0001333521432163324,4.267870584093414e-12,True,False,100.0,115.47042878508742,7729835880.319117,8765.861135421497
1.0899165343396071,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,7811.716209017816,0.00014125375446227554,4.7886295559253186e-12,True,False,100.0,115.47042878508742,7729835880.319117,7812.806125552157
1.2229064651778805,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,6962.199399721705,0.00014962356560944357,5.372930732564031e-12,True,False,100.0,115.47042878508742,7729835880.319117,6963.422306186882
1.3721236218147606,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,6205.066746476184,0.00015848931924611142,6.028527435622998e-12,True,False,100.0,115.47042878508742,7729835880.319117,6206.438870097999
1.5395480252598117,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,5530.271558979399,0.00016788040181225624,6.764119035034706e-12,True,False,100.0,115.47042878508742,7729835880.319117,5531.811107004659
1.7274012956256497,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,4928.859715074773,0.00017782794100389227,7.58946638440411e-12,True,False,100.0,115.47042878508742,7729835880.319117,4930.587116370399
1.9381761316771042,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,4392.850844990009,0.0001883649089489802,8.515521341605826e-12,True,False,100.0,115.47042878508742,7729835880.319117,4394.789021121686
2.174669387429306,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,3915.1324366789563,0.00019952623149688828,9.554572093283964e-12,True,False,100.0,115.47042878508742,7729835880.319117,3917.3071060663856
2.440019184701222,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,3489.3654571079855,0.00021134890398366476,1.0720406211623122e-11,True,False,100.0,115.47042878508742,7729835880.319117,3491.805476292687
2.7377465540856067,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,3109.9002371389724,0.00022387211385683424,1.2028493607054564e-11,True,False,100.0,115.47042878508742,7729835880.319117,3112.6379836930582
3.071802156885652,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,2771.701503852473,0.00023713737056616554,1.349619180456838e-11,True,False,100.0,115.47042878508742,7729835880.319117,2774.7733060093583
3.4466187079902824,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,2470.2815655352265,0.0002511886431509582,1.5142976267524664e-11,True,False,100.0,115.47042878508742,7729835880.319117,2473.7281842432167
3.8671697953074924,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,2201.640762737765,0.0002660725059798814,1.6990698825219364e-11,True,False,100.0,115.47042878508742,7729835880.319117,2205.5079325330726
4.339035876254143,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,1962.2143952235326,0.0002818382931264455,1.9063877633382773e-11,True,False,100.0,115.47042878508742,7729835880.319117,1966.5534310997868
4.868478327035446,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,1748.8254205625105,0.00029853826189179633,2.1390022515209945e-11,True,False,100.0,115.47042878508742,7729835880.319117,1753.693898889546
5.462522527302907,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,1558.6422967084834,0.00031622776601683794,2.3999999999999998e-11,True,False,100.0,115.47042878508742,7729835880.319117,1564.1048192357864
6.129051082674073,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,1389.1414091563695,0.00033496543915782794,2.6928442903247166e-11,True,False,100.0,115.47042878508742,7729835880.319117,1395.2704602390436
6.87690842211975,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,1238.0735841110456,0.000354813389233576,3.021420988306011e-11,True,False,100.0,115.47042878508742,7729835880.319117,1244.9504925331653
7.716018158162936,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,1103.4342433175807,0.0003758374042884443,3.390090107094613e-11,True,False,100.0,115.47042878508742,7729835880.319117,1111.1502614757435
8.657514767187877,1.7320283111409094,64.07944442980849,1.5222246015568035e-10,True,True,983.4368045256919,0.00039810717055349773,3.8037436619066816e-11,True,False,100.0,115.47042878508742,7729835880.319117,992.0943192928797
