x,r_m,rho_dimless,pr_dimless,pt_dimless,enclosed_mass_kg,compactness,nu,lambda_metric
1.5902079797474686,0.05247686333166647,2.0205030351290048,1.7022755529925346,1.5802813960376179,8.85775266179921e-09,2.5069749491311485e-34,-5.1608841774404454e-33,1.2534874745655743e-34
1.620211715214402,0.053466986602075266,2.0162210456273715,1.6976337119815665,1.5712711718101997,9.356789266292785e-09,2.599174597700723e-34,-5.152606117193078e-33,1.2995872988503615e-34
1.6502154506813353,0.05445710987248407,2.0118693947676536,1.6929156090824684,1.5621235048662017,9.873547516171092e-09,2.6928548522511018e-34,-5.144192957695011e-33,1.3464274261255509e-34
1.6802191861482687,0.05544723314289287,2.0074486326647625,1.6881218054892433,1.552840033342805,1.0408275601536089e-08,2.788002876283172e-34,-5.1356457455675076e-33,1.394001438141586e-34
1.710222921615202,0.05643735641330167,2.002959321485971,1.6832528747234856,1.5434224216220462,1.0961217614866819e-08,2.8846056557497645e-34,-5.126965542691269e-33,1.4423028278748823e-34
1.7402266570821354,0.057427479683710474,1.998402026357904,1.6783093942364422,1.5338723526553442,1.1532613502966484e-08,2.9826500019336246e-34,-5.118153426005664e-33,1.4913250009668123e-34
1.7702303925490688,0.058417602954119276,1.993777324386723,1.6732919537708038,1.5241915350072608,1.212269902027395e-08,3.0821225543796174e-34,-5.109210487304656e-33,1.5410612771898087e-34
1.8002341280160021,0.05940772622452807,1.9890857974997767,1.668201148752289,1.5143816967894408,1.2731705684391309e-08,3.1830097840877283e-34,-5.1001378330192815e-33,1.5915048920438642e-34
1.8302378634829355,0.06039784949493687,1.9843280354886925,1.6630375831230362,1.504444587838422,1.3359860731307064e-08,3.2852979963171735e-34,-5.0909365840171996e-33,1.6426489981585868e-34
1.8602415989498688,0.061387972765345675,1.9795046372872094,1.657801870540926,1.4943819804402667,1.4007387074004179e-08,3.38897333393806e-34,-5.081607875375781e-33,1.69448666696903e-34
1.8902453344168022,0.06237809603575448,1.974616205232892,1.6524946290861382,1.4841956644885559,1.4674503260512328e-08,3.4940217803315283e-34,-5.072152856174869e-33,1.7470108901657641e-34
1.9202490698837358,0.06336821930616328,1.969663353411977,1.647116489004871,1.473887453798262,1.5361423434639433e-08,3.600429162645967e-34,-5.0625726892722296e-33,1.8002145813229835e-34
