index,reference_equivalent_energy_j,reference_equivalent_energy_mj,band,susceptibility_gain,amplitude_response_gain,z1,z2,g1,g2,rho,productive_participation,cancellation_tax,scaffold_tax,total_tax,kinetic_min_eigenvalue,kinetic_condition_number,distance_from_unit_template,positive_hamiltonian,physical_model,complete_energy_prediction,certification_eligible
63133,7300496.658831374,7.300496658831374,TARGET_LT_10MJ,9.782367753993036,3.127677693432147,0.7701316523018203,0.777523559395809,1.2437736704014242,1.8878617505542934,-0.33965496998280287,0.8256526431068778,1.106845023110509,1.0006105917644155,1.3413883705362764,0.510970226432081,2.0288559521448875,0.7452993659247343,True,False,False,False
699661,8406248.622531643,8.406248622531644,TARGET_LT_10MJ,8.925187481116515,2.9875052269605344,0.8307117699903882,0.6429809468354765,0.9226376116275787,1.7006398336961865,-0.42207861971110106,0.9722301978617907,1.151436137035489,1.189890436173121,1.4092165110031056,0.4144079987249109,2.5561396530961265,0.746950205186954,True,False,False,False
275719,9256902.186251521,9.256902186251521,TARGET_LT_10MJ,8.827272420797794,2.9710726044305606,1.0146776601703704,0.7038117554543031,0.9039540444500744,1.7472273549064994,-0.46814050525426865,0.9498715763911605,1.128161383792758,1.292242473599658,1.5347949064343995,0.4341946079678786,2.957878297170853,0.747251278996446,True,False,False,False
368047,8845759.289998978,8.845759289998979,TARGET_LT_10MJ,7.681707193457781,2.7715892901831216,1.3927909773897693,0.886663309634309,1.6779114766977727,1.450894644483924,-0.4283401155844331,0.9917782200500369,1.1894735554233193,1.0641694486309037,1.27629483290328,0.6006338104835058,2.7950815409294627,0.7481294043326197,True,False,False,False
1032141,9897959.578469815,9.897959578469814,TARGET_LT_10MJ,8.575729023847732,2.928434568817909,0.8082611085136815,0.6724050707396388,0.9915952123701572,1.7599262851290405,-0.35420263931155205,0.8147412552498281,1.2733538141474128,1.0201064292285453,1.594317710223426,0.47052054722055736,2.1468682674962025,0.748672685260282,True,False,False,False
694341,9884726.169727826,9.884726169727827,TARGET_LT_10MJ,6.489725171237748,2.5474939001374954,0.8898027853695272,0.6736692844428821,1.4805237967520952,1.851135482545942,0.17920744512230158,0.9044701159000397,1.0359054282307625,1.0520180869214688,1.2048946976589034,0.6058684939309383,1.5805469098887093,0.7488653007126576,True,False,False,False
921197,9932710.31044381,9.93271031044381,TARGET_LT_10MJ,9.203017000126028,3.0336474745965503,0.8032273925912342,0.8736472078747223,1.2333845528773963,1.819276811555028,-0.392513339407742,0.9101248956285417,1.135766658000648,1.3758402720450078,1.7169440317793856,0.5077499653613812,2.3025597535441946,0.749333031700505,True,False,False,False
834557,9382972.293866675,9.382972293866676,TARGET_LT_10MJ,8.99071388249453,2.9984519143208765,0.7267922880583214,0.9213425098372987,1.534213281236589,1.7301262258552015,-0.27842070907354355,0.793636301998049,1.1128803081810474,1.129967162266966,1.5845018689445183,0.5763367580756595,1.859673228892436,0.7495696233430169,True,False,False,False
578798,9615963.465318084,9.615963465318083,TARGET_LT_10MJ,6.7505296695396,2.59817814430412,0.5420324905268903,1.2005992667147778,1.727632937952876,1.09488944709301,-0.04890967067331076,0.8368753977119923,1.0064487792551517,1.0138131570917257,1.2192388701321686,0.5396771020064441,2.2290266731028727,0.7499833723696069,True,False,False,False
312377,1789571.7044674584,1.7895717044674584,TARGET_LT_10MJ,39.149397515903956,6.256947939363405,0.6562774450628837,0.5745210973886271,2.9571035499684513,2.666690044105053,-0.34360287245362997,0.9113529738970101,1.1118931230157614,1.0785887919183976,1.3159286189276995,0.40048977371299826,2.0732333838155235,2.7657512182329658,True,False,False,False
