F50_energy_fraction,F90_energy_fraction,acceleration,active_mass_integral,active_total,active_total_relerr,cap_multiplier,coefficient,core_active,core_active_fraction,dec_saturation_energy_fraction,density_cap,density_cap_active,depth,energy_effective_length,energy_effective_volume,energy_volume_fraction_50,energy_width_cells,force_effective_length,force_effective_volume,force_volume_fraction_50,force_width_cells,gain_vs_006D,green,green_postcheck,grid_scale,headroom_vs_B7,label,max_cell_energy_fraction,max_cell_force_fraction,max_conservation_residual,max_dec_violation,max_energy_density,name,nr,nz,occupied_fraction,peak_energy_payload_surface_distance,peak_force_payload_surface_distance,radial_laue,radius,solver,status,support_radius,trace_integral,track,uncapped,vertical_laue
,,,,,,1.0,nan,,,,1.6698553194205294,,0.5,,,,,,,,,nan,False,False,,nan,BASECAP_R3P353682_D0P5,,,,,,BASECAP_R3P353682_D0P5,12,3,,,,,3.353681771042527,CLARABEL,infeasible,3.353681771042527,,C_BASECAP_GEOMETRY,False,
,,,,,,1.0,nan,,,,1.6698553194205294,,1.0,,,,,,,,,nan,False,False,,nan,BASECAP_R3P353682_D1P0,,,,,,BASECAP_R3P353682_D1P0,12,4,,,,,3.353681771042527,CLARABEL,infeasible,3.353681771042527,,C_BASECAP_GEOMETRY,False,
,,,,,,1.0,nan,,,,1.6698553194205294,,0.125,,,,,,,,,nan,False,False,,nan,BASECAP_R4P0_D0P125,,,,,,BASECAP_R4P0_D0P125,12,2,,,,,4.0,CLARABEL,infeasible,4.0,,C_BASECAP_GEOMETRY,False,
,,,,,,1.0,nan,,,,1.6698553194205294,,0.25,,,,,,,,,nan,False,False,,nan,BASECAP_R4P0_D0P25,,,,,,BASECAP_R4P0_D0P25,12,2,,,,,4.0,CLARABEL,infeasible,4.0,,C_BASECAP_GEOMETRY,False,
,,,,,,1.0,nan,,,,1.6698553194205294,,0.5,,,,,,,,,nan,False,False,,nan,BASECAP_R4P0_D0P5,,,,,,BASECAP_R4P0_D0P5,12,3,,,,,4.0,CLARABEL,infeasible,4.0,,C_BASECAP_GEOMETRY,False,
,,,,,,1.0,nan,,,,1.6698553194205294,,1.0,,,,,,,,,nan,False,False,,nan,BASECAP_R4P0_D1P0,,,,,,BASECAP_R4P0_D1P0,12,4,,,,,4.0,CLARABEL,infeasible,4.0,,C_BASECAP_GEOMETRY,False,
,,,,,,1.0,nan,,,,1.6698553194205294,,0.125,,,,,,,,,nan,False,False,,nan,BASECAP_R4P701437_D0P125,,,,,,BASECAP_R4P701437_D0P125,12,2,,,,,4.7014374053,CLARABEL,infeasible,4.7014374053,,C_BASECAP_GEOMETRY,False,
,,,,,,1.0,nan,,,,1.6698553194205294,,0.25,,,,,,,,,nan,False,False,,nan,BASECAP_R4P701437_D0P25,,,,,,BASECAP_R4P701437_D0P25,12,2,,,,,4.7014374053,CLARABEL,infeasible,4.7014374053,,C_BASECAP_GEOMETRY,False,
,,,,,,1.0,nan,,,,1.6698553194205294,,0.5,,,,,,,,,nan,False,False,,nan,BASECAP_R4P701437_D0P5,,,,,,BASECAP_R4P701437_D0P5,12,3,,,,,4.7014374053,CLARABEL,infeasible,4.7014374053,,C_BASECAP_GEOMETRY,False,
,,,,,,1.0,nan,,,,1.6698553194205294,,1.0,,,,,,,,,nan,False,False,,nan,BASECAP_R4P701437_D1P0,,,,,,BASECAP_R4P701437_D1P0,12,4,,,,,4.7014374053,CLARABEL,infeasible,4.7014374053,,C_BASECAP_GEOMETRY,False,
,,,,,,1.0,nan,,,,1.6698553194205294,,0.125,,,,,,,,,nan,False,False,,nan,BASECAP_R5P0_D0P125,,,,,,BASECAP_R5P0_D0P125,12,2,,,,,5.0,CLARABEL,infeasible,5.0,,C_BASECAP_GEOMETRY,False,
,,,,,,1.0,nan,,,,1.6698553194205294,,0.25,,,,,,,,,nan,False,False,,nan,BASECAP_R5P0_D0P25,,,,,,BASECAP_R5P0_D0P25,12,2,,,,,5.0,CLARABEL,infeasible,5.0,,C_BASECAP_GEOMETRY,False,
,,,,,,1.0,nan,,,,1.6698553194205294,,0.5,,,,,,,,,nan,False,False,,nan,BASECAP_R5P0_D0P5,,,,,,BASECAP_R5P0_D0P5,12,3,,,,,5.0,CLARABEL,infeasible,5.0,,C_BASECAP_GEOMETRY,False,
,,,,,,1.0,nan,,,,1.6698553194205294,,1.0,,,,,,,,,nan,False,False,,nan,BASECAP_R5P0_D1P0,,,,,,BASECAP_R5P0_D1P0,12,4,,,,,5.0,CLARABEL,infeasible,5.0,,C_BASECAP_GEOMETRY,False,
,,,,,,1.0,nan,,,,1.6698553194205294,,0.125,,,,,,,,,nan,False,False,,nan,BASECAP_R6P0_D0P125,,,,,,BASECAP_R6P0_D0P125,12,2,,,,,6.0,CLARABEL,infeasible,6.0,,C_BASECAP_GEOMETRY,False,
,,,,,,1.0,nan,,,,1.6698553194205294,,0.25,,,,,,,,,nan,False,False,,nan,BASECAP_R6P0_D0P25,,,,,,BASECAP_R6P0_D0P25,12,2,,,,,6.0,CLARABEL,infeasible,6.0,,C_BASECAP_GEOMETRY,False,
,,,,,,1.0,nan,,,,1.6698553194205294,,0.5,,,,,,,,,nan,False,False,,nan,BASECAP_R6P0_D0P5,,,,,,BASECAP_R6P0_D0P5,12,3,,,,,6.0,CLARABEL,infeasible,6.0,,C_BASECAP_GEOMETRY,False,
0.05977423975481417,0.21082253101315676,0.9999999999053186,,68.8279781303023,2.064691583457326e-16,1.0,68.82797813030228,nan,nan,0.9999999999979183,1.6698553194205294,True,1.0,3.7437267141218142,52.470163238936166,0.19965277777777782,7.4874534282436285,1.7972937329551035,5.805734613462347,0.02430555555555556,3.594587465910207,0.3427615766162182,True,True,0.5,6.134454074896336,BASECAP_R6P0_D1P0,0.10956492817385165,0.18528233523788587,5.619108444208918e-14,3.23517879152746e-10,1.6698553195313393,BASECAP_R6P0_D1P0,12,4,,2.4722776138822042,1.3087828674939368,,6.0,CLARABEL,optimal,6.0,3.406996906818449e-15,C_BASECAP_GEOMETRY,False,
0.06837361051632265,0.16294269930096061,0.9999999996986598,,49.9354229553167,2.2766771761069334e-15,1.0,49.93542295531682,nan,nan,0.9999999999887876,1.6698553194205294,True,1.0,3.3914488688911066,39.008191990670184,0.15722656249999997,9.043863650376284,1.629364378793414,4.325682629421881,0.015624999999999998,4.344971676782437,0.4724419040239072,True,True,0.375,8.455361863783976,REFINE_N16_R6P000000_D1P000000,0.11449439371683409,0.16520083161096547,1.839563440811376e-12,1.2514047575962195e-09,1.669855320121952,REFINE_N16_R6P000000_D1P000000,16,4,,2.3060694053465034,1.4211229534274383,,6.0,CLARABEL,optimal,6.0,-1.1818324097134791e-13,D_REFINEMENT,False,
0.05731667072477836,0.1643926813161388,0.9999999988817138,,39.93001766294481,1.7260860225636456e-14,1.0,39.9300176629455,nan,nan,0.99999999996449,1.6698553194205294,True,1.0,3.144559218059816,31.09419610245871,0.10763888888888888,12.578236872239264,1.5162580210223675,3.4859353938879334,0.010850694444444446,6.06503208408947,0.5908233374297167,True,True,0.25,10.574051693949661,REFINE_N24_R6P000000_D1P000000,0.0964821772669587,0.12869928144286738,5.605236974828071e-12,6.45477804539496e-09,1.6698553234503746,REFINE_N24_R6P000000_D1P000000,24,4,,2.1433080997619283,1.381920420568863,,6.0,CLARABEL,optimal,6.0,-6.823118459120536e-13,D_REFINEMENT,False,
0.059774219890309406,0.21082250234211516,1.0000000231190485,,68.8279889794442,6.876660703868864e-12,1.0,68.8279889799175,nan,nan,1.0,1.6698553194205294,True,1.0,3.7437273364827317,52.47018940701961,0.18750000000000003,7.487454672965463,1.7972942721288785,5.805739838486054,0.02430555555555556,3.594588544257757,0.3427615225854195,True,True,0.5,6.134453107899228,SELECTED_N12_SCS,0.10956491369021715,0.18528220366436163,1.3209116696277778e-08,1.1148924392578863e-06,1.6698556684459556,SELECTED_N12_SCS,12,4,,2.0371157613315956,1.3087828674939368,,6.0,SCS,optimal,6.0,-4.73306213666369e-10,D_SOLVER_CROSSCHECK,False,
