success,omega,epsilon,chi,m_x_gev,m_x_eV,F_gev,M_c_gev,M_m_gev,y_center,u_center,E_x_on_J,E_on_J,E_inventory_J,noether_charge,E_over_QmX,source_leak_fraction,payload_x_overlap_fraction,payload_backreaction_ratio,surface_min_acceleration_mps2,surface_max_acceleration_mps2,a_cm_mps2,scalar_charge_kg,alpha_eff_tail,scalar_energy_identity_relerr,scalar_fixed_x_hessian,DEC_margin_normalized,conservation_rel,source_containment_pass,payload_overlap_pass,backreaction_pass,noether_decay_pass,scalar_identity_pass,scalar_fixed_x_stability_pass,DEC_pass,conservation_pass,finite_payload_1g_pass,prefilter_pass,target_83gj_pass,target_1tj_pass,chi_factor,chi_critical
True,0.7,0.01,0.6422852234928857,5.979605466666666e-15,5.979605466666666e-06,341.5386488413463,531.755420098232,1258781646.4499874,2.717673043202773,1.307851513082186,1119133387693.9526,1278985553997.167,1488236822114.1746,1.508142967512931e+36,0.885197547225791,4.174408746252208e-16,7.075627803145052e-35,0.006086036390312174,9.80665,14.29344048681292,11.821779707157035,-17110496107.100388,1374112072440293.0,1.3768585713336407e-09,0.0016195920087842132,0.0,3.3216585962219883e-06,True,True,True,True,True,True,True,True,True,True,False,False,1.6,0.4014282646830536
True,0.7,0.01,0.5017853308538169,5.979605466666666e-15,5.979605466666666e-06,378.66347489295043,754.6324127264392,1258781646.4499874,3.384266595992002,0.9460995924508515,2137100370130.141,2300718141616.3506,2488178551338.577,2.8020789018379935e+36,0.8570381074581314,2.2647860564309823e-16,3.711697146348876e-35,0.0060860363903121745,9.80665,14.293440486812917,11.821779707157026,-17110496107.100386,719580006720796.1,1.3918411008450032e-09,0.0014985239240809037,0.0,3.309446388120628e-06,True,True,True,True,True,True,True,True,True,True,False,False,1.25,0.4014282646830536
True,0.7,0.01,0.441571091151359,5.979605466666666e-15,5.979605466666666e-06,495.1427059676694,1121.320475660277,1258781646.4499876,3.7637277431872205,0.6469000814141779,4565327387641.171,4731029719954.58,4907365008012.556,5.89231729919105e+36,0.8380822194436265,1.6435819609804375e-16,2.645114187682858e-35,0.006086036390312171,9.806650000000001,14.293440486812917,11.82177970715703,-17110496107.100391,336846532159838.56,9.756185484584345e-10,0.0012645312248608096,0.0,3.0348208187748798e-06,True,True,True,True,True,True,True,True,True,True,False,False,1.1,0.4014282646830536
True,0.7,0.02,2.0291665182732976,2.989802733333333e-15,2.989802733333333e-06,320.8277615517069,158.10814867215166,1258781646.4502425,0.8743349389037904,1.9750092020828132,235038719059.7265,305510333130.9456,441098598184.82605,6.858666283944987e+35,0.9298936951872675,1.3690732268024138e-06,7.624703644886577e-16,0.006086036390309706,9.806649999999998,14.293440486796875,11.821779707133377,-17110496107.157038,6542814328032375.0,2.653518838270796e-11,0.0020085547606880335,0.0,2.8960248032427154e-06,True,True,True,True,True,True,True,True,True,True,False,True,5.0,0.4058333036546595
True,0.7,0.02,1.268229073920811,2.989802733333333e-15,2.989802733333333e-06,223.76061533809437,176.43548783054166,1258781646.450243,1.4296179788677628,1.8205734203207928,282436574070.28864,355342573327.739,481394065142.50433,8.049635741111696e+35,0.9215482664222042,8.163123990601865e-07,4.2349266496095875e-16,0.006086036390309703,9.80665,14.29344048679688,11.821779707133382,-17110496107.15705,5444814304834497.0,1.2144968235512095e-11,0.001993629693067695,0.0,3.0142835958176557e-06,True,True,True,True,True,True,True,True,True,True,False,True,3.125,0.4058333036546595
True,0.7,0.02,0.811666607309319,2.989802733333333e-15,2.989802733333333e-06,175.82080690497736,216.61702640179405,1258781646.450243,2.233706286055841,1.5356380819818196,401967691457.23303,477788262478.729,588348436081.8235,1.1066645392524254e+36,0.9012941538407414,4.0360169310920895e-07,1.8992859449387428e-16,0.006086036390309703,9.80665,14.293440486796884,11.821779707133379,-17110496107.157045,3825717169286401.5,1.411048184643228e-09,0.0019583758487813764,0.0,3.319080288452391e-06,True,True,True,True,True,True,True,True,True,True,False,True,2.0,0.4058333036546595
True,0.7,0.02,0.7609374443524866,2.989802733333333e-15,2.989802733333333e-06,172.22926369767166,226.33826863945265,1258781646.4502428,2.3754211639105898,1.4781575178412414,434157756923.7895,510427230441.86084,618353928767.9624,1.1881699321459871e+36,0.8968139373105081,3.5978868703719403e-07,1.6659409989447145e-16,0.006086036390309705,9.80665,14.293440486796882,11.821779707133379,-17110496107.157043,3542064316902893.5,1.4203489582758445e-09,0.0019492172300590602,0.0,3.319381394284817e-06,True,True,True,True,True,True,True,True,True,True,False,True,1.875,0.4058333036546595
True,0.7,0.02,0.6493332858474553,2.989802733333333e-15,2.989802733333333e-06,168.11594137616828,258.90547279854513,1258781646.4502428,2.751757359053874,1.3119320801823136,551505338931.4436,628905074647.4607,730136071953.8671,1.4857907747049483e+36,0.8836382629714266,2.6876691316017654e-07,1.1937929255770834e-16,0.006086036390309705,9.80665,14.293440486796882,11.821779707133379,-17110496107.157043,2788394944074181.0,1.434781106396192e-09,0.001916616495042087,0.0,3.318847057235724e-06,True,True,True,True,True,True,True,True,True,True,False,True,1.6,0.4058333036546595
True,0.7,0.02,0.5072916295683244,2.989802733333333e-15,2.989802733333333e-06,187.805058633582,370.21123095090917,1258781646.4502425,3.4136528022739654,0.942995827665488,1065801896956.0824,1145068714068.9895,1235671820838.8079,2.7934036657463426e+36,0.8557460867790991,1.6824780701020876e-07,6.975209831925465e-17,0.006086036390309706,9.80665,14.293440486796879,11.821779707133384,-17110496107.157043,1442871046766135.0,1.4408240613866106e-09,0.0017825099226546014,0.0,3.309618016634383e-06,True,True,True,True,True,True,True,True,True,True,False,False,1.25,0.4058333036546595
True,0.7,0.02,0.4464166340201255,2.989802733333333e-15,2.989802733333333e-06,249.75324718086108,559.4622335905199,1258781646.4502428,3.788026500406065,0.6345839995487684,2350357168384.1143,2430674669386.135,2515885390933.786,6.063079946458524e+36,0.8369135744354917,1.3210534919579995e-07,5.2771144355109337e-17,0.006086036390309704,9.80665,14.293440486796882,11.821779707133382,-17110496107.157045,654289790246481.0,4.920948272437883e-10,0.0014920893385465988,0.0,3.034935880682327e-06,True,True,True,True,True,True,True,True,True,True,False,False,1.1,0.4058333036546595
True,0.7,0.025,2.0433300920802577,2.3918421866666665e-15,2.3918421866666666e-06,254.11803484599042,124.36465152200635,1258781646.4548378,0.8840813033218997,1.9848365158576575,186010903902.52246,241490204426.01416,348758369668.8286,6.783947685882405e+35,0.9289110168059534,6.176878524576715e-05,2.7749638341027635e-12,0.00608603639026527,9.80665,14.293440486815241,11.821779707213052,-17110496107.385479,8267336303751125.0,9.326969219383642e-12,0.0022338313772126625,0.0,2.8990479343548985e-06,True,True,True,True,True,True,True,True,True,True,False,True,5.0,0.40866601841605155
True,0.7,0.025,1.277081307550161,2.3918421866666665e-15,2.3918421866666666e-06,177.33188460905387,138.85716090327213,1258781646.4548461,1.4422676325453863,1.8280857805481814,223550470798.03235,280932331907.2823,380428170913.4487,7.963030905279467e+35,0.92062000431216,3.904495220160011e-05,1.6034643749931126e-12,0.00608603639026519,9.80665,14.29344048681849,11.821779707213631,-17110496107.385536,6879049251102837.0,4.9716075300221604e-11,0.002218792696434823,0.0,3.0136851277420407e-06,True,True,True,True,True,True,True,True,True,True,False,True,3.125,0.40866601841605155
True,0.7,0.025,0.8173320368321031,2.3918421866666665e-15,2.3918421866666666e-06,139.44832919108515,170.61405023541334,1258781646.4548516,2.2473604349777516,1.540780183428497,318156474048.8463,377823765049.2274,464922983094.3723,1.0948295789921296e+36,0.9005334184312959,2.0983120566736227e-05,7.617421516636365e-13,0.006086036390265139,9.80665,14.293440486820746,11.82177970721403,-17110496107.38557,4833516914355779.0,1.4481225602454143e-09,0.002183111525764278,0.0,3.3164786471600474e-06,True,True,True,True,True,True,True,True,True,True,False,True,2.0,0.40866601841605155
True,0.7,0.025,0.7662487845300967,2.3918421866666665e-15,2.3918421866666666e-06,136.62342234102306,178.30164967218525,1258781646.4548523,2.3889577046499166,1.482930494280185,343653199354.1695,403674453844.12274,488681442499.825,1.175536939207806e+36,0.8960909070704417,1.8970131743047352e-05,6.747189913653241e-13,0.006086036390265132,9.80665,14.293440486820975,11.821779707214072,-17110496107.385578,4474902900997061.5,1.4561043873855072e-09,0.00217379676190146,0.0,3.317068360519323e-06,True,True,True,True,True,True,True,True,True,True,False,True,1.875,0.40866601841605155
True,0.7,0.025,0.6538656294656825,2.3918421866666665e-15,2.3918421866666666e-06,133.4366969589006,204.07357558760305,1258781646.454853,2.7645733045580396,1.3156928363047453,436689076834.60046,497604742842.3859,577305259573.2079,1.4705176297133447e+36,0.8830216672382547,1.4696596062504504e-05,4.959368453354865e-13,0.006086036390265123,9.80665,14.293440486821435,11.821779707214153,-17110496107.385593,3521532321975976.0,1.4672670391201115e-09,0.0021404749952923015,0.0,3.3175413621911613e-06,True,True,True,True,True,True,True,True,True,True,False,True,1.6,0.40866601841605155
True,0.7,0.025,0.5108325230200644,2.3918421866666665e-15,2.3918421866666666e-06,149.36662209259106,292.39841897600604,1258781646.4548542,3.4235962923553918,0.9443453547101427,846080733308.4967,908485086747.1758,979793100433.5837,2.7716934399338824e+36,0.8553220994157569,9.782888979039259e-06,3.025499783374248e-13,0.006086036390265113,9.806649999999998,14.29344048682192,11.821779707214244,-17110496107.38559,1817574420721598.0,1.4689640987709764e-09,0.0020004349314920187,0.0,3.3099448465791652e-06,True,True,True,True,True,True,True,True,True,True,False,True,1.25,0.40866601841605155
True,0.7,0.025,0.4495326202576567,2.3918421866666665e-15,2.3918421866666666e-06,199.49070272498204,443.77358557570483,1258781646.454855,3.7952073890053755,0.6330659873802106,1880202321179.2498,1943450834184.948,2010512017902.7676,6.062026934245341e+36,0.8365902161933922,7.945207420573123e-06,2.3444205854899446e-13,0.006086036390265107,9.80665,14.293440486822087,11.82177970721427,-17110496107.3856,817898521560376.5,3.250658143279974e-10,0.0016806172373006554,0.0,3.0353133874515007e-06,True,True,True,True,True,True,True,True,True,True,False,False,1.1,0.40866601841605155
