radius_m,radius_mpc,attractive_acceleration_m_s2,lambda_acceleration_m_s2,net_acceleration_m_s2
1.741192599738958584e+22,5.642820916167808898e-01,-4.377550264098335806e-13,5.690574151278515758e-14,-3.808492848970484356e-13
1.745208473470308555e+22,5.655835476585391319e-01,-4.357427209234412161e-13,5.703698849404297545e-14,-3.787057324293982659e-13
1.749233609383125765e+22,5.668880053688848397e-01,-4.337396657554369885e-13,5.716853818236748418e-14,-3.765711275730695169e-13
1.753268028839635085e+22,5.681954716708434994e-01,-4.317458183832571895e-13,5.730039127591997195e-14,-3.744454271073371923e-13
1.757311753251333551e+22,5.695059535034088238e-01,-4.297611364798077459e-13,5.743254847447201290e-14,-3.723285880053357457e-13
1.761364804079102145e+22,5.708194578215786130e-01,-4.277855779125666596e-13,5.756501047940917798e-14,-3.702205674331574816e-13
1.765427202833316105e+22,5.721359915963907250e-01,-4.258191007426914463e-13,5.769777799373459427e-14,-3.681213227489568646e-13
1.769498971073964671e+22,5.734555618149618228e-01,-4.238616632241259179e-13,5.783085172207289558e-14,-3.660308115020530097e-13
1.773580130410762024e+22,5.747781754805233456e-01,-4.219132238027158000e-13,5.796423237067380707e-14,-3.639489914320420181e-13
1.777670702503263889e+22,5.761038396124592564e-01,-4.199737411153255609e-13,5.809792064741598224e-14,-3.618758204679095660e-13
1.781770709060978475e+22,5.774325612463420132e-01,-4.180431739889621072e-13,5.823191726181062540e-14,-3.598112567271514692e-13
1.785880171843487269e+22,5.787643474339717597e-01,-4.161214814398985804e-13,5.836622292500544225e-14,-3.577552585148931381e-13
1.789999112660558492e+22,5.800992052434128521e-01,-4.142086226728046655e-13,5.850083834978835073e-14,-3.557077843230163022e-13
1.794127553372258881e+22,5.814371417590306068e-01,-4.123045570798827577e-13,5.863576425059111605e-14,-3.536687928292916416e-13
1.798265515889076155e+22,5.827781640815304920e-01,-4.104092442400029155e-13,5.877100134349335183e-14,-3.516382428965095510e-13
1.802413022172031641e+22,5.841222793279947645e-01,-4.085226439178462973e-13,5.890655034622625609e-14,-3.496160935716200412e-13
1.806570094232796240e+22,5.854694946319201065e-01,-4.066447160630512728e-13,5.904241197817630951e-14,-3.476023040848749633e-13
1.810736754133808710e+22,5.868198171432560395e-01,-4.047754208093629175e-13,5.917858696038921333e-14,-3.455968338489737168e-13
1.814913023988394571e+22,5.881732540284433375e-01,-4.029147184737850816e-13,5.931507601557376433e-14,-3.435996424582113299e-13
1.819098925960877677e+22,5.895298124704501097e-01,-4.010625695557415977e-13,5.945187986810547720e-14,-3.416106896876361331e-13
1.823294482266704577e+22,5.908894996688122125e-01,-3.992189347362338025e-13,5.958899924403063618e-14,-3.396299354922031411e-13
1.827499715172559015e+22,5.922523228396705530e-01,-3.973837748770079538e-13,5.972643487107010679e-14,-3.376573400059378344e-13
1.831714646996477490e+22,5.936182892158080593e-01,-3.955570510197250717e-13,5.986418747862304670e-14,-3.356928635411020124e-13
1.835939300107974450e+22,5.949874060466906478e-01,-3.937387243851314349e-13,6.000225779777100773e-14,-3.337364665873604525e-13
1.840173696928156379e+22,5.963596805985040827e-01,-3.919287563722369543e-13,6.014064656128169720e-14,-3.317881098109552445e-13
1.844417859929838820e+22,5.977351201541919457e-01,-3.901271085574966757e-13,6.027935450361275181e-14,-3.298477540538839113e-13
1.848671811637671572e+22,5.991137320134960476e-01,-3.883337426939926872e-13,6.041838236091590282e-14,-3.279153603330767718e-13
1.852935574628255505e+22,6.004955234929943986e-01,-3.865486207106231951e-13,6.055773087104069949e-14,-3.259908898395824830e-13
1.857209171530257688e+22,6.018805019261386224e-01,-3.847717047112962958e-13,6.069740077353835872e-14,-3.240743039377579244e-13
1.861492625024540371e+22,6.032686746632955899e-01,-3.830029569741218285e-13,6.083739280966590498e-14,-3.221655641644559109e-13
1.865785957844275692e+22,6.046600490717846110e-01,-3.812423399506129725e-13,6.097770772239000736e-14,-3.202646322282229525e-13
1.870089192775065430e+22,6.060546325359162934e-01,-3.794898162648894596e-13,6.111834625639079129e-14,-3.183714700084986809e-13
1.874402352655065573e+22,6.074524324570329536e-01,-3.777453487128825034e-13,6.125930915806600378e-14,-3.164860395548164870e-13
1.878725460375106067e+22,6.088534562535473649e-01,-3.760089002615457869e-13,6.140059717553485042e-14,-3.146083030860109239e-13
1.883058538878812029e+22,6.102577113609820580e-01,-3.742804340480693281e-13,6.154221105864202171e-14,-3.127382229894272811e-13
1.887401611162723497e+22,6.116652052320080690e-01,-3.725599133790977876e-13,6.168415155896154272e-14,-3.108757618201362575e-13
1.891754700276422096e+22,6.130759453364861278e-01,-3.708473017299495857e-13,6.182641942980098877e-14,-3.090208823001485843e-13
1.896117829322651206e+22,6.144899391615054052e-01,-3.691425627438424798e-13,6.196901542620532243e-14,-3.071735473176371700e-13
1.900491021457435079e+22,6.159071942114221487e-01,-3.674456602311228795e-13,6.211194030496088200e-14,-3.053337199261619723e-13
1.904874299890206559e+22,6.173277180079016491e-01,-3.657565581684960190e-13,6.225519482459945836e-14,-3.035013633438965354e-13
1.909267687883931229e+22,6.187515180899572087e-01,-3.640752206982606235e-13,6.239877974540244752e-14,-3.016764409528581633e-13
1.913671208755222754e+22,6.201786020139889999e-01,-3.624016121275510973e-13,6.254269582940456145e-14,-2.998589162981465232e-13
1.918084885874475847e+22,6.216089773538260310e-01,-3.607356969275759265e-13,6.268694384039814467e-14,-2.980487530871778071e-13
1.922508742665987477e+22,6.230426517007658926e-01,-3.590774397328645629e-13,6.283152454393725113e-14,-2.962459151889273244e-13
1.926942802608076410e+22,6.244796326636135042e-01,-3.574268053405188008e-13,6.297643870734141812e-14,-2.944503666331773953e-13
1.931387089233213653e+22,6.259199278687235246e-01,-3.557837587094629937e-13,6.312168709970003338e-14,-2.926620716097629730e-13
1.935841626128147022e+22,6.273635449600400982e-01,-3.541482649597001267e-13,6.326727049187631097e-14,-2.908809944678238284e-13
1.940306436934021100e+22,6.288104915991364896e-01,-3.525202893715737959e-13,6.341318965651131761e-14,-2.891070997150624909e-13
1.944781545346508521e+22,6.302607754652572725e-01,-3.508997973850285727e-13,6.355944536802817576e-14,-2.873403520170004222e-13
1.949266975115934958e+22,6.317144042553586303e-01,-3.492867545988766282e-13,6.370603840263617828e-14,-2.855807161962404499e-13
1.953762750047398239e+22,6.331713856841476584e-01,-3.476811267700702643e-13,6.385296953833470120e-14,-2.838281572317355631e-13
1.958268894000906345e+22,6.346317274841259959e-01,-3.460828798129705579e-13,6.400023955491768444e-14,-2.820826402580528608e-13
1.962785430891494428e+22,6.360954374056289051e-01,-3.444919797986271624e-13,6.414784923397748146e-14,-2.803441305646496683e-13
1.967312384689354414e+22,6.375625232168665724e-01,-3.429083929540572005e-13,6.429579935890907494e-14,-2.786125935951481382e-13
1.971849779419965030e+22,6.390329927039662961e-01,-3.413320856615272871e-13,6.444409071491433029e-14,-2.768879949466129820e-13
1.976397639164217629e+22,6.405068536710133431e-01,-3.397630244578401969e-13,6.459272408900611039e-14,-2.751703003688340991e-13
1.980955988058539924e+22,6.419841139400914720e-01,-3.382011760336265309e-13,6.474170027001232713e-14,-2.734594757636142037e-13
1.985524850295031045e+22,6.434647813513260095e-01,-3.366465072326343624e-13,6.489102004858034645e-14,-2.717554871840540286e-13
1.990104250121585689e+22,6.449488637629243737e-01,-3.350989850510275175e-13,6.504068421718103992e-14,-2.700583008338464650e-13
1.994694211842024564e+22,6.464363690512184846e-01,-3.335585766366840561e-13,6.519069357011306351e-14,-2.683678830665710052e-13
1.999294759816219800e+22,6.479273051107051762e-01,-3.320252492884998533e-13,6.534104890350694704e-14,-2.666842003849929315e-13
2.003905918460229583e+22,6.494216798540900504e-01,-3.304989704556930891e-13,6.549175101532951183e-14,-2.650072194403635646e-13
2.008527712246425243e+22,6.509195012123286661e-01,-3.289797077371136354e-13,6.564280070538796012e-14,-2.633369070317256627e-13
2.013160165703617924e+22,6.524207771346671736e-01,-3.274674288805565829e-13,6.579419877533411603e-14,-2.616732301052224543e-13
2.017803303417195738e+22,6.539255155886871673e-01,-3.259621017820750107e-13,6.594594602866884314e-14,-2.600161557534061676e-13
2.022457150029248332e+22,6.554337245603463202e-01,-3.244636944853004804e-13,6.609804327074608346e-14,-2.583656512145543844e-13
2.027121730238699012e+22,6.569454120540202391e-01,-3.229721751807643382e-13,6.625049130877730032e-14,-2.567216838719870505e-13
2.031797068801437703e+22,6.584605860925466514e-01,-3.214875122052217429e-13,6.640329095183564355e-14,-2.550842212533861120e-13
2.036483190530451807e+22,6.599792547172671497e-01,-3.200096740409794305e-13,6.655644301086043019e-14,-2.534532310301189877e-13
2.041180120295955392e+22,6.615014259880689362e-01,-3.185386293152278706e-13,6.670994829866117085e-14,-2.518286810165666871e-13
2.045887883025522989e+22,6.630271079834291204e-01,-3.170743467993743320e-13,6.686380762992208831e-14,-2.502105391694522311e-13
2.050606503704225487e+22,6.645563088004573515e-01,-3.156167954083789774e-13,6.701802182120648465e-14,-2.485987735871725053e-13
2.055336007374753445e+22,6.660890365549372305e-01,-3.141659442000977735e-13,6.717259169096080545e-14,-2.469933525091369806e-13
2.060076419137560537e+22,6.676252993813714953e-01,-3.127217623746223726e-13,6.732751805951928461e-14,-2.453942443151031006e-13
2.064827764150989803e+22,6.691651054330242099e-01,-3.112842192736284249e-13,6.748280174910813480e-14,-2.438014175245203027e-13
2.069590067631408703e+22,6.707084628819632854e-01,-3.098532843797243959e-13,6.763844358384991456e-14,-2.422148407958744940e-13
2.074363354853345434e+22,6.722553799191054447e-01,-3.084289273158026056e-13,6.779444438976794594e-14,-2.406344829260346471e-13
2.079147651149620629e+22,6.738058647542588542e-01,-3.070111178443956689e-13,6.795080499479075736e-14,-2.390603128496048989e-13
2.083942981911479897e+22,6.753599256161657571e-01,-3.055998258670344010e-13,6.810752622875624880e-14,-2.374922996382781648e-13
2.088749372588734336e+22,6.769175707525482144e-01,-3.041950214236079440e-13,6.826460892341638710e-14,-2.359304125001915695e-13
2.093566848689890971e+22,6.784788084301504041e-01,-3.027966746917284370e-13,6.842205391244147211e-14,-2.343746207792869775e-13
2.098395435782290748e+22,6.800436469347831414e-01,-3.014047559860976557e-13,6.857986203142455432e-14,-2.328248939546730888e-13
2.103235159492239399e+22,6.816120945713665114e-01,-3.000192357578780441e-13,6.873803411788582722e-14,-2.312812016399922295e-13
2.108086045505149626e+22,6.831841596639760539e-01,-2.986400845940634432e-13,6.889657101127719644e-14,-2.297435135827862342e-13
2.112948119565676577e+22,6.847598505558860627e-01,-2.972672732168551714e-13,6.905547355298673515e-14,-2.282117996638684363e-13
2.117821407477847871e+22,6.863391756096124396e-01,-2.959007724830424975e-13,6.921474258634293766e-14,-2.266860298966995472e-13
2.122705935105208720e+22,6.879221432069594355e-01,-2.945405533833811444e-13,6.937437895661945256e-14,-2.251661744267616919e-13
2.127601728370956567e+22,6.895087617490631704e-01,-2.931865870419788613e-13,6.953438351103947513e-14,-2.236522035309393862e-13
2.132508813258074463e+22,6.910990396564348215e-01,-2.918388447156830148e-13,6.969475709878013965e-14,-2.221440876169028625e-13
2.137427215809474934e+22,6.926929853690078076e-01,-2.904972977934690392e-13,6.985550057097717692e-14,-2.206417972224918749e-13
2.142356962128136713e+22,6.942906073461810879e-01,-2.891619177958334801e-13,7.001661478072939492e-14,-2.191453030151040726e-13
2.147298078377238122e+22,6.958919140668636816e-01,-2.878326763741906236e-13,7.017810058310309647e-14,-2.176545757910875398e-13
2.152250590780304287e+22,6.974969140295209646e-01,-2.865095453102686197e-13,7.033995883513678713e-14,-2.161695864751318452e-13
2.157214525621340943e+22,6.991056157522193004e-01,-2.851924965155118668e-13,7.050219039584563071e-14,-2.146903061196662360e-13
2.162189909244972840e+22,7.007180277726698936e-01,-2.838815020304848092e-13,7.066479612622592998e-14,-2.132167059042588919e-13
2.167176768056587610e+22,7.023341586482764187e-01,-2.825765340242775531e-13,7.082777688925987245e-14,-2.117487571350176933e-13
2.172175128522476277e+22,7.039540169561793181e-01,-2.812775647939148640e-13,7.099113354992006163e-14,-2.102864312439948024e-13
2.177185017169966216e+22,7.055776112933000999e-01,-2.799845667637700119e-13,7.115486697517390935e-14,-2.088296997885960900e-13
2.182206460587571728e+22,7.072049502763892992e-01,-2.786975124849768489e-13,7.131897803398852044e-14,-2.073785344509883159e-13
2.187239485425129515e+22,7.088360425420709987e-01,-2.774163746348485007e-13,7.148346759733518603e-14,-2.059329070375133273e-13
2.192284118393939191e+22,7.104708967468876812e-01,-2.761411260162977244e-13,7.164833653819386433e-14,-2.044927894781038474e-13
2.197340386266910084e+22,7.121095215673483025e-01,-2.748717395572579727e-13,7.181358573155812833e-14,-2.030581538256998443e-13
2.202408315878699644e+22,7.137519256999733663e-01,-2.736081883101100121e-13,7.197921605443954557e-14,-2.016289722556704792e-13
2.207487934125854373e+22,7.153981178613395553e-01,-2.723504454511099043e-13,7.214522838587234819e-14,-2.002052170652375435e-13
2.212579267966957047e+22,7.170481067881289139e-01,-2.710984842798186024e-13,7.231162360691826709e-14,-1.987868606729003353e-13
2.217682344422767224e+22,7.187019012371729243e-01,-2.698522782185357385e-13,7.247840260067108835e-14,-1.973738756178646502e-13
2.222797190576365529e+22,7.203595099855004680e-01,-2.686118008117351275e-13,7.264556625226136121e-14,-1.959662345594737663e-13
2.227923833573293320e+22,7.220209418303823456e-01,-2.673770257255042592e-13,7.281311544886100495e-14,-1.945639102766432416e-13
2.233062300621704528e+22,7.236862055893806822e-01,-2.661479267469832854e-13,7.298105107968821881e-14,-1.931668756672950792e-13
2.238212618992505324e+22,7.253553101003942238e-01,-2.649244777838097635e-13,7.314937403601211418e-14,-1.917751037477976493e-13
2.243374816019494627e+22,7.270282642217040792e-01,-2.637066528635656706e-13,7.331808521115722053e-14,-1.903885676524084627e-13
2.248548919099518878e+22,7.287050768320234573e-01,-2.624944261332237623e-13,7.348718550050860989e-14,-1.890072406327151524e-13
2.253734955692612544e+22,7.303857568305431869e-01,-2.612877718585999393e-13,7.365667580151647857e-14,-1.876310960570834734e-13
2.258932953322139052e+22,7.320703131369782346e-01,-2.600866644238080874e-13,7.382655701370072880e-14,-1.862601074101073460e-13
2.264142939574944714e+22,7.337587546916165548e-01,-2.588910783307143121e-13,7.399683003865603011e-14,-1.848942482920582946e-13
2.269364942101503856e+22,7.354510904553664963e-01,-2.577009881983959694e-13,7.416749578005651465e-14,-1.835334924183394548e-13
2.274598988616058903e+22,7.371473294098023210e-01,-2.565163687626047356e-13,7.433855514366040930e-14,-1.821778136189443263e-13
2.279845106896775571e+22,7.388474805572144977e-01,-2.553371948752277582e-13,7.451000903731509710e-14,-1.808271858379126737e-13
2.285103324785887150e+22,7.405515529206563308e-01,-2.541634415037552192e-13,7.468185837096178723e-14,-1.794815831327934446e-13
2.290373670189838788e+22,7.422595555439908122e-01,-2.529950837307491098e-13,7.485410405664027346e-14,-1.781409796741088489e-13
2.295656171079441842e+22,7.439714974919405810e-01,-2.518320967533132673e-13,7.502674700849400808e-14,-1.768053497448192466e-13
2.300950855490019839e+22,7.456873878501351083e-01,-2.506744558825672997e-13,7.519978814277478460e-14,-1.754746677397925277e-13
2.306257751521553600e+22,7.474072357251579923e-01,-2.495221365431230846e-13,7.537322837784755926e-14,-1.741489081652755128e-13
2.311576887338836007e+22,7.491310502445970299e-01,-2.483751142725620264e-13,7.554706863419544924e-14,-1.728280456383665646e-13
2.316908291171619229e+22,7.508588405570918445e-01,-2.472333647209161997e-13,7.572130983442460468e-14,-1.715120548864915824e-13
2.322251991314761515e+22,7.525906158323815154e-01,-2.460968636501520688e-13,7.589595290326895447e-14,-1.702009107468831269e-13
2.327608016128383648e+22,7.543263852613552034e-01,-2.449655869336545091e-13,7.607099876759535591e-14,-1.688945881660591406e-13
2.332976394038013644e+22,7.560661580560991135e-01,-2.438395105557160297e-13,7.624644835640830267e-14,-1.675930621993077270e-13
2.338357153534742784e+22,7.578099434499471210e-01,-2.427186106110257927e-13,7.642230260085503657e-14,-1.662963080101707688e-13
2.343750323175368635e+22,7.595577506975272897e-01,-2.416028633041637334e-13,7.659856243423019240e-14,-1.650043008699335536e-13
2.349155931582557376e+22,7.613095890748136085e-01,-2.404922449490932650e-13,7.677522879198117485e-14,-1.637170161571120776e-13
2.354574007444988913e+22,7.630654678791742862e-01,-2.393867319686598921e-13,7.695230261171277798e-14,-1.624344293569471141e-13
2.360004579517507463e+22,7.648253964294196017e-01,-2.382863008940909839e-13,7.712978483319224664e-14,-1.611565160608987372e-13
2.365447676621280929e+22,7.665893840658538627e-01,-2.371909283644962045e-13,7.730767639835440088e-14,-1.598832519661418037e-13
2.370903327643949387e+22,7.683574401503239226e-01,-2.361005911263724368e-13,7.748597825130650793e-14,-1.586146128750659289e-13
2.376371561539776492e+22,7.701295740662673639e-01,-2.350152660331105736e-13,7.766469133833319211e-14,-1.573505746947773815e-13
2.381852407329809288e+22,7.719057952187650118e-01,-2.339349300445029150e-13,7.784381660790177382e-14,-1.560911134366011286e-13
2.387345894102028360e+22,7.736861130345893400e-01,-2.328595602262548576e-13,7.802335501066701533e-14,-1.548362052155878296e-13
2.392852051011498410e+22,7.754705369622535427e-01,-2.317891337494986022e-13,7.820330749947619473e-14,-1.535858262500223948e-13
2.398370907280532256e+22,7.772590764720640477e-01,-2.307236278903069130e-13,7.838367502937433135e-14,-1.523399528609325943e-13
2.403902492198839727e+22,7.790517410561693668e-01,-2.296630200292118241e-13,7.856445855760919661e-14,-1.510985614716026149e-13
2.409446835123681178e+22,7.808485402286097221e-01,-2.286072876507248603e-13,7.874565904363616076e-14,-1.498616286070886869e-13
2.415003965480028969e+22,7.826494835253692273e-01,-2.275564083428579651e-13,7.892727744912364551e-14,-1.486291308937343069e-13
2.420573912760722653e+22,7.844545805044261799e-01,-2.265103597966477609e-13,7.910931473795804652e-14,-1.474010450586897018e-13
2.426156706526619134e+22,7.862638407458018008e-01,-2.254691198056834444e-13,7.929177187624871898e-14,-1.461773479294347254e-13
2.431752376406757920e+22,7.880772738516138576e-01,-2.244326662656336209e-13,7.947464983233341761e-14,-1.449580164333001907e-13
2.437360952098514220e+22,7.898948894461264025e-01,-2.234009771737777339e-13,7.965794957678318130e-14,-1.437430275969945526e-13
2.442982463367755386e+22,7.917166971757998439e-01,-2.223740306285394383e-13,7.984167208240754587e-14,-1.425323585461319050e-13
2.448616940049001139e+22,7.935427067093437925e-01,-2.213518048290210836e-13,8.002581832425974427e-14,-1.413259865047613394e-13
2.454264412045584630e+22,7.953729277377682427e-01,-2.203342780745403438e-13,8.021038927964196985e-14,-1.401238887948983740e-13
2.459924909329801753e+22,7.972073699744329778e-01,-2.193214287641714662e-13,8.039538592811024835e-14,-1.389260428360612304e-13
2.465598461943081442e+22,7.990460431551018594e-01,-2.183132353962843996e-13,8.058080925148004200e-14,-1.377324261448043576e-13
2.471285099996137495e+22,8.008889570379928990e-01,-2.173096765680900073e-13,8.076666023383114675e-14,-1.365430163342588731e-13
2.476984853669132580e+22,8.027361214038305492e-01,-2.163107309751846978e-13,8.095293986151314486e-14,-1.353577911136715656e-13
2.482697753211832998e+22,8.045875460558965520e-01,-2.153163774110992477e-13,8.113964912315034004e-14,-1.341767282879488951e-13
2.488423828943776881e+22,8.064432408200838953e-01,-2.143265947668472949e-13,8.132678900964737414e-14,-1.329998057571999082e-13
2.494163111254430633e+22,8.083032155449481060e-01,-2.133413620304778972e-13,8.151436051419427584e-14,-1.318270015162836213e-13
2.499915630603347480e+22,8.101674801017578753e-01,-2.123606582866299579e-13,8.170236463227163559e-14,-1.306582936543583223e-13
2.505681417520336077e+22,8.120360443845504594e-01,-2.113844627160871573e-13,8.189080236165617181e-14,-1.294936603544309981e-13
2.511460502605617798e+22,8.139089183101821945e-01,-2.104127545953366195e-13,8.207967470242577960e-14,-1.283330798929108273e-13
2.517252916529987794e+22,8.157861118183808991e-01,-2.094455132961293213e-13,8.226898265696492024e-14,-1.271765306391644137e-13
2.523058690034982768e+22,8.176676348718001641e-01,-2.084827182850412582e-13,8.245872722996997283e-14,-1.260239910550712980e-13
2.528877853933041615e+22,8.195534974560713115e-01,-2.075243491230380438e-13,8.264890942845456064e-14,-1.248754396945834831e-13
2.534710439107665645e+22,8.214437095798555744e-01,-2.065703854650414780e-13,8.283953026175481445e-14,-1.237308552032866509e-13
2.540556476513589710e+22,8.233382812748990531e-01,-2.056208070594965192e-13,8.303059074153486297e-14,-1.225902163179616562e-13
2.546415997176941170e+22,8.252372225960851182e-01,-2.046755937479422451e-13,8.322209188179210879e-14,-1.214535018661501363e-13
2.552289032195402629e+22,8.271405436214862572e-01,-2.037347254645840751e-13,8.341403469886255470e-14,-1.203206907657215078e-13
2.558175612738383905e+22,8.290482544524203634e-01,-2.027981822358668771e-13,8.360642021142634473e-14,-1.191917620244405450e-13
2.564075770047184765e+22,8.309603652135028051e-01,-2.018659441800513551e-13,8.379924944051320408e-14,-1.180666947395381637e-13
2.569989535435153474e+22,8.328768860526990503e-01,-2.009379915067929873e-13,8.399252340950748783e-14,-1.169454680972855121e-13
2.575916940287865468e+22,8.347978271413811768e-01,-2.000143045167200292e-13,8.418624314415408797e-14,-1.158280613725659412e-13
2.581858016063282322e+22,8.367231986743802752e-01,-1.990948636010165407e-13,8.438040967256364617e-14,-1.147144539284529072e-13
2.587812794291917003e+22,8.386530108700395170e-01,-1.981796492410063477e-13,8.457502402521793062e-14,-1.136046252157884171e-13
2.593781306577006258e+22,8.405872739702706653e-01,-1.972686420077378356e-13,8.477008723497549066e-14,-1.124985547727623449e-13
2.599763584594678802e+22,8.425259982406078096e-01,-1.963618225615715709e-13,8.496560033707708409e-14,-1.113962222244944868e-13
2.605759660094115126e+22,8.444691939702596573e-01,-1.954591716517708004e-13,8.516156436915096568e-14,-1.102976072826198348e-13
2.611769564897726589e+22,8.464168714721672648e-01,-1.945606701160914709e-13,8.535798037121875636e-14,-1.092026897448727145e-13
2.617793330901318160e+22,8.483690410830571071e-01,-1.936662988803760094e-13,8.555484938570071905e-14,-1.081114494946752903e-13
2.623830990074260383e+22,8.503257131634965882e-01,-1.927760389581482910e-13,8.575217245742137542e-14,-1.070238665007269156e-13
2.629882574459652958e+22,8.522868980979471099e-01,-1.918898714502113323e-13,8.594995063361485744e-14,-1.059399208165964748e-13
2.635948116174505089e+22,8.542526062948224697e-01,-1.910077775442445807e-13,8.614818496393082708e-14,-1.048595925803137536e-13
2.642027647409898652e+22,8.562228481865419294e-01,-1.901297385144056979e-13,8.634687650043980262e-14,-1.037828620139658953e-13
2.648121200431158474e+22,8.581976342295849491e-01,-1.892557357209329990e-13,8.654602629763872491e-14,-1.027097094232942741e-13
2.654228807578028501e+22,8.601769749045488078e-01,-1.883857506097490782e-13,8.674563541245666239e-14,-1.016401151972924159e-13
2.660350501264841664e+22,8.621608807162034482e-01,-1.875197647120672623e-13,8.694570490426040252e-14,-1.005740598078068598e-13
2.666486313980687234e+22,8.641493621935455449e-01,-1.866577596440001079e-13,8.714623583486000539e-14,-9.951152380914010255e-14
2.672636278289589915e+22,8.661424298898569019e-01,-1.857997171061682026e-13,8.734722926851447090e-14,-9.845248783765373173e-14
2.678800426830680556e+22,8.681400943827595196e-01,-1.849456188833120704e-13,8.754868627193745637e-14,-9.739693261137461408e-14
2.684978792318365178e+22,8.701423662742701071e-01,-1.840954468439058952e-13,8.775060791430283019e-14,-9.634483892960306497e-14
2.691171407542505334e+22,8.721492561908592567e-01,-1.832491829397718998e-13,8.795299526725038945e-14,-9.529618767252151036e-14
2.697378305368589232e+22,8.741607747835062892e-01,-1.824068092056974273e-13,8.815584940489165331e-14,-9.425095980080577397e-14
2.703599518737901604e+22,8.761769327277544317e-01,-1.815683077590542171e-13,8.835917140381529042e-14,-9.320913635523892672e-14
2.709835080667706583e+22,8.781977407237704369e-01,-1.807336607994177329e-13,8.856296234309313947e-14,-9.217069845632459343e-14
2.716085024251419663e+22,8.802232094963997611e-01,-1.799028506081897962e-13,8.876722330428581326e-14,-9.113562730390398295e-14
2.722349382658778412e+22,8.822533497952221859e-01,-1.790758595482228618e-13,8.897195537144831539e-14,-9.010390417677454645e-14
2.728628189136026180e+22,8.842881723946115491e-01,-1.782526700634447472e-13,8.917715963113598513e-14,-8.907551043230876202e-14
2.734921477006086164e+22,8.863276880937916991e-01,-1.774332646784862644e-13,8.938283717241020244e-14,-8.805042750607606199e-14
2.741229279668732953e+22,8.883719077168925615e-01,-1.766176259983108728e-13,8.958898908684405517e-14,-8.702863691146681766e-14
2.747551630600778337e+22,8.904208421130096474e-01,-1.758057367078443555e-13,8.979561646852832176e-14,-8.601012023931603372e-14
2.753888563356242438e+22,8.924745021562606739e-01,-1.749975795716079803e-13,9.000272041407713844e-14,-8.499485915753084183e-14
2.760240111566537412e+22,8.945328987458438519e-01,-1.741931374333519635e-13,9.021030202263395668e-14,-8.398283541071800679e-14
2.766606308940636488e+22,8.965960428060933962e-01,-1.733923932156924928e-13,9.041836239587708416e-14,-8.297403081981540860e-14
2.772987189265264804e+22,8.986639452865412547e-01,-1.725953299197475891e-13,9.062690263802590734e-14,-8.196842728172168175e-14
2.779382786405071795e+22,9.007366171619728412e-01,-1.718019306247771840e-13,9.083592385584657118e-14,-8.096600676893061285e-14
2.785793134302808611e+22,9.028140694324846560e-01,-1.710121784878241819e-13,9.104542715865770951e-14,-7.996675132916647237e-14
2.792218266979514764e+22,9.048963131235449042e-01,-1.702260567433561274e-13,9.125541365833662963e-14,-7.897064308501949780e-14
2.798658218534697645e+22,9.069833592860510052e-01,-1.694435487029093224e-13,9.146588446932504267e-14,-7.797766423358427974e-14
2.805113023146505745e+22,9.090752189963867691e-01,-1.686646377547356177e-13,9.167684070863490737e-14,-7.698779704610071037e-14
2.811582715071919922e+22,9.111719033564835701e-01,-1.678893073634484990e-13,9.188828349585451390e-14,-7.600102386759398513e-14
2.818067328646932070e+22,9.132734234938785223e-01,-1.671175410696723779e-13,9.210021395315445383e-14,-7.501732711651792405e-14
2.824566898286721709e+22,9.153797905617716557e-01,-1.663493224896940795e-13,9.231263320529328742e-14,-7.403668928440079208e-14
2.831081458485847235e+22,9.174910157390880894e-01,-1.655846353151136739e-13,9.252554237962385443e-14,-7.305909293548981947e-14
2.837611043818425025e+22,9.196071102305358735e-01,-1.648234633124990684e-13,9.273894260609910541e-14,-7.208452070639996304e-14
2.844155688938308947e+22,9.217280852666641655e-01,-1.640657903230416606e-13,9.295283501727800870e-14,-7.111295530576365189e-14
2.850715428579282466e+22,9.238539521039256242e-01,-1.633116002622123440e-13,9.316722074833176032e-14,-7.014437951388058369e-14
2.857290297555239410e+22,9.259847220247346966e-01,-1.625608771194205693e-13,9.338210093704972884e-14,-6.917877618237084045e-14
2.863880330760362236e+22,9.281204063375260160e-01,-1.618136049576751968e-13,9.359747672384528663e-14,-6.821612823382991014e-14
2.870485563169318738e+22,9.302610163768172402e-01,-1.610697679132446932e-13,9.381334925176225961e-14,-6.725641866148243358e-14
2.877106029837441565e+22,9.324065635032682264e-01,-1.603293501953213672e-13,9.402971966648068274e-14,-6.629963052884068450e-14
2.883741765900911090e+22,9.345570591037393182e-01,-1.595923360856860594e-13,9.424658911632299734e-14,-6.534574696936306209e-14
2.890392806576948353e+22,9.367125145913546280e-01,-1.588587099383742710e-13,9.446395875226007169e-14,-6.439475118611419935e-14
2.897059187164000446e+22,9.388729414055618783e-01,-1.581284561793437317e-13,9.468182972791749925e-14,-6.344662645142623245e-14
2.903740943041921706e+22,9.410383510121909101e-01,-1.574015593061446682e-13,9.490020319958141733e-14,-6.250135610656325087e-14
2.910438109672170429e+22,9.432087549035177432e-01,-1.566780038875897704e-13,9.511908032620493157e-14,-6.155892356138483879e-14
