metric_scale_ev,epsilon_trace_load,q2_required,q2_factor_from_vacuum_source,partial_energy_j,limiting_surface_cosine,c1_ev_m4,jiang_nda_scale_ev,source_center_feedback_ratio,source_surface_max_feedback_ratio,under_strict_10mj_partial_only,trusted_complete_energy_oracle
100000.0,0.010289678683459941,8.36913013859805e-15,1.0067777848897577,4386155.960285911,1.0,5e-21,421562.94610216236,4.775044674346481e-05,0.00017330414629713014,True,False
80000.0,0.02512128584829087,8.45068941153393e-15,1.0165890869944898,1814077.5016709156,1.0,1.220703125e-20,337250.3568817299,0.00011598370210901792,0.00042090927452057095,True,False
50000.0,0.16463485893535906,9.237928161353571e-15,1.1112912210989032,302592.6305556406,1.0,8e-20,210781.47305108118,0.0007253266202850464,0.0026300900535942097,True,False
40000.0,0.40194057357265395,1.0660151562256617e-14,1.2823798409992988,143023.39853404328,1.0,1.953125e-19,168625.17844086495,0.001643014811198741,0.0059504953280512685,True,False
30000.0,1.2703307016617211,1.6755486305815036e-14,2.015627802215648,71128.8529125931,1.0,6.172839506172839e-19,126468.88383064872,0.004109019735558059,0.014834993607241807,True,False
24205.36827890542,2.997471305778161,3.302784245902331e-14,3.973136696396683,59419.73794114021,1.0,1.4565427152727425e-18,102040.86363143196,0.00685479984514529,0.024666463615652435,True,False
20000.0,6.431049177162463,8.175527486842315e-14,9.834880468099918,68555.05988516344,1.0,3.125e-18,84312.58922043248,0.009297023176262707,0.033361393676845916,True,False
15000.0,20.325291226587538,5.013376471489777e-13,60.30920747075887,133014.53592855952,1.0,9.876543209876543e-18,63234.44191532436,0.01181154514919017,0.04226883748740384,True,False
10000.0,102.89678683459941,1.0352237943936242e-11,1245.33888387996,542547.7846339259,1.0,5e-17,42156.29461021624,0.013132352028360472,0.04693061829911171,True,False
