target,target_outward_acceleration_m_s2,radius_m,z_rrep_over_R,mass_kg,charge_c,repulsion_radius_m,repulsive_zone_width_m,surface_electric_field_v_m,surface_field_over_schwinger,em_field_energy_mass_outside_kg,em_field_mass_fraction_of_adm,shell_surface_energy_j_m2,shell_surface_pressure_n_m,shell_nec,shell_wec,shell_dec,reconstructed_surface_repulsion_m_s2
micro_g,9.806649999999999e-06,1.0,1.381119119119119,385526.4825253068,2307505.136836241,1.3811191191191194,0.38111911911911944,2.0738821928224416e+16,0.015672220593652333,266228.99797122215,0.6905595595595597,8.532235387896589e+20,-9.520437443693504e+20,False,False,False,9.806650000000005e-06
micro_g,9.806649999999999e-06,1.0,1.3816186186186186,385021.8680341107,2306411.4575713556,1.3816186186186186,0.38161861861861857,2.072899242918714e+16,0.015664792492009413,265976.69072562404,0.6908093093093093,8.514190205992205e+20,-9.511414852741305e+20,False,False,False,9.806649999999999e-06
micro_g,9.806649999999999e-06,1.0,1.3821181181181181,384518.57279303035,2305320.1207659557,1.3821181181181177,0.3821181181181177,2.0719183983125804e+16,0.01565738029999165,265725.0431050838,0.691059059059059,8.496192200910382e+20,-9.502415850200396e+20,False,False,False,9.806649999999992e-06
micro_g,9.806649999999999e-06,1.0,1.3826176176176177,384016.59163530346,2304231.1185369026,1.3826176176176175,0.3826176176176175,2.0709396519190304e+16,0.015649983964057985,265474.0525262204,0.6913088088088087,8.478241187885992e+20,-9.493440343688201e+20,False,False,False,9.806649999999995e-06
micro_g,9.806649999999999e-06,1.0,1.383117117117117,383515.91942111304,2303144.4430375285,1.3831171171171173,0.38311711711711727,2.0699629966858296e+16,0.01564260343091505,265223.71641912527,0.6915585585585586,8.460336983117464e+20,-9.484488241303944e+20,False,False,False,9.806650000000005e-06
micro_g,9.806649999999999e-06,1.0,1.3836166166166166,383016.55103741126,2302060.0864574206,1.3836166166166164,0.3836166166166164,2.06898842559333e+16,0.015635238647515728,264974.03222727426,0.6918083083083082,8.442479403760528e+20,-9.475559451625465e+20,False,False,False,9.806649999999992e-06
micro_g,9.806649999999999e-06,1.0,1.3841161161161162,382518.48139774695,2300978.041022212,1.384116116116116,0.38411611611611596,2.068015931654278e+16,0.015627889561057703,264724.99740744213,0.692058058058058,8.424668267921976e+20,-9.46665388370619e+20,False,False,False,9.806649999999989e-06
micro_g,9.806649999999999e-06,1.0,1.3846156156156155,382021.7054420915,2299898.2989933635,1.384615615615616,0.38461561561561597,2.0670455079136224e+16,0.01562055611898201,264476.6094296145,0.692307807807808,8.406903394653503e+20,-9.457771447071963e+20,False,False,False,9.806650000000012e-06
micro_g,9.806649999999999e-06,1.0,1.385115115115115,381526.2181366679,2298820.8526679557,1.3851151151151149,0.38511511511511487,2.066077147448324e+16,0.015613238268971605,264228.8657769026,0.6925575575575574,8.389184603945599e+20,-9.448912051717999e+20,False,False,False,9.806649999999992e-06
micro_g,9.806649999999999e-06,1.0,1.3856146146146147,381032.0144737811,2297745.6943784812,1.3856146146146144,0.38561461461461444,2.0651108433671708e+16,0.015605935958949949,263981.76394545916,0.6928073073073071,8.371511716721395e+20,-9.4400756081059e+20,False,False,False,9.806649999999992e-06
micro_g,9.806649999999999e-06,1.0,1.3861141141141142,380539.0894716489,2296672.816492635,1.3861141141141142,0.3861141141141142,2.0641465888105892e+16,0.015598649137079602,263735.3014443931,0.693057057057057,8.353884554830713e+20,-9.43126202716056e+20,False,False,False,9.806649999999995e-06
micro_g,9.806649999999999e-06,1.0,1.3866136136136136,380047.438174235,2295602.2114131073,1.3866136136136136,0.38661361361361357,2.063184376950458e+16,0.015591377751760805,263489.4757956862,0.6933068068068068,8.336302941044052e+20,-9.422471220267231e+20,False,False,False,9.806649999999995e-06
micro_g,9.806649999999999e-06,1.0,1.3871131131131131,379557.05565108167,2294533.871577381,1.3871131131131134,0.38711311311311336,2.0622242009899256e+16,0.0155841217516301,263244.2845341095,0.6935565565565566,8.3187666990466e+20,-9.413703099268507e+20,False,False,False,9.806650000000005e-06
micro_g,9.806649999999999e-06,1.0,1.3876126126126125,379067.9369971471,2293467.789457529,1.3876126126126127,0.3876126126126127,2.061266054163228e+16,0.01557688108555896,262999.7252071423,0.6938063063063064,8.301275653432434e+20,-9.404957576461428e+20,False,False,False,9.806650000000005e-06
micro_g,9.806649999999999e-06,1.0,1.388112112112112,378580.0773326393,2292403.9575600065,1.388112112112112,0.38811211211211205,2.060309929735504e+16,0.015569655702652384,262755.7953748883,0.6940560560560559,8.283829629698583e+20,-9.396234564594494e+20,False,False,False,9.806649999999995e-06
micro_g,9.806649999999999e-06,1.0,1.3886116116116116,378093.4718028562,2291342.3684254605,1.3886116116116114,0.3886116116116114,2.0593558210026204e+16,0.015562445552247586,262512.49260999676,0.6943058058058057,8.266428454239262e+20,-9.387533976864834e+20,False,False,False,9.806649999999995e-06
micro_g,9.806649999999999e-06,1.0,1.3891111111111112,377608.1155780229,2290283.0146285216,1.3891111111111114,0.3891111111111114,2.058403721290989e+16,0.015555250583912602,262269.81449758017,0.6945555555555557,8.249071954340129e+20,-9.378855726915273e+20,False,False,False,9.806650000000002e-06
micro_g,9.806649999999999e-06,1.0,1.3896106106106105,377124.003853133,2289225.888777612,1.389610610610611,0.389610610610611,2.05745362395739e+16,0.01554807074744497,262027.75863513525,0.6948053053053054,8.231759958172559e+20,-9.37019972883149e+20,False,False,False,9.806650000000009e-06
micro_g,9.806649999999999e-06,1.0,1.39011011011011,376641.13184778875,2288170.983514744,1.3901101101101097,0.39011011011010965,2.0565055223887944e+16,0.015540905992870365,261786.32263246298,0.6950550550550548,8.21449229478796e+20,-9.361565897139179e+20,False,False,False,9.806649999999982e-06
micro_g,9.806649999999999e-06,1.0,1.3906096096096097,376159.49480604543,2287118.291515334,1.3906096096096097,0.39060960960960966,2.0555594100021948e+16,0.01553375627044134,261545.5041115914,0.6953048048048048,8.197268794112117e+20,-9.352954146801266e+20,False,False,False,9.806650000000002e-06
micro_g,9.806649999999999e-06,1.0,1.391109109109109,375679.08799625374,2286067.8054879997,1.3911091091091092,0.39110910910910923,2.0546152802444236e+16,0.01552662153063595,261305.30070669553,0.6955545545545544,8.180089286939726e+20,-9.344364393215067e+20,False,False,False,9.806649999999999e-06
micro_g,9.806649999999999e-06,1.0,1.3916086086086086,375199.9067109053,2285019.518174373,1.3916086086086088,0.3916086086086088,2.0536731265919844e+16,0.015519501724156465,261065.71006402135,0.6958043043043043,8.162953604928698e+20,-9.335796552209558e+20,False,False,False,9.806650000000005e-06
micro_g,9.806649999999999e-06,1.0,1.3921081081081081,374721.9462664793,2283973.4223489086,1.3921081081081086,0.3921081081081086,2.0527329425508816e+16,0.015512396801928102,260826.72984180838,0.6960540540540542,8.145861580594786e+20,-9.327250540042601e+20,False,False,False,9.806650000000002e-06
micro_g,9.806649999999999e-06,1.0,1.3926076076076077,374245.20200328954,2282929.5108186943,1.3926076076076077,0.3926076076076077,2.0517947216564476e+16,0.015505306715097695,260588.35771021343,0.6963038038038037,8.128813047306055e+20,-9.318726273398233e+20,False,False,False,9.806649999999999e-06
micro_g,9.806649999999999e-06,1.0,1.393107107107107,373769.66928533296,2281887.776423264,1.3931071071071073,0.3931071071071073,2.0508584574731764e+16,0.015498231415032463,260350.5913512352,0.6965535535535536,8.111807839277494e+20,-9.310223669383954e+20,False,False,False,9.806650000000002e-06
micro_g,9.806649999999999e-06,1.0,1.3936066066066066,373295.34350013913,2280848.2120344066,1.3936066066066064,0.3936066066066064,2.049924143594552e+16,0.015491170853318692,260113.42845863823,0.6968033033033033,8.094845791565639e+20,-9.301742645528022e+20,False,False,False,9.806649999999992e-06
micro_g,9.806649999999999e-06,1.0,1.394106106106106,372822.22005862225,2279810.8105559894,1.394106106106106,0.39410610610610597,2.0489917736428876e+16,0.015484124981760534,259876.86673787978,0.6970530530530529,8.077926740063242e+20,-9.293283119776824e+20,False,False,False,9.806649999999992e-06
micro_g,9.806649999999999e-06,1.0,1.3946056056056055,372350.2943949313,2278775.5649237633,1.3946056056056053,0.3946056056056053,2.0480613412691532e+16,0.015477093752378697,259640.90390603428,0.6973028028028027,8.061050521493963e+20,-9.284845010492184e+20,False,False,False,9.806649999999992e-06
micro_g,9.806649999999999e-06,1.0,1.395105105105105,371879.56196630496,2277742.4681051886,1.3951051051051049,0.3951051051051049,2.0471328401528172e+16,0.015470077117409251,259405.53769172114,0.6975525525525524,8.044216973407137e+20,-9.276428236448773e+20,False,False,False,9.806649999999995e-06
micro_g,9.806649999999999e-06,1.0,1.3956046046046047,371410.01825292496,2276711.5130992495,1.395604604604605,0.3956046046046049,2.0462062640016804e+16,0.015463075029302371,259170.76583503123,0.6978023023023024,8.027425934172566e+20,-9.268032716831494e+20,False,False,False,9.806650000000009e-06
micro_g,9.806649999999999e-06,1.0,1.3961041041041042,370941.65875777137,2275682.692936273,1.3961041041041042,0.39610410410410424,2.045281606551713e+16,0.015456087440721104,258936.58608745437,0.6980520520520521,8.010677242975335e+20,-9.259658371232873e+20,False,False,False,9.806649999999999e-06
micro_g,9.806649999999999e-06,1.0,1.3966036036036036,370474.47900647955,2274656.0006777532,1.3966036036036034,0.39660360360360336,2.044358861566897e+16,0.015449114304540192,258702.99621180838,0.6983018018018016,7.993970739810668e+20,-9.251305119650533e+20,False,False,False,9.806649999999989e-06
micro_g,9.806649999999999e-06,1.0,1.3971031031031031,370008.47454719676,2273631.4294161713,1.3971031031031036,0.3971031031031036,2.043438022839064e+16,0.015442155573844821,258469.99398216713,0.6985515515515517,7.977306265478811e+20,-9.242972882484616e+20,False,False,False,9.806650000000009e-06
micro_g,9.806649999999999e-06,1.0,1.3976026026026025,369543.6409504419,2272608.9722748175,1.3976026026026023,0.3976026026026023,2.0425190841877356e+16,0.015435211201929437,258237.57718378957,0.6988013013013011,7.96068366158009e+20,-9.234661580535248e+20,False,False,False,9.806649999999995e-06
micro_g,9.806649999999999e-06,1.0,1.398102102102102,369079.9738089641,2271588.62240762,1.3981021021021018,0.39810210210210184,2.041602039459969e+16,0.015428281142296567,258005.74361305067,0.6990510510510509,7.944102770509715e+20,-9.22637113500006e+20,False,False,False,9.806649999999992e-06
micro_g,9.806649999999999e-06,1.0,1.3986016016016016,368617.4687376042,2270570.3729989673,1.398601601601602,0.3986016016016021,2.0406868825301984e+16,0.015421365348655632,257774.49107737085,0.699300800800801,7.927563435452944e+20,-9.218101467471683e+20,False,False,False,9.806650000000005e-06
micro_g,9.806649999999999e-06,1.0,1.3991011011011012,368156.1213731563,2269554.2172635356,1.399101101101101,0.399101101101101,2.0397736073000788e+16,0.015414463774921746,257543.8173951468,0.6995505505505505,7.911065500380107e+20,-9.209852499935253e+20,False,False,False,9.806649999999989e-06
micro_g,9.806649999999999e-06,1.0,1.3996006006006005,367695.9273742307,2268540.1484461213,1.3996006006006005,0.39960060060060054,2.038862207698336e+16,0.01540757637521461,257313.72039568404,0.6998003003003003,7.894608810041623e+20,-9.201624154766018e+20,False,False,False,9.806649999999999e-06
micro_g,9.806649999999999e-06,1.0,1.4001001001001,367236.8824211164,2267528.159821462,1.4001001001000999,0.4001001001000999,2.0379526776806056e+16,0.015400703103857273,257084.19791912683,0.7000500500500499,7.878193209963233e+20,-9.193416354726819e+20,False,False,False,9.806649999999992e-06
micro_g,9.806649999999999e-06,1.0,1.4005995995995997,366778.9822156482,2266518.2446940765,1.4005995995995995,0.40059959959959945,2.0370450112292892e+16,0.015393843915375053,256855.24781639277,0.7002997997997997,7.861818546441096e+20,-9.185229022965752e+20,False,False,False,9.806649999999992e-06
micro_g,9.806649999999999e-06,1.0,1.401099099099099,366322.2224810712,2265510.3963980908,1.401099099099099,0.401099099099099,2.0361392023533976e+16,0.015386998764494356,256626.8679491043,0.7005495495495495,7.84548466653704e+20,-9.177062083013724e+20,False,False,False,9.806649999999995e-06
micro_g,9.806649999999999e-06,1.0,1.4015985985985986,365866.59896190703,2264504.6082970714,1.4015985985985986,0.4015985985985986,2.0352352450884028e+16,0.01538016760614155,256399.0561895222,0.7007992992992993,7.829191418073746e+20,-9.168915458782079e+20,False,False,False,9.806649999999999e-06
micro_g,9.806649999999999e-06,1.0,1.4020980980980982,365412.10742382356,2263500.873783863,1.402098098098098,0.40209809809809793,2.034333133496089e+16,0.015373350395441847,256171.8104204804,0.7010490490490489,7.8129386496301e+20,-9.160789074560253e+20,False,False,False,9.806649999999989e-06
micro_g,9.806649999999999e-06,1.0,1.4025975975975977,364958.7436535019,2262499.1862804205,1.402597597597598,0.40259759759759794,2.0334328616644036e+16,0.01536654708771817,255945.1285353197,0.701298798798799,7.796726210536394e+20,-9.152682855013409e+20,False,False,False,9.806650000000012e-06
micro_g,9.806649999999999e-06,1.0,1.403097097097097,364506.5034585076,2261499.5392376455,1.403097097097097,0.40309709709709707,2.0325344237073116e+16,0.015359757638490058,255719.0084378225,0.7015485485485485,7.780553950869809e+20,-9.144596725180109e+20,False,False,False,9.806649999999999e-06
micro_g,9.806649999999999e-06,1.0,1.4035965965965966,364055.38266715995,2260501.926135225,1.403596596596597,0.4035965965965971,2.0316378137646476e+16,0.015352982003472541,255493.4480421487,0.7017982982982984,7.764421721449634e+20,-9.136530610470023e+20,False,False,False,9.806650000000002e-06
micro_g,9.806649999999999e-06,1.0,1.404096096096096,363605.37712840555,2259506.340481471,1.404096096096096,0.404096096096096,2.0307430260019724e+16,0.015346220138575065,255268.44527277147,0.702048048048048,7.748329373832826e+20,-9.12848443666162e+20,False,False,False,9.806649999999999e-06
micro_g,9.806649999999999e-06,1.0,1.4045955955955955,363156.48271168896,2258512.775813156,1.4045955955955955,0.40459559559559555,2.0298500546104284e+16,0.015339471999900394,255043.99806441314,0.7022977977977977,7.732276760309355e+20,-9.12045812989988e+20,False,False,False,9.806649999999992e-06
micro_g,9.806649999999999e-06,1.0,1.4050950950950951,362708.6953068281,2257521.2256953586,1.4050950950950944,0.40509509509509445,2.0289588938065956e+16,0.01533273754374352,254820.10436198267,0.7025475475475473,7.716263733897741e+20,-9.11245161669407e+20,False,False,False,9.806649999999989e-06
micro_g,9.806649999999999e-06,1.0,1.4055945945945947,362262.01082388766,2256531.683721304,1.4055945945945945,0.40559459459459446,2.0280695378323524e+16,0.015326016726590615,254596.7621205125,0.7027972972972972,7.700290148340533e+20,-9.104464823915469e+20,False,False,False,9.806649999999992e-06
micro_g,9.806649999999999e-06,1.0,1.406094094094094,361816.4251930554,2255544.1435122048,1.4060940940940938,0.4060940940940938,2.0271819809547304e+16,0.015319309505117937,254373.9693050963,0.7030470470470468,7.684355858099902e+20,-9.096497678795149e+20,False,False,False,9.806649999999985e-06
micro_g,9.806649999999999e-06,1.0,1.4065935935935936,361371.93436451734,2254558.598717107,1.4065935935935934,0.40659359359359337,2.0262962174657772e+16,0.015312615836190781,254151.72389082733,0.7032967967967968,7.668460718353132e+20,-9.088550108921773e+20,False,False,False,9.806649999999999e-06
micro_g,9.806649999999999e-06,1.0,1.4070930930930932,360928.5343083367,2253575.0430127354,1.407093093093093,0.40709309309309294,2.0254122416824156e+16,0.015305935676862427,253930.023862737,0.7035465465465465,7.652604584988373e+20,-9.080622042239391e+20,False,False,False,9.806649999999992e-06
