acceleration,active_mass_integral,coefficient,depth,max_conservation_residual,max_dec_violation,max_energy_density,name,nr,nz,occupied_fraction,radial_laue,radius,solver,status,trace_integral,vertical_laue
0.999999994355651,326.856547069959,326.856547069958,1.0,1.0849304545813246e-11,1.337089194919372e-08,31.58855429489833,A_COARSE_COMPACT,6,4,0.20833333333333334,1.0089706847793423e-12,5.0,CLARABEL,optimal,9.566633907783276e-13,-5.230729400101464e-14
0.9999999958686572,80.63541663581788,80.63541663581789,1.0,3.224400914269984e-14,1.522766446271362e-08,12.353607256570946,B_MEDIUM_COMPACT,8,6,0.20833333333333334,-7.105427357601002e-15,5.0,CLARABEL,optimal,-7.158156356325109e-15,-5.272899872410717e-17
0.999999999863598,51.238386636844325,51.23838663684434,1.0,5.029458823547084e-13,7.345422048388173e-10,11.504296965537389,C_FINE_COMPACT,10,8,0.15,2.3314683517128287e-15,5.0,CLARABEL,optimal,3.3649717623421205e-15,1.0335034106292918e-15
0.999999997932207,76.19404845645971,76.19404845645971,2.0,2.041770763157196e-13,7.114417055475997e-09,2.5174309213510218,D_MEDIUM_EXPANDED,8,6,0.20833333333333334,2.1316282072803006e-14,7.0,CLARABEL,optimal,1.9440931546562524e-14,-1.8753505262404813e-15
0.9999999962810169,53.00208329887144,53.00208329887145,2.0,1.7406831942681219e-13,1.2511079727772767e-08,2.670283753508227,E_FINE_EXPANDED,10,8,0.15,-1.1102230246251565e-14,7.0,CLARABEL,optimal,-1.0612584687284178e-14,4.896455589673878e-16
