E_over_Qm,V_classical_eV,V_cutoff_eV,V_payload_reaction_eV,V_required_eV,V_self_eV,V_source_reaction_eV,activation_charge,activation_energy_GJ,activation_energy_J,activation_energy_fraction,candidate_pass,cutoff_GeV,cutoff_eV,f_leak_10m,m_A_eV,metric_gradient_relerr_max,metric_operator_scale_eV,mu_mA_over_mX,omega_activation,payload_f_min,payload_f_volume_mean,payload_reaction_ratio,self_coupling_est,source_f_min,source_reaction_ratio
0.2540468430432572,9.89024466704263e-07,14.58108242865562,5.0915796612194684e-51,14.58108242865562,2.2202432276240635e-06,1.0491152739223703e-88,2.1735291015773828e+20,6.211410181028383e-15,6.211410181028383e-06,5.110018003938622e-17,True,0.001,1000000.0,0.0,7.021025558855714e-07,0.0,1000000.0,0.11741620075094333,0.2,1.0,1.0,1.2193420633134589e-104,2.3185772906723213e-15,1.0,5.17686559418356e-180
0.2540468430432572,1.0194096784306418e-06,14.58108242865562,3.473879075243628e-49,14.58108242865562,2.2884544426410408e-06,1.6347485563456674e-88,2.045888801258531e+20,6.0262687040899995e-15,6.026268704089999e-06,4.9577053643192736e-17,True,0.001,1000000.0,0.0,7.236728360276843e-07,0.0,1000000.0,0.12102350900269279,0.2,1.0,1.0,5.676097714055255e-101,2.4632302657078338e-15,1.0,1.2569627130846947e-179
0.2540468430432572,1.0507283969839379e-06,14.58108242865562,2.7794767355611445e-47,14.58108242865562,2.358761270335135e-06,2.621390670981898e-88,1.9257441660557633e+20,5.846645678756635e-15,5.846645678756635e-06,4.809932657860618e-17,True,0.001,1000000.0,0.0,7.459058070851185e-07,0.0,1000000.0,0.12474164244500298,0.2,1.0,1.0,3.6336789786360797e-97,2.616907948813594e-15,1.0,3.232093894816185e-179
0.2540468430432572,1.0830093019403792e-06,14.58108242865562,2.6043031015772723e-45,14.58108242865562,2.431228092970925e-06,4.3330494376165034e-88,1.812655013711657e+20,5.672376618341564e-15,5.672376618341564e-06,4.6665645642559794e-17,True,0.001,1000000.0,0.0,7.688218285175729e-07,0.0,1000000.0,0.1285740058944312,0.2,1.0,1.0,3.1900943370321676e-93,2.780173379607233e-15,1.0,8.830956755201222e-179
0.2540468430432572,1.1162819539817932e-06,14.58108242865562,2.8503820759126584e-43,14.58108242865562,2.5059212707910965e-06,7.396120578008565e-88,1.706207011632127e+20,5.503301938959074e-15,5.503301938959074e-06,4.5274697966469223e-17,True,0.001,1000000.0,0.0,7.92441885276344e-07,0.0,1000000.0,0.1325241087716931,0.2,1.0,1.0,3.821436316678642e-89,2.9536247250045245e-15,1.0,2.572932752455996e-178
0.2540468430432572,1.1505768219652916e-06,14.58108242865562,3.630375344707258e-41,14.58108242865562,2.5829092027846854e-06,1.3060838135260827e-87,1.606010158867282e+20,5.3392668133882714e-15,5.339266813388271e-06,4.392520981399568e-17,True,0.001,1000000.0,0.0,8.167876070209329e-07,0.0,1000000.0,0.13659556831535435,0.2,1.0,1.0,6.199027000892855e-85,3.1378974707651198e-15,1.0,8.023476117791441e-178
0.2540468430432572,1.1859253108246002e-06,14.58108242865562,5.3528034038289763e-39,14.58108242865562,2.6622623893222763e-06,2.3908138166708585e-87,1.511697357237813e+20,5.180121029292729e-15,5.180121029292728e-06,4.261594541464392e-17,True,0.001,1000000.0,0.0,8.418812879260327e-07,0.0,1000000.0,0.14079211289425417,0.2,1.0,1.0,1.3476684332205382e-80,3.3336667497659345e-15,1.0,2.6885120280402275e-177
0.2540468430432572,1.2223597903285859e-06,14.58108242865562,9.07539381182317e-37,14.58108242865562,2.7440534967154976e-06,4.545936479236514e-87,1.4229230663718581e+20,5.025718851666125e-15,5.025718851666125e-06,4.13457058321267e-17,True,0.001,1000000.0,0.0,8.677459070970343e-07,0.0,1000000.0,0.145117585421695,0.2,1.0,1.0,3.8739269679076536e-76,3.5416498155324313e-15,1.0,9.720020834376482e-177
0.2540468430432572,1.259913624723314e-06,14.58108242865562,1.7544596631681461e-34,14.58108242865562,2.828357423759946e-06,8.997982182768144e-87,1.3393620377247064e+20,4.875918889377933e-15,4.875918889377933e-06,4.0113327866459564e-17,True,0.001,1000000.0,0.0,8.944051496127467e-07,0.0,1000000.0,0.14957594687452402,0.2,1.0,1.0,1.4477955765704089e-71,3.762608670090256e-15,1.0,3.8081208971125624e-176
0.2540468430432572,1.2986212032847793e-06,14.58108242865562,3.8278820331317485e-32,14.58108242865562,2.9152513703224606e-06,1.858232220724701e-86,1.2607081229430817e+20,4.730583965696926e-15,4.730583965696926e-06,3.8917682988780544e-17,True,0.001,1000000.0,0.0,9.218834282145973e-07,0.0,1000000.0,0.1541712799203292,0.2,1.0,1.0,6.89187767446044e-67,3.9973528557650575e-15,1.0,1.6241287053990802e-175
0.2540468430432572,1.3385179718102963e-06,14.58108242865562,9.311052004452877e-30,14.58108242865562,3.004814908035579e-06,4.013526614069704e-86,1.186673152208119e+20,4.5895809926739534e-15,4.589580992673953e-06,3.775767630791927e-17,True,0.001,1000000.0,0.0,9.502059056621815e-07,0.0,1000000.0,0.15890779265607205,0.2,1.0,1.0,4.077725381302088e-62,4.246742421159036e-15,1.0,7.576572165422845e-175
0.2540468430432572,1.3796404650773716e-06,14.58108242865562,2.4890860149428268e-27,14.58108242865562,3.0971300531638755e-06,9.088927786626636e-86,1.1169858784475614e+20,4.452780849268949e-15,4.4527808492689485e-06,3.663224556776934e-17,True,0.001,1000000.0,0.0,9.79398517775623e-07,0.0,1000000.0,0.1637898224615794,0.2,1.0,1.0,2.914072008481479e-57,4.511691072170811e-15,1.0,3.885489821212649e-174
0.2540468430432572,1.4220263402997998e-06,14.58108242865562,7.192762581526858e-25,14.58108242865562,3.1922813417089495e-06,2.1637188966322685e-85,1.0513909835489862e+20,4.320058263110564e-15,4.320058263110564e-06,3.554036017454556e-17,True,0.001,1000000.0,0.0,1.0094879971858551e-06,0.0,1000000.0,0.16882183997142453,0.2,1.0,1.0,2.4333911293027067e-52,4.7931695196032975e-15,1.0,2.202024495291273e-173
0.2540468430432572,1.4657144116116057e-06,14.58108242865562,2.204834060219078e-22,14.58108242865562,3.2903559068218043e-06,5.429823120421371e-85,9.896481429330806e+19,4.19129169578016e-15,4.19129169578016e-06,3.4481020253035495e-17,True,0.001,1000000.0,0.0,1.0405018978145662e-06,0.0,1000000.0,0.17400845316883332,0.2,1.0,1.0,2.2865056997630514e-47,5.092209035624392e-15,1.0,1.3867297562445748e-172
0.2540468430432572,1.5107446856104194e-06,14.58108242865562,7.018682439494266e-20,14.58108242865562,3.3914435585935347e-06,1.4405124734711276e-84,9.315311450597604e+19,4.066363231515085e-15,4.066363231515085e-06,3.3453255730980954e-17,True,0.001,1000000.0,0.0,1.0724686201062285e-06,0.0,1000000.0,0.17935441160536578,0.2,1.0,1.0,2.317029996257819e-42,5.409905232110554e-15,1.0,9.760105592767099e-172
0.2540468430432572,1.5571583979928252e-06,14.58108242865562,2.2659977383056103e-17,14.58108242865562,3.4956368662973587e-06,4.052290667298703e-84,8.768270626412172e+19,3.945158469229366e-15,3.945158469229366e-06,3.2456125450751124e-17,True,0.001,1000000.0,0.0,1.1054174370353137e-06,0.0,1000000.0,0.18486461075023553,0.2,1.0,1.0,2.4151238901363456e-37,5.747422074716242e-15,1.0,7.72363334007702e-171
0.2540468430432572,1.604998051315243e-06,14.58108242865562,7.22876811630185e-15,14.58108242865562,3.6030312431573415e-06,1.2125476787598258e-83,8.253354725254003e+19,3.827566417752873e-15,3.8275664177528726e-06,3.148871630749362e-17,True,0.001,1000000.0,0.0,1.1393785209125165e-06,0.0,1000000.0,0.19054409647325168,0.2,1.0,1.0,2.4578142465438285e-32,6.105996147375864e-15,1.0,6.915412951294823e-170
0.2540468430432572,1.6543074539149066e-06,14.58108242865562,2.2147455972176967e-12,14.58108242865562,3.7137250337214004e-06,3.871965254103111e-83,7.768677213917764e+19,3.713479394193081e-15,3.713479394193081e-06,3.0550142412974576e-17,True,0.001,1000000.0,0.0,1.1743829710145246e-06,0.0,1000000.0,0.19639806966548662,0.2,1.0,1.0,2.3071092680894016e-27,6.48694118286233e-15,1.0,7.051530239566454e-169
