charge_dynamic_range,efficiency_gain_at_alpha_5_over_6,enough_for_10mj_gap,enough_for_1mj_gap,required_delta_for_10mj,required_delta_for_1mj,cpn_delta
1000.0,3.1622776601683786,False,False,0.908747285065383,1.2420806183987165,0.16666666666666663
1000000.0,9.999999999999995,False,False,0.4543736425326915,0.6210403091993583,0.16666666666666663
1000000000.0,31.622776601683768,False,False,0.302915761688461,0.4140268727995722,0.16666666666666663
1000000000000.0,99.9999999999999,False,False,0.22718682126634576,0.31052015459967913,0.16666666666666663
1000000000000000.0,316.2277660168375,False,False,0.18174945701307663,0.24841612367974328,0.16666666666666663
1e+18,999.9999999999985,True,False,0.1514578808442305,0.2070134363997861,0.16666666666666663
