source,C_source,scenario,accel_m_s2,h_m,area_model,R_over_h,ell_over_R,B_dimensionless,x_opt_ln_Gamma,Gamma_opt,energy_reduction_factor,E_baseline_J,E_min_J
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,OPTIMISTIC_DISK,1.0,2.0,4.295977627761603e+16,1.1638794317011432e-17,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,OPTIMISTIC_DISK,1.0,5.0,1.7183910511046414e+16,2.909698579252858e-17,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,OPTIMISTIC_DISK,1.0,10.0,8591955255523207.0,5.819397158505715e-17,1.0,1.0000000000000002,1.3205545860329042e+24,1.320554586032904e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,OPTIMISTIC_DISK,2.0,0.25,6.873564204418565e+17,7.274246448132145e-19,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,OPTIMISTIC_DISK,2.0,0.5,3.4367821022092826e+17,1.454849289626429e-18,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,OPTIMISTIC_DISK,2.0,1.0,1.7183910511046413e+17,2.909698579252858e-18,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,OPTIMISTIC_DISK,2.0,2.0,8.591955255523206e+16,5.819397158505716e-18,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,OPTIMISTIC_DISK,2.0,5.0,3.4367821022092828e+16,1.454849289626429e-17,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,OPTIMISTIC_DISK,2.0,10.0,1.7183910511046414e+16,2.909698579252858e-17,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,SPHERICAL_PRIMARY,0.25,0.25,3.4367821022092826e+17,1.454849289626429e-18,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,SPHERICAL_PRIMARY,0.25,0.5,1.7183910511046413e+17,2.909698579252858e-18,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,SPHERICAL_PRIMARY,0.25,1.0,8.591955255523206e+16,5.819397158505716e-18,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,SPHERICAL_PRIMARY,0.25,2.0,4.295977627761603e+16,1.1638794317011432e-17,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,SPHERICAL_PRIMARY,0.25,5.0,1.7183910511046414e+16,2.909698579252858e-17,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,SPHERICAL_PRIMARY,0.25,10.0,8591955255523207.0,5.819397158505715e-17,1.0,1.0000000000000002,1.3205545860329042e+24,1.320554586032904e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,SPHERICAL_PRIMARY,0.5,0.25,6.873564204418565e+17,7.274246448132145e-19,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,SPHERICAL_PRIMARY,0.5,0.5,3.4367821022092826e+17,1.454849289626429e-18,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,SPHERICAL_PRIMARY,0.5,1.0,1.7183910511046413e+17,2.909698579252858e-18,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,SPHERICAL_PRIMARY,0.5,2.0,8.591955255523206e+16,5.819397158505716e-18,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,SPHERICAL_PRIMARY,0.5,5.0,3.4367821022092828e+16,1.454849289626429e-17,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,SPHERICAL_PRIMARY,0.5,10.0,1.7183910511046414e+16,2.909698579252858e-17,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,SPHERICAL_PRIMARY,1.0,0.25,1.374712840883713e+18,3.6371232240660726e-19,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,SPHERICAL_PRIMARY,1.0,0.5,6.873564204418565e+17,7.274246448132145e-19,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,SPHERICAL_PRIMARY,1.0,1.0,3.4367821022092826e+17,1.454849289626429e-18,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,SPHERICAL_PRIMARY,1.0,2.0,1.7183910511046413e+17,2.909698579252858e-18,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,SPHERICAL_PRIMARY,1.0,5.0,6.8735642044185656e+16,7.274246448132145e-18,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,SPHERICAL_PRIMARY,1.0,10.0,3.4367821022092828e+16,1.454849289626429e-17,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,SPHERICAL_PRIMARY,2.0,0.25,2.749425681767426e+18,1.8185616120330363e-19,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,SPHERICAL_PRIMARY,2.0,0.5,1.374712840883713e+18,3.6371232240660726e-19,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,SPHERICAL_PRIMARY,2.0,1.0,6.873564204418565e+17,7.274246448132145e-19,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,SPHERICAL_PRIMARY,2.0,2.0,3.4367821022092826e+17,1.454849289626429e-18,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,SPHERICAL_PRIMARY,2.0,5.0,1.3747128408837131e+17,3.6371232240660725e-18,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
IDEAL_C1_CONTROL,1.0,ONE_G_ONE_CM,9.80665,0.01,SPHERICAL_PRIMARY,2.0,10.0,6.8735642044185656e+16,7.274246448132145e-18,1.0,1.0,1.3205545860329042e+24,1.3205545860329042e+24
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,OPTIMISTIC_DISK,0.25,0.25,859195525552320.8,1.7928159072555432e-15,1.0000000000000018,1.0000000000000009,4.06831017673139e+28,4.068310176731387e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,OPTIMISTIC_DISK,0.25,0.5,429597762776160.4,3.58563181451108e-15,1.0000000000000036,1.0000000000000018,4.06831017673139e+28,4.068310176731382e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,OPTIMISTIC_DISK,0.25,1.0,214798881388080.2,7.171263629022133e-15,1.000000000000007,1.0000000000000036,4.06831017673139e+28,4.068310176731375e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,OPTIMISTIC_DISK,0.25,2.0,107399440694040.1,1.4342527258044166e-14,1.0000000000000144,1.000000000000007,4.06831017673139e+28,4.068310176731361e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,OPTIMISTIC_DISK,0.25,5.0,42959776277616.04,3.585631814510964e-14,1.0000000000000357,1.000000000000018,4.06831017673139e+28,4.068310176731316e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,OPTIMISTIC_DISK,0.25,10.0,21479888138808.02,7.171263629021672e-14,1.0000000000000717,1.000000000000036,4.06831017673139e+28,4.068310176731244e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,OPTIMISTIC_DISK,0.5,0.25,1718391051104641.5,8.964079536277724e-16,1.0000000000000009,1.0000000000000004,4.06831017673139e+28,4.0683101767313885e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,OPTIMISTIC_DISK,0.5,0.5,859195525552320.8,1.7928159072555432e-15,1.0000000000000018,1.0000000000000009,4.06831017673139e+28,4.068310176731387e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,OPTIMISTIC_DISK,0.5,1.0,429597762776160.4,3.58563181451108e-15,1.0000000000000036,1.0000000000000018,4.06831017673139e+28,4.068310176731382e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,OPTIMISTIC_DISK,0.5,2.0,214798881388080.2,7.171263629022133e-15,1.000000000000007,1.0000000000000036,4.06831017673139e+28,4.068310176731375e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,OPTIMISTIC_DISK,0.5,5.0,85919552555232.08,1.7928159072555143e-14,1.000000000000018,1.0000000000000089,4.06831017673139e+28,4.068310176731353e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,OPTIMISTIC_DISK,0.5,10.0,42959776277616.04,3.585631814510964e-14,1.0000000000000357,1.000000000000018,4.06831017673139e+28,4.068310176731316e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,OPTIMISTIC_DISK,1.0,0.25,3436782102209283.0,4.482039768138864e-16,1.0000000000000004,1.0000000000000002,4.06831017673139e+28,4.068310176731389e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,OPTIMISTIC_DISK,1.0,0.5,1718391051104641.5,8.964079536277724e-16,1.0000000000000009,1.0000000000000004,4.06831017673139e+28,4.0683101767313885e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,OPTIMISTIC_DISK,1.0,1.0,859195525552320.8,1.7928159072555432e-15,1.0000000000000018,1.0000000000000009,4.06831017673139e+28,4.068310176731387e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,OPTIMISTIC_DISK,1.0,2.0,429597762776160.4,3.58563181451108e-15,1.0000000000000036,1.0000000000000018,4.06831017673139e+28,4.068310176731382e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,OPTIMISTIC_DISK,1.0,5.0,171839105110464.16,8.964079536277652e-15,1.0000000000000089,1.0000000000000044,4.06831017673139e+28,4.068310176731372e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,OPTIMISTIC_DISK,1.0,10.0,85919552555232.08,1.7928159072555143e-14,1.000000000000018,1.0000000000000089,4.06831017673139e+28,4.068310176731353e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,OPTIMISTIC_DISK,2.0,0.25,6873564204418566.0,2.2410198840694325e-16,1.0000000000000002,1.0000000000000002,4.06831017673139e+28,4.068310176731389e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,OPTIMISTIC_DISK,2.0,0.5,3436782102209283.0,4.482039768138864e-16,1.0000000000000004,1.0000000000000002,4.06831017673139e+28,4.068310176731389e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,OPTIMISTIC_DISK,2.0,1.0,1718391051104641.5,8.964079536277724e-16,1.0000000000000009,1.0000000000000004,4.06831017673139e+28,4.0683101767313885e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,OPTIMISTIC_DISK,2.0,2.0,859195525552320.8,1.7928159072555432e-15,1.0000000000000018,1.0000000000000009,4.06831017673139e+28,4.068310176731387e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,OPTIMISTIC_DISK,2.0,5.0,343678210220928.3,4.4820397681388466e-15,1.0000000000000044,1.0000000000000022,4.06831017673139e+28,4.0683101767313815e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,OPTIMISTIC_DISK,2.0,10.0,171839105110464.16,8.964079536277652e-15,1.0000000000000089,1.0000000000000044,4.06831017673139e+28,4.068310176731372e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,SPHERICAL_PRIMARY,0.25,0.25,3436782102209283.0,4.482039768138864e-16,1.0000000000000004,1.0000000000000002,4.06831017673139e+28,4.068310176731389e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,SPHERICAL_PRIMARY,0.25,0.5,1718391051104641.5,8.964079536277724e-16,1.0000000000000009,1.0000000000000004,4.06831017673139e+28,4.0683101767313885e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,SPHERICAL_PRIMARY,0.25,1.0,859195525552320.8,1.7928159072555432e-15,1.0000000000000018,1.0000000000000009,4.06831017673139e+28,4.068310176731387e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,SPHERICAL_PRIMARY,0.25,2.0,429597762776160.4,3.58563181451108e-15,1.0000000000000036,1.0000000000000018,4.06831017673139e+28,4.068310176731382e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,SPHERICAL_PRIMARY,0.25,5.0,171839105110464.16,8.964079536277652e-15,1.0000000000000089,1.0000000000000044,4.06831017673139e+28,4.068310176731372e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,SPHERICAL_PRIMARY,0.25,10.0,85919552555232.08,1.7928159072555143e-14,1.000000000000018,1.0000000000000089,4.06831017673139e+28,4.068310176731353e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,SPHERICAL_PRIMARY,0.5,0.25,6873564204418566.0,2.2410198840694325e-16,1.0000000000000002,1.0000000000000002,4.06831017673139e+28,4.068310176731389e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,SPHERICAL_PRIMARY,0.5,0.5,3436782102209283.0,4.482039768138864e-16,1.0000000000000004,1.0000000000000002,4.06831017673139e+28,4.068310176731389e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,SPHERICAL_PRIMARY,0.5,1.0,1718391051104641.5,8.964079536277724e-16,1.0000000000000009,1.0000000000000004,4.06831017673139e+28,4.0683101767313885e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,SPHERICAL_PRIMARY,0.5,2.0,859195525552320.8,1.7928159072555432e-15,1.0000000000000018,1.0000000000000009,4.06831017673139e+28,4.068310176731387e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,SPHERICAL_PRIMARY,0.5,5.0,343678210220928.3,4.4820397681388466e-15,1.0000000000000044,1.0000000000000022,4.06831017673139e+28,4.0683101767313815e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,SPHERICAL_PRIMARY,0.5,10.0,171839105110464.16,8.964079536277652e-15,1.0000000000000089,1.0000000000000044,4.06831017673139e+28,4.068310176731372e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,SPHERICAL_PRIMARY,1.0,0.25,1.3747128408837132e+16,1.1205099420347162e-16,1.0000000000000002,1.0000000000000002,4.06831017673139e+28,4.068310176731389e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,SPHERICAL_PRIMARY,1.0,0.5,6873564204418566.0,2.2410198840694325e-16,1.0000000000000002,1.0000000000000002,4.06831017673139e+28,4.068310176731389e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,SPHERICAL_PRIMARY,1.0,1.0,3436782102209283.0,4.482039768138864e-16,1.0000000000000004,1.0000000000000002,4.06831017673139e+28,4.068310176731389e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,SPHERICAL_PRIMARY,1.0,2.0,1718391051104641.5,8.964079536277724e-16,1.0000000000000009,1.0000000000000004,4.06831017673139e+28,4.0683101767313885e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,SPHERICAL_PRIMARY,1.0,5.0,687356420441856.6,2.241019884069428e-15,1.0000000000000022,1.000000000000001,4.06831017673139e+28,4.068310176731386e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,SPHERICAL_PRIMARY,1.0,10.0,343678210220928.3,4.4820397681388466e-15,1.0000000000000044,1.0000000000000022,4.06831017673139e+28,4.0683101767313815e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,SPHERICAL_PRIMARY,2.0,0.25,2.7494256817674264e+16,5.602549710173581e-17,1.0,1.0000000000000002,4.06831017673139e+28,4.068310176731389e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,SPHERICAL_PRIMARY,2.0,0.5,1.3747128408837132e+16,1.1205099420347162e-16,1.0000000000000002,1.0000000000000002,4.06831017673139e+28,4.068310176731389e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,SPHERICAL_PRIMARY,2.0,1.0,6873564204418566.0,2.2410198840694325e-16,1.0000000000000002,1.0000000000000002,4.06831017673139e+28,4.068310176731389e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,SPHERICAL_PRIMARY,2.0,2.0,3436782102209283.0,4.482039768138864e-16,1.0000000000000004,1.0000000000000002,4.06831017673139e+28,4.068310176731389e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,SPHERICAL_PRIMARY,2.0,5.0,1374712840883713.2,1.1205099420347154e-15,1.000000000000001,1.0000000000000007,4.06831017673139e+28,4.068310176731388e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,ONE_G_ONE_M,9.80665,1.0,SPHERICAL_PRIMARY,2.0,10.0,687356420441856.6,2.241019884069428e-15,1.0000000000000022,1.000000000000001,4.06831017673139e+28,4.068310176731386e+28
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,OPTIMISTIC_DISK,0.25,0.25,8.591955255523206e+17,1.7928159072555467e-18,1.0,1.0,4.0683101767313914e+23,4.0683101767313914e+23
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,OPTIMISTIC_DISK,0.25,0.5,4.295977627761603e+17,3.5856318145110934e-18,1.0,1.0,4.0683101767313914e+23,4.0683101767313914e+23
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,OPTIMISTIC_DISK,0.25,1.0,2.1479888138808016e+17,7.171263629022187e-18,1.0,1.0,4.0683101767313914e+23,4.0683101767313914e+23
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,OPTIMISTIC_DISK,0.25,2.0,1.0739944069404008e+17,1.4342527258044374e-17,1.0,1.0,4.0683101767313914e+23,4.0683101767313914e+23
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,OPTIMISTIC_DISK,0.25,5.0,4.295977627761603e+16,3.585631814511093e-17,1.0,1.0,4.0683101767313914e+23,4.0683101767313914e+23
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,OPTIMISTIC_DISK,0.25,10.0,2.1479888138808016e+16,7.171263629022185e-17,1.0,1.0000000000000002,4.0683101767313914e+23,4.068310176731391e+23
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,OPTIMISTIC_DISK,0.5,0.25,1.7183910511046413e+18,8.964079536277733e-19,1.0,1.0,4.0683101767313914e+23,4.0683101767313914e+23
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,OPTIMISTIC_DISK,0.5,0.5,8.591955255523206e+17,1.7928159072555467e-18,1.0,1.0,4.0683101767313914e+23,4.0683101767313914e+23
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,OPTIMISTIC_DISK,0.5,1.0,4.295977627761603e+17,3.5856318145110934e-18,1.0,1.0,4.0683101767313914e+23,4.0683101767313914e+23
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,OPTIMISTIC_DISK,0.5,2.0,2.1479888138808016e+17,7.171263629022187e-18,1.0,1.0,4.0683101767313914e+23,4.0683101767313914e+23
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,OPTIMISTIC_DISK,0.5,5.0,8.591955255523206e+16,1.7928159072555466e-17,1.0,1.0,4.0683101767313914e+23,4.0683101767313914e+23
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,OPTIMISTIC_DISK,0.5,10.0,4.295977627761603e+16,3.585631814511093e-17,1.0,1.0,4.0683101767313914e+23,4.0683101767313914e+23
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,OPTIMISTIC_DISK,1.0,0.25,3.4367821022092826e+18,4.482039768138867e-19,1.0,1.0,4.0683101767313914e+23,4.0683101767313914e+23
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,OPTIMISTIC_DISK,1.0,0.5,1.7183910511046413e+18,8.964079536277733e-19,1.0,1.0,4.0683101767313914e+23,4.0683101767313914e+23
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,OPTIMISTIC_DISK,1.0,1.0,8.591955255523206e+17,1.7928159072555467e-18,1.0,1.0,4.0683101767313914e+23,4.0683101767313914e+23
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,OPTIMISTIC_DISK,1.0,2.0,4.295977627761603e+17,3.5856318145110934e-18,1.0,1.0,4.0683101767313914e+23,4.0683101767313914e+23
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,OPTIMISTIC_DISK,1.0,5.0,1.7183910511046413e+17,8.964079536277733e-18,1.0,1.0,4.0683101767313914e+23,4.0683101767313914e+23
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,OPTIMISTIC_DISK,1.0,10.0,8.591955255523206e+16,1.7928159072555466e-17,1.0,1.0,4.0683101767313914e+23,4.0683101767313914e+23
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,OPTIMISTIC_DISK,2.0,0.25,6.873564204418565e+18,2.2410198840694334e-19,1.0,1.0,4.0683101767313914e+23,4.0683101767313914e+23
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,OPTIMISTIC_DISK,2.0,0.5,3.4367821022092826e+18,4.482039768138867e-19,1.0,1.0,4.0683101767313914e+23,4.0683101767313914e+23
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,OPTIMISTIC_DISK,2.0,1.0,1.7183910511046413e+18,8.964079536277733e-19,1.0,1.0,4.0683101767313914e+23,4.0683101767313914e+23
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,OPTIMISTIC_DISK,2.0,2.0,8.591955255523206e+17,1.7928159072555467e-18,1.0,1.0,4.0683101767313914e+23,4.0683101767313914e+23
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,OPTIMISTIC_DISK,2.0,5.0,3.4367821022092826e+17,4.4820397681388666e-18,1.0,1.0,4.0683101767313914e+23,4.0683101767313914e+23
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,OPTIMISTIC_DISK,2.0,10.0,1.7183910511046413e+17,8.964079536277733e-18,1.0,1.0,4.0683101767313914e+23,4.0683101767313914e+23
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,SPHERICAL_PRIMARY,0.25,0.25,3.4367821022092826e+18,4.482039768138867e-19,1.0,1.0,4.0683101767313914e+23,4.0683101767313914e+23
027B_CORRECTED_GENUINE_SOURCE,3.08075881130598,POINT_ONE_G_ONE_CM,0.980665,0.01,SPHERICAL_PRIMARY,0.25,0.5,1.7183910511046413e+18,8.964079536277733e-19,1.0,1.0,4.0683101767313914e+23,4.0683101767313914e+23
