radius_m,radius_mpc,radial_eigenvalue_s-2,transverse_eigenvalue_s-2,tidal_trace_s-2
4.571038597202743656e+21,1.481372721706547546e-01,2.782406107113781973e-33,-1.386300746237070440e-33,9.804614639641094294e-36
4.575251461706938843e+21,1.482738018109990563e-01,2.774736132654956935e-33,-1.382465759007657920e-33,9.804614639641094294e-36
4.579468208967086768e+21,1.484104572828941482e-01,2.767087326094334528e-33,-1.378641355727346717e-33,9.804614639641094294e-36
4.583688842561705214e+21,1.485472387023118734e-01,2.759459629011907673e-33,-1.374827507186133289e-33,9.804614639641094294e-36
4.587913366072601870e+21,1.486841461853307123e-01,2.751852983148912352e-33,-1.371024184254635629e-33,9.804614639641094294e-36
4.592141783084892160e+21,1.488211798481363646e-01,2.744267330407358574e-33,-1.367231357883858740e-33,9.804614639641094294e-36
4.596374097186992423e+21,1.489583398070214726e-01,2.736702612849602384e-33,-1.363448999104980645e-33,9.804614639641094294e-36
4.600610311970626732e+21,1.490956261783858705e-01,2.729158772697899070e-33,-1.359677079029128988e-33,9.804614639641094294e-36
4.604850431030833709e+21,1.492330390787368344e-01,2.721635752333951910e-33,-1.355915568847155408e-33,9.804614639641094294e-36
4.609094457965954990e+21,1.493705786246886935e-01,2.714133494298500609e-33,-1.352164439829429757e-33,9.804614639641094294e-36
4.613342396377660916e+21,1.495082449329636076e-01,2.706651941290841656e-33,-1.348423663325600281e-33,9.804614639641094294e-36
4.617594249870932705e+21,1.496460381203910672e-01,2.699191036168426686e-33,-1.344693210764392796e-33,9.804614639641094294e-36
4.621850022054075564e+21,1.497839583039083100e-01,2.691750721946409856e-33,-1.340973053653384381e-33,9.804614639641094294e-36
4.626109716538724975e+21,1.499220056005604318e-01,2.684330941797205156e-33,-1.337263163578782031e-33,9.804614639641094294e-36
4.630373336939840406e+21,1.500601801275003033e-01,2.676931639050070396e-33,-1.333563512205214651e-33,9.804614639641094294e-36
4.634640886875712651e+21,1.501984820019887368e-01,2.669552757190666220e-33,-1.329874071275512563e-33,9.804614639641094294e-36
4.638912369967970648e+21,1.503369113413947633e-01,2.662194239860617520e-33,-1.326194812610488213e-33,9.804614639641094294e-36
4.643187789841577279e+21,1.504754682631953833e-01,2.654856030857095709e-33,-1.322525708108727307e-33,9.804614639641094294e-36
4.647467150124840387e+21,1.506141528849760935e-01,2.647538074132377058e-33,-1.318866729746367982e-33,9.804614639641094294e-36
4.651750454449410146e+21,1.507529653244306100e-01,2.640240313793422577e-33,-1.315217849576890741e-33,9.804614639641094294e-36
4.656037706450282217e+21,1.508919056993611729e-01,2.632962694101452081e-33,-1.311579039730905494e-33,9.804614639641094294e-36
4.660328909765804556e+21,1.510309741276785744e-01,2.625705159471512108e-33,-1.307950272415935507e-33,9.804614639641094294e-36
4.664624068037676368e+21,1.511701707274022422e-01,2.618467654472058188e-33,-1.304331519916208547e-33,9.804614639641094294e-36
4.668923184910956495e+21,1.513094956166605165e-01,2.611250123824521049e-33,-1.300722754592439977e-33,9.804614639641094294e-36
4.673226264034059747e+21,1.514489489136904565e-01,2.604052512402899159e-33,-1.297123948881629032e-33,9.804614639641094294e-36
4.677533309058764243e+21,1.515885307368381174e-01,2.596874765233328002e-33,-1.293535075296843454e-33,9.804614639641094294e-36
4.681844323640218223e+21,1.517282412045588003e-01,2.589716827493654148e-33,-1.289956106427006527e-33,9.804614639641094294e-36
4.686159311436929040e+21,1.518680804354166636e-01,2.582578644513040795e-33,-1.286387014936699850e-33,9.804614639641094294e-36
4.690478276110785184e+21,1.520080485480854171e-01,2.575460161771518232e-33,-1.282827773565938569e-33,9.804614639641094294e-36
4.694801221327046836e+21,1.521481456613480443e-01,2.568361324899589040e-33,-1.279278355129973973e-33,9.804614639641094294e-36
4.699128150754350596e+21,1.522883718940969688e-01,2.561282079677809342e-33,-1.275738732519084124e-33,9.804614639641094294e-36
4.703459068064717341e+21,1.524287273653343044e-01,2.554222372036366637e-33,-1.272208878698362771e-33,9.804614639641094294e-36
4.707793976933546459e+21,1.525692121941716051e-01,2.547182148054682948e-33,-1.268688766707520927e-33,9.804614639641094294e-36
4.712132881039633678e+21,1.527098264998305310e-01,2.540161353960976573e-33,-1.265178369660667739e-33,9.804614639641094294e-36
4.716475784065157956e+21,1.528505704016423772e-01,2.533159936131879943e-33,-1.261677660746119424e-33,9.804614639641094294e-36
4.720822689695694586e+21,1.529914440190484892e-01,2.526177841092013351e-33,-1.258186613226186128e-33,9.804614639641094294e-36
4.725173601620216250e+21,1.531324474716003747e-01,2.519215015513578518e-33,-1.254705200436968712e-33,9.804614639641094294e-36
4.729528523531091968e+21,1.532735808789595089e-01,2.512271406215960373e-33,-1.251233395788159639e-33,9.804614639641094294e-36
4.733887459124101251e+21,1.534148443608979451e-01,2.505346960165301122e-33,-1.247771172762830014e-33,9.804614639641094294e-36
4.738250412098420998e+21,1.535562380372978986e-01,2.498441624474121185e-33,-1.244318504917240045e-33,9.804614639641094294e-36
4.742617386156641223e+21,1.536977620281521351e-01,2.491555346400897712e-33,-1.240875365880628309e-33,9.804614639641094294e-36
4.746988385004769247e+21,1.538394164535641095e-01,2.484688073349656786e-33,-1.237441729355007846e-33,9.804614639641094294e-36
4.751363412352219218e+21,1.539812014337477719e-01,2.477839752869595380e-33,-1.234017569114977143e-33,9.804614639641094294e-36
4.755742471911828881e+21,1.541231170890280389e-01,2.471010332654658853e-33,-1.230602859007508880e-33,9.804614639641094294e-36
4.760125567399858536e+21,1.542651635398406829e-01,2.464199760543148203e-33,-1.227197572951753554e-33,9.804614639641094294e-36
4.764512702535989985e+21,1.544073409067323877e-01,2.457407984517325947e-33,-1.223801684938842426e-33,9.804614639641094294e-36
4.768903881043341214e+21,1.545496493103611368e-01,2.450634952703005589e-33,-1.220415169031682247e-33,9.804614639641094294e-36
4.773299106648447517e+21,1.546920888714957976e-01,2.443880613369184528e-33,-1.217037999364771717e-33,9.804614639641094294e-36
4.777698383081294004e+21,1.548346597110168699e-01,2.437144914927607184e-33,-1.213670150143983045e-33,9.804614639641094294e-36
4.782101714075293581e+21,1.549773619499160981e-01,2.430427805932408509e-33,-1.210311595646383707e-33,9.804614639641094294e-36
4.786509103367302676e+21,1.551201957092967210e-01,2.423729235079701059e-33,-1.206962310220029982e-33,9.804614639641094294e-36
4.790920554697625436e+21,1.552631611103737486e-01,2.417049151207182591e-33,-1.203622268283770748e-33,9.804614639641094294e-36
4.795336071810005336e+21,1.554062582744736298e-01,2.410387503293762127e-33,-1.200291444327060517e-33,9.804614639641094294e-36
4.799755658451645104e+21,1.555494873230349184e-01,2.403744240459147030e-33,-1.196969812909752968e-33,9.804614639641094294e-36
4.804179318373193089e+21,1.556928483776079120e-01,2.397119311963475566e-33,-1.193657348661917236e-33,9.804614639641094294e-36
4.808607055328760037e+21,1.558363415598549850e-01,2.390512667206913216e-33,-1.190354026283636061e-33,9.804614639641094294e-36
4.813038873075915948e+21,1.559799669915507558e-01,2.383924255729273950e-33,-1.187059820544816428e-33,9.804614639641094294e-36
4.817474775375690072e+21,1.561237247945818085e-01,2.377354027209638093e-33,-1.183774706284998499e-33,9.804614639641094294e-36
4.821914765992582447e+21,1.562676150909473316e-01,2.370801931465958202e-33,-1.180498658413158554e-33,9.804614639641094294e-36
4.826358848694560752e+21,1.564116380027588404e-01,2.364267918454683774e-33,-1.177231651907521340e-33,9.804614639641094294e-36
4.830807027253063451e+21,1.565557936522402882e-01,2.357751938270379784e-33,-1.173973661815369345e-33,9.804614639641094294e-36
4.835259305443011330e+21,1.567000821617285655e-01,2.351253941145331204e-33,-1.170724663252845055e-33,9.804614639641094294e-36
4.839715687042794914e+21,1.568445036536729453e-01,2.344773877449189256e-33,-1.167484631404774081e-33,9.804614639641094294e-36
4.844176175834295435e+21,1.569890582506358878e-01,2.338311697688564981e-33,-1.164253541524461943e-33,9.804614639641094294e-36
4.848640775602874352e+21,1.571337460752925685e-01,2.331867352506668994e-33,-1.161031368933513950e-33,9.804614639641094294e-36
4.853109490137383830e+21,1.572785672504313503e-01,2.325440792682927632e-33,-1.157818089021643269e-33,9.804614639641094294e-36
4.857582323230168842e+21,1.574235218989537555e-01,2.319031969132605942e-33,-1.154613677246482424e-33,9.804614639641094294e-36
4.862059278677070316e+21,1.575686101438745768e-01,2.312640832906434781e-33,-1.151418109133396843e-33,9.804614639641094294e-36
4.866540360277424079e+21,1.577138321083219330e-01,2.306267335190241329e-33,-1.148231360275300117e-33,9.804614639641094294e-36
4.871025571834068206e+21,1.578591879155374356e-01,2.299911427304571399e-33,-1.145053406332465152e-33,9.804614639641094294e-36
4.875514917153348256e+21,1.580046776888762994e-01,2.293573060704314819e-33,-1.141884223032336862e-33,9.804614639641094294e-36
4.880008400045117276e+21,1.581503015518074817e-01,2.287252186978338688e-33,-1.138723786169348797e-33,9.804614639641094294e-36
4.884506024322738946e+21,1.582960596279136545e-01,2.280948757849118577e-33,-1.135572071604738742e-33,9.804614639641094294e-36
4.889007793803089674e+21,1.584419520408913984e-01,2.274662725172369387e-33,-1.132429055266364146e-33,9.804614639641094294e-36
4.893513712306566988e+21,1.585879789145513419e-01,2.268394040936674156e-33,-1.129294713148516531e-33,9.804614639641094294e-36
4.898023783657086386e+21,1.587341403728181333e-01,2.262142657263122103e-33,-1.126169021311740504e-33,9.804614639641094294e-36
4.902538011682090779e+21,1.588804365397307738e-01,2.255908526404936066e-33,-1.123051955882647486e-33,9.804614639641094294e-36
4.907056400212548387e+21,1.590268675394424791e-01,2.249691600747117387e-33,-1.119943493053738146e-33,9.804614639641094294e-36
4.911578953082960085e+21,1.591734334962209285e-01,2.243491832806072666e-33,-1.116843609083215786e-33,9.804614639641094294e-36
4.916105674131356254e+21,1.593201345344482933e-01,2.237309175229263096e-33,-1.113752280294811001e-33,9.804614639641094294e-36
4.920636567199310414e+21,1.594669707786214030e-01,2.231143580794826081e-33,-1.110669483077592493e-33,9.804614639641094294e-36
4.925171636131933979e+21,1.596139423533518842e-01,2.224995002411228678e-33,-1.107595193885793792e-33,9.804614639641094294e-36
4.929710884777881502e+21,1.597610493833661605e-01,2.218863393116902905e-33,-1.104529389238630905e-33,9.804614639641094294e-36
4.934254316989355917e+21,1.599082919935055636e-01,2.212748706079885490e-33,-1.101472045720122198e-33,9.804614639641094294e-36
4.938801936622109590e+21,1.600556703087265553e-01,2.206650894597463786e-33,-1.098423139978911346e-33,9.804614639641094294e-36
4.943353747535447458e+21,1.602031844541006722e-01,2.200569912095818607e-33,-1.095382648728088756e-33,9.804614639641094294e-36
4.947909753592236474e+21,1.603508345548149139e-01,2.194505712129659528e-33,-1.092350548745009217e-33,9.804614639641094294e-36
4.952469958658897215e+21,1.604986207361714656e-01,2.188458248381886198e-33,-1.089326816871122552e-33,9.804614639641094294e-36
4.957034366605418562e+21,1.606465431235880592e-01,2.182427474663219881e-33,-1.086311430011789393e-33,9.804614639641094294e-36
4.961602981305351406e+21,1.607946018425980006e-01,2.176413344911864422e-33,-1.083304365136111664e-33,9.804614639641094294e-36
4.966175806635822285e+21,1.609427970188503643e-01,2.170415813193137445e-33,-1.080305599276748176e-33,9.804614639641094294e-36
4.970752846477527089e+21,1.610911287781099377e-01,2.164434833699134746e-33,-1.077315109529746826e-33,9.804614639641094294e-36
4.975334104714739450e+21,1.612395972462574989e-01,2.158470360748374146e-33,-1.074332873054366526e-33,9.804614639641094294e-36
4.979919585235312837e+21,1.613882025492897332e-01,2.152522348785445851e-33,-1.071358867072902378e-33,9.804614639641094294e-36
4.984509291930682655e+21,1.615369448133195385e-01,2.146590752380667608e-33,-1.068393068870513257e-33,9.804614639641094294e-36
4.989103228695874634e+21,1.616858241645760530e-01,2.140675526229731634e-33,-1.065435455795045270e-33,9.804614639641094294e-36
4.993701399429502730e+21,1.618348407294047386e-01,2.134776625153363537e-33,-1.062486005256861221e-33,9.804614639641094294e-36
4.998303808033769128e+21,1.619839946342674364e-01,2.128894004096984300e-33,-1.059544694728671603e-33,9.804614639641094294e-36
5.002910458414479966e+21,1.621332860057426162e-01,2.123027618130347305e-33,-1.056611501745353105e-33,9.804614639641094294e-36
5.007521354481035903e+21,1.622827149705253491e-01,2.117177422447213320e-33,-1.053686403903786113e-33,9.804614639641094294e-36
5.012136500146442600e+21,1.624322816554275573e-01,2.111343372364998806e-33,-1.050769378862678856e-33,9.804614639641094294e-36
5.016755899327313871e+21,1.625819861873779859e-01,2.105525423324435177e-33,-1.047860404342397041e-33,9.804614639641094294e-36
5.021379555943868531e+21,1.627318286934223146e-01,2.099723530889235916e-33,-1.044959458124797411e-33,9.804614639641094294e-36
5.026007473919944032e+21,1.628818093007234347e-01,2.093937650745743517e-33,-1.042066518053051211e-33,9.804614639641094294e-36
5.030639657182987026e+21,1.630319281365612549e-01,2.088167738702609952e-33,-1.039181562031484429e-33,9.804614639641094294e-36
5.035276109664073286e+21,1.631821853283332291e-01,2.082413750690434371e-33,-1.036304568025396638e-33,9.804614639641094294e-36
5.039916835297894072e+21,1.633325810035540226e-01,2.076675642761451433e-33,-1.033435514060905169e-33,9.804614639641094294e-36
5.044561838022769770e+21,1.634831152898559292e-01,2.070953371089180303e-33,-1.030574378224769604e-33,9.804614639641094294e-36
5.049211121780650934e+21,1.636337883149888428e-01,2.065246891968094509e-33,-1.027721138664226707e-33,9.804614639641094294e-36
5.053864690517118288e+21,1.637846002068203410e-01,2.059556161813290091e-33,-1.024875773586824498e-33,9.804614639641094294e-36
5.058522548181394260e+21,1.639355510933359905e-01,2.053881137160145198e-33,-1.022038261260252052e-33,9.804614639641094294e-36
5.063184698726336692e+21,1.640866411026392080e-01,2.048221774663997819e-33,-1.019208580012178362e-33,9.804614639641094294e-36
5.067851146108449325e+21,1.642378703629515102e-01,2.042578031099807088e-33,-1.016386708230082997e-33,9.804614639641094294e-36
5.072521894287877603e+21,1.643892390026125416e-01,2.036949863361832722e-33,-1.013572624361095814e-33,9.804614639641094294e-36
5.077196947228421259e+21,1.645407471500802132e-01,2.031337228463292911e-33,-1.010766306911825908e-33,9.804614639641094294e-36
5.081876308897534312e+21,1.646923949339310356e-01,2.025740083536041701e-33,-1.007967734448200303e-33,9.804614639641094294e-36
5.086559983266322973e+21,1.648441824828597579e-01,2.020158385830248095e-33,-1.005176885595303500e-33,9.804614639641094294e-36
5.091247974309556126e+21,1.649961099256798680e-01,2.014592092714059750e-33,-1.002393739037209328e-33,9.804614639641094294e-36
5.095940286005664285e+21,1.651481773913235085e-01,2.009041161673283447e-33,-9.996182735168211763e-34,9.804614639641094294e-36
5.100636922336747979e+21,1.653003850088418103e-01,2.003505550311054949e-33,-9.968504678357069272e-34,9.804614639641094294e-36
5.105337887288574607e+21,1.654527329074046427e-01,1.997985216347522204e-33,-9.940903008539405546e-34,9.804614639641094294e-36
5.110043184850586829e+21,1.656052212163010573e-01,1.992480117619516231e-33,-9.913377514899375683e-34,9.804614639641094294e-36
5.114752819015901512e+21,1.657578500649391773e-01,1.986990212080234324e-33,-9.885927987202966150e-34,9.804614639641094294e-36
5.119466793781318124e+21,1.659106195828464192e-01,1.981515457798914701e-33,-9.858554215796368034e-34,9.804614639641094294e-36
5.124185113147319779e+21,1.660635298996696596e-01,1.976055812960516968e-33,-9.831255991604379368e-34,9.804614639641094294e-36
5.128907781118076387e+21,1.662165811451751518e-01,1.970611235865403270e-33,-9.804033106128810881e-34,9.804614639641094294e-36
5.133634801701446746e+21,1.663697734492488034e-01,1.965181684929023549e-33,-9.776885351446912273e-34,9.804614639641094294e-36
5.138366178908986933e+21,1.665231069418962317e-01,1.959767118681588477e-33,-9.749812520209736915e-34,9.804614639641094294e-36
5.143101916755944014e+21,1.666765817532427918e-01,1.954367495767766692e-33,-9.722814405640627989e-34,9.804614639641094294e-36
5.147842019261272818e+21,1.668301980135339369e-01,1.948982774946352600e-33,-9.695890801533557529e-34,9.804614639641094294e-36
5.152586490447629648e+21,1.669839558531350243e-01,1.943612915089962923e-33,-9.669041502251609145e-34,9.804614639641094294e-36
5.157335334341374378e+21,1.671378554025315655e-01,1.938257875184724006e-33,-9.642266302725414561e-34,9.804614639641094294e-36
5.162088554972583035e+21,1.672918967923293643e-01,1.932917614329947152e-33,-9.615564998451530289e-34,9.804614639641094294e-36
5.166846156375042556e+21,1.674460801532546006e-01,1.927592091737826874e-33,-9.588937385490928900e-34,9.804614639641094294e-36
5.171608142586261275e+21,1.676004056161539690e-01,1.922281266733122393e-33,-9.562383260467406493e-34,9.804614639641094294e-36
5.176374517647465775e+21,1.677548733119947066e-01,1.916985098752851439e-33,-9.535902420566051724e-34,9.804614639641094294e-36
5.181145285603605086e+21,1.679094833718647317e-01,1.911703547345983724e-33,-9.509494663531713147e-34,9.804614639641094294e-36
5.185920450503362216e+21,1.680642359269728658e-01,1.906436572173118322e-33,-9.483159787667386138e-34,9.804614639641094294e-36
5.190700016399144714e+21,1.682191311086487506e-01,1.901184133006194246e-33,-9.456897591832765761e-34,9.804614639641094294e-36
5.195483987347102499e+21,1.683741690483432085e-01,1.895946189728164070e-33,-9.430707875442614878e-34,9.804614639641094294e-36
5.200272367407118418e+21,1.685293498776280763e-01,1.890722702332702786e-33,-9.404590438465308458e-34,9.804614639641094294e-36
5.205065160642817688e+21,1.686846737281965103e-01,1.885513630923896486e-33,-9.378545081421276960e-34,9.804614639641094294e-36
5.209862371121572086e+21,1.688401407318630421e-01,1.880318935715936168e-33,-9.352571605381475370e-34,9.804614639641094294e-36
5.214664002914501001e+21,1.689957510205636615e-01,1.875138577032815306e-33,-9.326669811965871060e-34,9.804614639641094294e-36
5.219470060096477725e+21,1.691515047263560112e-01,1.869972515308025712e-33,-9.300839503341923090e-34,9.804614639641094294e-36
5.224280546746130498e+21,1.693074019814194420e-01,1.864820711084257160e-33,-9.275080482223080330e-34,9.804614639641094294e-36
5.229095466945843560e+21,1.694634429180550128e-01,1.859683125013098379e-33,-9.249392551867286422e-34,9.804614639641094294e-36
5.233914824781766590e+21,1.696196276686858240e-01,1.854559717854729490e-33,-9.223775516075441977e-34,9.804614639641094294e-36
5.238738624343817847e+21,1.697759563658570725e-01,1.849450450477625054e-33,-9.198229179189919800e-34,9.804614639641094294e-36
5.243566869725677879e+21,1.699324291422359690e-01,1.844355283858262592e-33,-9.172753346093107489e-34,9.804614639641094294e-36
5.248399565024807354e+21,1.700890461306120982e-01,1.839274179080811257e-33,-9.147347822205850811e-34,9.804614639641094294e-36
5.253236714342438666e+21,1.702458074638973917e-01,1.834207097336845829e-33,-9.122012413486023671e-34,9.804614639641094294e-36
5.258078321783584326e+21,1.704027132751262386e-01,1.829153999925047024e-33,-9.096746926427029651e-34,9.804614639641094294e-36
5.262924391457044300e+21,1.705597636974557629e-01,1.824114848250899752e-33,-9.071551168056293286e-34,9.804614639641094294e-36
5.267774927475400770e+21,1.707169588641657132e-01,1.819089603826409496e-33,-9.046424945933842006e-34,9.804614639641094294e-36
5.272629933955028615e+21,1.708742989086586561e-01,1.814078228269797840e-33,-9.021368068150783727e-34,9.804614639641094294e-36
5.277489415016095416e+21,1.710317839644601989e-01,1.809080683305217826e-33,-8.996380343327883656e-34,9.804614639641094294e-36
5.282353374782565646e+21,1.711894141652188783e-01,1.804096930762455972e-33,-8.971461580614074387e-34,9.804614639641094294e-36
5.287221817382209061e+21,1.713471896447066045e-01,1.799126932576639083e-33,-8.946611589684989944e-34,9.804614639641094294e-36
5.292094746946594406e+21,1.715051105368184114e-01,1.794170650787951663e-33,-8.921830180741552845e-34,9.804614639641094294e-36
5.296972167611098857e+21,1.716631769755727621e-01,1.789228047541341357e-33,-8.897117164508501311e-34,9.804614639641094294e-36
5.301854083514915357e+21,1.718213890951117151e-01,1.784299085086224044e-33,-8.872472352232914746e-34,9.804614639641094294e-36
5.306740498801042129e+21,1.719797470297007858e-01,1.779383725776212205e-33,-8.847895555682855551e-34,9.804614639641094294e-36
5.311631417616310993e+21,1.721382509137295291e-01,1.774481932068799832e-33,-8.823386587145793686e-34,9.804614639641094294e-36
5.316526844111360098e+21,1.722969008817110681e-01,1.769593666525108580e-33,-8.798945259427337430e-34,9.804614639641094294e-36
5.321426782440662237e+21,1.724556970682826484e-01,1.764718891809575762e-33,-8.774571385849673340e-34,9.804614639641094294e-36
5.326331236762517504e+21,1.726146396082055834e-01,1.759857570689680654e-33,-8.750264780250197797e-34,9.804614639641094294e-36
5.331240211239054344e+21,1.727737286363653091e-01,1.755009666035661909e-33,-8.726025256980104072e-34,9.804614639641094294e-36
5.336153710036245283e+21,1.729329642877717454e-01,1.750175140820223001e-33,-8.701852630902909533e-34,9.804614639641094294e-36
5.341071737323893293e+21,1.730923466975590741e-01,1.745353958118265715e-33,-8.677746717393123103e-34,9.804614639641094294e-36
5.345994297275650671e+21,1.732518760009861269e-01,1.740546081106592850e-33,-8.653707332334758781e-34,9.804614639641094294e-36
5.350921394069015888e+21,1.734115523334363584e-01,1.735751473063633847e-33,-8.629734292119963763e-34,9.804614639641094294e-36
5.355853031885331497e+21,1.735713758304179288e-01,1.730970097369169039e-33,-8.605827413647639722e-34,9.804614639641094294e-36
5.360789214909801955e+21,1.737313466275640372e-01,1.726201917504038176e-33,-8.581986514321985408e-34,9.804614639641094294e-36
5.365729947331485237e+21,1.738914648606328106e-01,1.721446897049870152e-33,-8.558211412051145290e-34,9.804614639641094294e-36
5.370675233343299125e+21,1.740517306655074703e-01,1.716704999688804526e-33,-8.534501925245817161e-34,9.804614639641094294e-36
5.375625077142025404e+21,1.742121441781964430e-01,1.711976189203212013e-33,-8.510857872817854595e-34,9.804614639641094294e-36
5.380579482928319300e+21,1.743727055348336663e-01,1.707260429475414294e-33,-8.487279074178865998e-34,9.804614639641094294e-36
5.385538454906700038e+21,1.745334148716783940e-01,1.702557684487417508e-33,-8.463765349238882068e-34,9.804614639641094294e-36
5.390501997285566579e+21,1.746942723251155016e-01,1.697867918320628300e-33,-8.440316518404936028e-34,9.804614639641094294e-36
5.395470114277196562e+21,1.748552780316555977e-01,1.693191095155582864e-33,-8.416932402579708849e-34,9.804614639641094294e-36
5.400442810097745265e+21,1.750164321279349955e-01,1.688527179271676675e-33,-8.393612823160177906e-34,9.804614639641094294e-36
5.405420088967260275e+21,1.751777347507161298e-01,1.683876135046882929e-33,-8.370357602036209175e-34,9.804614639641094294e-36
5.410401955109674156e+21,1.753391860368873345e-01,1.679237926957490140e-33,-8.347166561589245231e-34,9.804614639641094294e-36
5.415388412752813883e+21,1.755007861234631206e-01,1.674612519577825714e-33,-8.324039524690923100e-34,9.804614639641094294e-36
5.420379466128401891e+21,1.756625351475842867e-01,1.669999877579985336e-33,-8.300976314701721209e-34,9.804614639641094294e-36
5.425375119472061317e+21,1.758244332465180582e-01,1.665399965733565437e-33,-8.277976755469621711e-34,9.804614639641094294e-36
5.430375377023322292e+21,1.759864805576581703e-01,1.660812748905388817e-33,-8.255040671328738616e-34,9.804614639641094294e-36
5.435380243025615651e+21,1.761486772185249516e-01,1.656238192059246697e-33,-8.232167887098028015e-34,9.804614639641094294e-36
5.440389721726289707e+21,1.763110233667655180e-01,1.651676260255618178e-33,-8.209358228079885418e-34,9.804614639641094294e-36
5.445403817376602915e+21,1.764735191401538006e-01,1.647126918651414002e-33,-8.186611520058864537e-34,9.804614639641094294e-36
5.450422534231731208e+21,1.766361646765906568e-01,1.642590132499706965e-33,-8.163927589300329355e-34,9.804614639641094294e-36
5.455445876550779535e+21,1.767989601141042588e-01,1.638065867149459255e-33,-8.141306262549090802e-34,9.804614639641094294e-36
5.460473848596769276e+21,1.769619055908497607e-01,1.633554088045272361e-33,-8.118747367028156332e-34,9.804614639641094294e-36
5.465506454636655018e+21,1.771250012451097144e-01,1.629054760727110992e-33,-8.096250730437349491e-34,9.804614639641094294e-36
5.470543698941325607e+21,1.772882472152941813e-01,1.624567850830043071e-33,-8.073816180952009885e-34,9.804614639641094294e-36
5.475585585785600999e+21,1.774516436399406760e-01,1.620093324083982118e-33,-8.051443547221705120e-34,9.804614639641094294e-36
5.480632119448246944e+21,1.776151906577145279e-01,1.615631146313417669e-33,-8.029132658368882876e-34,9.804614639641094294e-36
5.485683304211968688e+21,1.777788884074087972e-01,1.611181283437160058e-33,-8.006883343987594819e-34,9.804614639641094294e-36
5.490739144363418321e+21,1.779427370279444143e-01,1.606743701468079382e-33,-7.984695434142191440e-34,9.804614639641094294e-36
5.495799644193203159e+21,1.781067366583704292e-01,1.602318366512841050e-33,-7.962568759365999780e-34,9.804614639641094294e-36
5.500864807995878408e+21,1.782708874378639563e-01,1.597905244771655354e-33,-7.940503150660071300e-34,9.804614639641094294e-36
5.505934640069963940e+21,1.784351895057305348e-01,1.593504302538009594e-33,-7.918498439491842498e-34,9.804614639641094294e-36
5.511009144717935903e+21,1.785996430014039071e-01,1.589115506198420729e-33,-7.896554457793898171e-34,9.804614639641094294e-36
5.516088326246239306e+21,1.787642480644464626e-01,1.584738822232169213e-33,-7.874671037962640594e-34,9.804614639641094294e-36
5.521172188965285921e+21,1.789290048345490991e-01,1.580374217211050623e-33,-7.852848012857047642e-34,9.804614639641094294e-36
5.526260737189462671e+21,1.790939134515316111e-01,1.576021657799113594e-33,-7.831085215797362497e-34,9.804614639641094294e-36
5.531353975237130584e+21,1.792589740553425237e-01,1.571681110752411791e-33,-7.809382480563853483e-34,9.804614639641094294e-36
5.536451907430631080e+21,1.794241867860593975e-01,1.567352542918744928e-33,-7.787739641395519167e-34,9.804614639641094294e-36
5.541554538096290169e+21,1.795895517838889122e-01,1.563035921237408681e-33,-7.766156532988837932e-34,9.804614639641094294e-36
5.546661871564418449e+21,1.797550691891668662e-01,1.558731212738941525e-33,-7.744632990496502155e-34,9.804614639641094294e-36
5.551773912169321595e+21,1.799207391423585656e-01,1.554438384544869861e-33,-7.723168849526143836e-34,9.804614639641094294e-36
5.556890664249299304e+21,1.800865617840586852e-01,1.550157403867459295e-33,-7.701763946139091006e-34,9.804614639641094294e-36
5.562012132146646352e+21,1.802525372549914628e-01,1.545888238009467978e-33,-7.680418116849134417e-34,9.804614639641094294e-36
5.567138320207660974e+21,1.804186656960108104e-01,1.541630854363891384e-33,-7.659131198621251449e-34,9.804614639641094294e-36
5.572269232782648017e+21,1.805849472481004803e-01,1.537385220413713942e-33,-7.637903028870364241e-34,9.804614639641094294e-36
5.577404874225924178e+21,1.807513820523742876e-01,1.533151303731661000e-33,-7.616733445460099526e-34,9.804614639641094294e-36
5.582545248895813812e+21,1.809179702500759157e-01,1.528929071979955407e-33,-7.595622286701571563e-34,9.804614639641094294e-36
5.587690361154661515e+21,1.810847119825793328e-01,1.524718492910064870e-33,-7.574569391352118878e-34,9.804614639641094294e-36
5.592840215368832123e+21,1.812516073913887360e-01,1.520519534362458021e-33,-7.553574598614084633e-34,9.804614639641094294e-36
5.597994815908711760e+21,1.814186566181387461e-01,1.516332164266360833e-33,-7.532637748133598695e-34,9.804614639641094294e-36
5.603154167148721471e+21,1.815858598045946570e-01,1.512156350639503629e-33,-7.511758679999312674e-34,9.804614639641094294e-36
5.608318273467306738e+21,1.817532170926522694e-01,1.507992061587889296e-33,-7.490937234741241011e-34,9.804614639641094294e-36
5.613487139246951105e+21,1.819207286243381683e-01,1.503839265305539783e-33,-7.470173253329493446e-34,9.804614639641094294e-36
5.618660768874179330e+21,1.820883945418099170e-01,1.499697930074255934e-33,-7.449466577173074197e-34,9.804614639641094294e-36
5.623839166739552141e+21,1.822562149873559745e-01,1.495568024263379718e-33,-7.428817048118693116e-34,9.804614639641094294e-36
5.629022337237688254e+21,1.824241901033961388e-01,1.491449516329541068e-33,-7.408224508449499870e-34,9.804614639641094294e-36
5.634210284767245500e+21,1.825923200324812701e-01,1.487342374816431915e-33,-7.387688800883954102e-34,9.804614639641094294e-36
