layer1_nm,layer2_nm,scalar_pressure_pa,pressure_over_measured,pressure_over_95pct_halfwidth,substrates_included
1.0,1.0,0.11025303714496129,0.2159706898040378,13.125361564876345,False
5.0,5.0,0.27169376777186793,0.532211102393473,32.344496163317615,False
10.0,10.0,0.3235929895765431,0.6338746122948935,38.522974949588466,False
25.0,25.0,0.36636572583670074,0.7176605795038213,43.614967361511994,False
50.0,50.0,0.3837892210229363,0.751790834520933,45.689192978920985,False
100.0,100.0,0.39298115850909915,0.7697965886564136,46.783471251083235,False
180.0,180.0,0.39673410192638237,0.7771480938812584,47.23025022933124,False
210.0,210.0,0.3973151327289395,0.7782862541213311,47.29942056296899,False
180.0,210.0,0.3970236551153686,0.7777152891584106,47.26472084706769,False
