mu,z_m,rho_m,axial_accel_mps2
-0.5920000000000001,0.14079999700712056,0.08059379628730738,53.816485203339404
-0.5900000000000001,0.14099999700712057,0.08074032449773781,53.56680014243712
-0.5880000000000001,0.14119999700712055,0.08088609274776475,53.31914546353249
-0.5860000000000001,0.14139999700712055,0.08103110513870584,53.07349811974421
-0.5840000000000001,0.14159999700712056,0.08117536572138127,52.82983539731795
-0.5820000000000001,0.14179999700712057,0.08131887849693945,52.588134909799386
-0.5800000000000001,0.14199999700712057,0.0814616474176652,52.348374592326515
-0.5780000000000001,0.14219999700712055,0.08160367638777066,52.11053269603845
-0.5760000000000001,0.14239999700712055,0.08174496926416941,51.87458778259826
-0.5740000000000001,0.14259999700712056,0.08188552985723424,51.64051871882702
-0.5720000000000001,0.14279999700712057,0.0820253619315392,51.40830467144599
-0.5700000000000001,0.14299999700712057,0.08216446920658588,51.177925101925645
-0.5680000000000001,0.14319999700712055,0.08230285535751479,50.949359761437734
-0.5660000000000001,0.14339999700712056,0.08244052401580183,50.72258868590874
-0.5640000000000001,0.14359999700712056,0.08257747876994066,50.497592191172515
-0.562,0.14379999700712057,0.08271372316611071,50.27435086821942
-0.56,0.14399999700712057,0.08284926070883192,50.05284557853964
-0.558,0.14419999700712055,0.08298409486160585,49.833057449559334
-0.556,0.14439999700712056,0.08311822904754407,49.614967870166595
-0.554,0.14459999700712056,0.08325166664998365,49.39855848632581
-0.552,0.14479999700712057,0.08338441101309045,49.183811196778066
-0.55,0.14499999700712057,0.08351646544245034,48.97070814882586
-0.548,0.14519999700712055,0.08364783320564854,48.759231734200185
-0.546,0.14539999700712056,0.08377851753283774,48.54936458500803
-0.544,0.14559999700712056,0.08390852161729463,48.34108956975874
-0.542,0.14579999700712057,0.0840378486159659,48.13438978946732
-0.54,0.14599999700712057,0.08416650165000325,47.929248573832766
-0.538,0.14619999700712055,0.08429448380528824,47.725649477490364
-0.536,0.14639999700712056,0.08442179813294669,47.52357627633572
-0.534,0.14659999700712056,0.0845484476498534,47.32301296391911
-0.532,0.14679999700712057,0.084674435339127,47.123943747909074
-0.53,0.14699999700712058,0.08479976415061542,46.92635304662275
-0.528,0.14719999700712055,0.08492443700137199,46.730225485622796
-0.526,0.14739999700712056,0.08504845677612263,46.53554589437793
-0.524,0.14759999700712056,0.08517182632772413,46.34229930298739
-0.522,0.14779999700712057,0.08529454847761375,46.15047093896635
-0.52,0.14799999700712058,0.0854166260162505,45.96004622409212
-0.518,0.14819999700712055,0.0855380617035481,45.771010771309165
-0.516,0.14839999700712056,0.08565885826929986,45.58335038169211
-0.514,0.14859999700712057,0.08577901841359575,45.397051041465126
-0.512,0.14879999700712057,0.08589854480723175,45.21209891907682
-0.51,0.14899999700712058,0.08601744009211156,45.02848036232907
-0.508,0.14919999700712056,0.08613570688164113,44.84618189555914
-0.506,0.14939999700712056,0.08625334776111593,44.665190216873526
-0.504,0.14959999700712057,0.08637036528810099,44.485492195432656
-0.502,0.14979999700712057,0.08648676199280443,44.3070748687853
-0.5,0.14999999700712058,0.08660254037844387,44.129925440251796
-0.498,0.15019999700712056,0.08671770292160651,43.95403127635471
-0.496,0.15039999700712056,0.08683225207260262,43.77937990429647
-0.494,0.15059999700712057,0.08694619025581282,43.60595900948238
-0.492,0.15079999700712057,0.08705951987002915,43.433756433088725
-0.49,0.15099999700712058,0.08717224328879004,43.26276016967444
-0.488,0.15119999700712056,0.08728436286070948,43.092958364836
-0.486,0.15139999700712056,0.08739588090980033,42.924339312903854
-0.484,0.15159999700712057,0.08750679973579197,42.756891454680684
-0.482,0.15179999700712057,0.08761712161444246,42.59060337521953
-0.48,0.15199999700712058,0.08772684879784524,42.42546380164151
-0.478,0.15219999700712056,0.08783598351473046,42.261461600992504
-0.476,0.15239999700712056,0.08794452797076122,42.098585778137384
-0.474,0.15259999700712057,0.0880524843488246,41.93682547369162
-0.472,0.15279999700712057,0.08815985480931783,41.77616996198942
-0.47,0.15299999700712058,0.08826664149042945,41.61660864908713
-0.46799999999999997,0.15319999700712056,0.0883728465084157,41.45813107080199
-0.46599999999999997,0.15339999700712056,0.08847847195787234,41.30072689078491
-0.4640000000000001,0.15359999700712057,0.0885835199120017,41.14438589862687
-0.4620000000000001,0.15379999700712055,0.08868799242287538,40.98909800799826
-0.4600000000000001,0.15399999700712055,0.08879189152169246,40.83485325482038
-0.4580000000000001,0.15419999700712056,0.08889521921903337,40.68164179546867
-0.45600000000000007,0.15439999700712057,0.08899797750510963,40.52945390500673
-0.45400000000000007,0.15459999700712057,0.0891001683500093,40.378279975450745
-0.45200000000000007,0.15479999700712055,0.08920179370393849,40.22811051406405
-0.45000000000000007,0.15499999700712055,0.08930285549745876,40.07893614168005
-0.44800000000000006,0.15519999700712056,0.08940335564172075,39.93074759105478
-0.44600000000000006,0.15539999700712057,0.08950329602869384,39.783535705246564
-0.44400000000000006,0.15559999700712057,0.08960267853139213,39.637291436023894
-0.44200000000000006,0.15579999700712055,0.0897015050040968,39.49200584229987
-0.44000000000000006,0.15599999700712056,0.0897997772825746,39.347670088593055
-0.43800000000000006,0.15619999700712056,0.08989749718429318,39.20427544351466
-0.43600000000000005,0.15639999700712057,0.08999466650863261,39.06181327828078
-0.43400000000000005,0.15659999700712057,0.09009128703709367,38.92027506524965
-0.43200000000000005,0.15679999700712055,0.0901873605335027,38.77965237648346
-0.43000000000000005,0.15699999700712056,0.09028288874421332,38.639936882334084
-0.42800000000000005,0.15719999700712056,0.09037787339830475,38.50112035005236
-0.42600000000000005,0.15739999700712057,0.09047231620777707,38.36319464242054
-0.42400000000000004,0.15759999700712057,0.09056621886774341,38.22615171640726
-0.42200000000000004,0.15779999700712055,0.09065958305661902,38.089983621844745
-0.42000000000000004,0.15799999700712056,0.09075241043630743,37.954682500127774
-0.41800000000000004,0.15819999700712056,0.09084470265238365,37.820240582934346
-0.41600000000000004,0.15839999700712057,0.0909364613342745,37.68665019096686
-0.41400000000000003,0.15859999700712057,0.09102768809543611,37.55390373271413
-0.41200000000000003,0.15879999700712055,0.09111838453352869,37.4219937032337
-0.41000000000000003,0.15899999700712056,0.09120855223058855,37.29091268295365
-0.40800000000000003,0.15919999700712056,0.09129819275319748,37.16065333649421
-0.406,0.15939999700712057,0.09138730765264946,37.031208411508345
-0.404,0.15959999700712058,0.09147589846511484,36.902570737540955
-0.402,0.15979999700712055,0.09156396671180209,36.77473322490654
-0.4,0.15999999700712056,0.0916515138991168,36.64768886358501
-0.398,0.16019999700712056,0.09173854151881859,36.521430722135136
-0.396,0.16039999700712057,0.0918250510481753,36.39595194662531
-0.394,0.16059999700712058,0.09191104395011516,36.27124575958158
-0.392,0.16079999700712055,0.09199652167337632,36.14730545895224
-0.39,0.16099999700712056,0.09208148565265441,36.024124417088956
-0.388,0.16119999700712057,0.09216593730874764,35.90169607974409
-0.386,0.16139999700712057,0.09224987804869988,35.780013965083825
-0.384,0.16159999700712058,0.09233330926594152,35.65907166271692
-0.382,0.16179999700712056,0.09241623234042817,35.538862832738666
-0.38,0.16199999700712056,0.09249864863877744,35.41938120478984
-0.378,0.16219999700712057,0.09258055951440346,35.30062057713073
-0.376,0.16239999700712057,0.09266196630764967,35.18257481572907
-0.374,0.16259999700712058,0.09274287034591933,35.06523785336274
-0.372,0.16279999700712056,0.09282327294380435,34.94860368873612
-0.37,0.16299999700712056,0.09290317540321213,34.83266638561016
-0.368,0.16319999700712057,0.09298257901349048,34.717420071946115
-0.366,0.16339999700712057,0.09306148505155074,34.60285893906242
-0.364,0.16359999700712058,0.0931398947819891,34.488977240804495
-0.362,0.16379999700712056,0.0932178094572062,34.37576929272732
-0.36,0.16399999700712056,0.09329523031752482,34.26322947129066
-0.358,0.16419999700712057,0.09337215859130601,34.151352213066666
-0.356,0.16439999700712057,0.0934485954950635,34.04013201395926
-0.354,0.16459999700712058,0.09352454223357631,33.92956342843583
-0.352,0.16479999700712056,0.0936,33.819641068770316
-0.35,0.16499999700712056,0.09367496997597598,33.71035960429781
-0.348,0.16519999700712057,0.0937494533317395,33.60171376068069
-0.346,0.16539999700712057,0.09382345122622596,33.49369831918552
-0.3440000000000001,0.16559999700712055,0.09389696480717574,33.38630811597105
-0.3420000000000001,0.16579999700712056,0.0939699952112375,33.27953804138676
-0.3400000000000001,0.16599999700712056,0.09404254356406999,33.17338303928215
-0.3380000000000001,0.16619999700712057,0.09411461098044235,33.06783810632619
-0.3360000000000001,0.16639999700712055,0.09418619856433319,32.96289829133696
-0.3340000000000001,0.16659999700712055,0.09425730740902799,32.85855869462133
-0.3320000000000001,0.16679999700712056,0.0943279385972152,32.75481446732452
-0.33000000000000007,0.16699999700712057,0.09439809320108114,32.651660810789025
-0.32800000000000007,0.16719999700712057,0.09446777228240327,32.5490929759235
-0.32600000000000007,0.16739999700712055,0.09453697689264239,32.44710626258049
-0.32400000000000007,0.16759999700712055,0.09460570807303331,32.34569601894362
-0.32200000000000006,0.16779999700712056,0.09467396685467448,32.24485764092376
-0.32000000000000006,0.16799999700712057,0.09474175425861608,32.14458657156397
-0.31800000000000006,0.16819999700712057,0.0948090712959472,32.04487830045316
-0.31600000000000006,0.16839999700712055,0.09487591896788142,31.945728363148454
-0.31400000000000006,0.16859999700712056,0.09494229826584145,31.847132340605803
-0.31200000000000006,0.16879999700712056,0.09500821017154254,31.74908585861895
-0.31000000000000005,0.16899999700712057,0.09507365565707464,31.65158458726663
-0.30800000000000005,0.16919999700712057,0.09513863568498343,31.55462424036757
-0.30600000000000005,0.16939999700712055,0.09520315120835024,31.458200574943625
-0.30400000000000005,0.16959999700712056,0.09526720317087094,31.362309390690324
-0.30200000000000005,0.16979999700712056,0.09533079250693345,31.26694652945541
-0.30000000000000004,0.16999999700712057,0.09539392014169457,31.17210787472467
-0.29800000000000004,0.17019999700712057,0.0954565869911553,31.077789351114987
-0.29600000000000004,0.17039999700712055,0.09551879396223552,30.98398692387498
-0.29400000000000004,0.17059999700712056,0.09558054195284729,30.890696598392513
-0.29200000000000004,0.17079999700712056,0.09564183185196738,30.797914419709297
-0.29000000000000004,0.17099999700712057,0.0957026645397086,30.70563647204234
-0.28800000000000003,0.17119999700712057,0.09576304088739038,30.61385887831232
-0.28600000000000003,0.17139999700712055,0.09582296175760797,30.52257779967852
-0.28400000000000003,0.17159999700712056,0.09588242800430119,30.431789435080205
-0.28200000000000003,0.17179999700712056,0.09594144047282176,30.341490020784768
-0.28,0.17199999700712057,0.096,30.25167582994199
-0.278,0.17219999700712058,0.0960581074142105,30.16234317214457
