gate,pair_id,momentum_id,ward_residual_norm,ward_pass,spin1_trace_norm,one_minus_representation_support,exact_pole_projector
BMS_DIRECT_WARD,U1_V1,NULL_Z,8.432740427115679,False,,,False
BMS_DIRECT_WARD,U1_V1,STATIC_Z,5.962847939999439,False,,,False
BMS_DIRECT_WARD,U2_V2,NULL_Z,8.432740427115679,False,,,False
BMS_DIRECT_WARD,U2_V2,STATIC_Z,5.962847939999439,False,,,False
MARZO2022_1MINUS_REPRESENTATION,U1_V1,,,,2.6666666666666665,True,False
MARZO2022_1MINUS_REPRESENTATION,U2_V2,,,,2.6666666666666665,True,False
