beta_1,theta_rad,theta_deg,sin4_theta,unaffected_tensor_relative_principal_coefficient,affected_tensor_relative_principal_coefficient,minimum_tensor_relative_principal_coefficient,unaffected_tensor_c_squared,affected_tensor_c_squared,both_tensor_characteristics_luminal,tensor_ghost_free,principal_margin_collapse_used_as_gain,tensor_result_only,identity_scan_only,energy_point
0.047619047619047616,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,True,True,False,True,True,False
0.047619047619047616,0.2617993877991494,14.999999999999998,0.004487298107780675,1.0,0.9999694741625321,0.9999694741625321,1.0,1.0,True,True,False,True,True,False
0.047619047619047616,0.5235987755982988,29.999999999999996,0.06249999999999997,1.0,0.9995748299319728,0.9995748299319728,1.0,1.0,True,True,False,True,True,False
0.047619047619047616,0.7853981633974483,45.0,0.24999999999999992,1.0,0.9982993197278912,0.9982993197278912,1.0,1.0,True,True,False,True,True,False
0.047619047619047616,1.0471975511965976,59.99999999999999,0.5624999999999999,1.0,0.9961734693877551,0.9961734693877551,1.0,1.0,True,True,False,True,True,False
0.047619047619047616,1.3089969389957472,75.00000000000001,0.8705127018922194,1.0,0.994078144885087,0.994078144885087,1.0,1.0,True,True,False,True,True,False
0.047619047619047616,1.5707963267948966,90.0,1.0,1.0,0.9931972789115646,0.9931972789115646,1.0,1.0,True,True,False,True,True,False
