source_sector,support_nonzero,support_norm2,status
TOTALLY_SYMMETRIC_1_MINUS,False,0.0,ZERO_EXACT_REST_FRAME_SUPPORT
HOOK_1_MINUS,False,0.0,ZERO_EXACT_REST_FRAME_SUPPORT
FULL_V24_1_MINUS,False,0.0,ZERO_DIRECT_HEALTHY_MARZO2022_POLE_SUPPORT
HOOK_1_PLUS,True,32.0,NONZERO_PRESERVED
HOOK_2_PLUS,True,14.222222222222221,NONZERO_PRESERVED
