N,direction,direction_x,direction_y,direction_z,standoff_factor,d,payload_radius,mu_h,fp_center,gr_center,fp_cancellation,C_FP_center_alpha1,tail_energy_fraction
73,FIB_07,-0.4272722474213815,-0.8226867122930099,0.375,1.25,2.4414530644127117,0.2441453064412712,1.0,-456.637830963872,-310.09610394077754,1.005453693914287,inf,3.1718832534717375e-08
73,FIB_07,-0.4272722474213815,-0.8226867122930099,0.375,1.25,2.4414530644127117,0.2441453064412712,2.0,-266.28135933613225,-310.09610394077754,1.0052354648881556,inf,3.1718832534717375e-08
73,FIB_07,-0.4272722474213815,-0.8226867122930099,0.375,1.5,2.929743677295254,0.2929743677295254,0.03,-422.79562972326323,-215.30051844401424,1.005531624838835,inf,7.210404782200207e-11
73,FIB_07,-0.4272722474213815,-0.8226867122930099,0.375,1.5,2.929743677295254,0.2929743677295254,0.1,-421.05271555491197,-215.30051844401424,1.005531139865584,inf,7.210404782200207e-11
73,FIB_07,-0.4272722474213815,-0.8226867122930099,0.375,1.5,2.929743677295254,0.2929743677295254,0.25,-412.10182251897606,-215.30051844401424,1.0055283451695471,inf,7.210404782200207e-11
73,FIB_07,-0.4272722474213815,-0.8226867122930099,0.375,1.5,2.929743677295254,0.2929743677295254,0.5,-386.06869781085936,-215.30051844401424,1.0055183909181538,inf,7.210404782200207e-11
73,FIB_07,-0.4272722474213815,-0.8226867122930099,0.375,1.5,2.929743677295254,0.2929743677295254,1.0,-315.25141876081625,-215.30051844401424,1.0054788954848028,inf,7.210404782200207e-11
73,FIB_07,-0.4272722474213815,-0.8226867122930099,0.375,1.5,2.929743677295254,0.2929743677295254,2.0,-180.774820807516,-215.30051844401424,1.0053254786178876,inf,7.210404782200207e-11
73,FIB_07,-0.4272722474213815,-0.8226867122930099,0.375,2.0,3.9063249030603386,0.39063249030603386,0.03,-237.80463122428839,-121.09630347100456,1.0055323900916298,inf,6.153804668304748e-15
73,FIB_07,-0.4272722474213815,-0.8226867122930099,0.375,2.0,3.9063249030603386,0.39063249030603386,0.1,-236.81208573279514,-121.09630347100456,1.0055321186280637,inf,6.153804668304748e-15
73,FIB_07,-0.4272722474213815,-0.8226867122930099,0.375,2.0,3.9063249030603386,0.39063249030603386,0.25,-231.70884812955632,-121.09630347100456,1.0055305532310155,inf,6.153804668304748e-15
73,FIB_07,-0.4272722474213815,-0.8226867122930099,0.375,2.0,3.9063249030603386,0.39063249030603386,0.5,-216.84103336339555,-121.09630347100456,1.0055249697711386,inf,6.153804668304748e-15
73,FIB_07,-0.4272722474213815,-0.8226867122930099,0.375,2.0,3.9063249030603386,0.39063249030603386,1.0,-176.3174522878551,-121.09630347100456,1.0055027328030115,inf,6.153804668304748e-15
73,FIB_07,-0.4272722474213815,-0.8226867122930099,0.375,2.0,3.9063249030603386,0.39063249030603386,2.0,-99.42686352143349,-121.09630347100456,1.00541523642212,inf,6.153804668304748e-15
73,FIB_08,0.8984796285317633,0.32812331930080846,0.2916666666666667,1.12,2.18754194571379,0.218754194571379,0.03,-758.2505501043291,-386.1023578267841,1.0055332223699678,inf,8.006649669044583e-07
73,FIB_08,0.8984796285317633,0.32812331930080846,0.2916666666666667,1.12,2.18754194571379,0.218754194571379,0.1,-755.1946858908342,-386.1023578267841,1.0055323614715634,inf,8.006649669044583e-07
73,FIB_08,0.8984796285317633,0.32812331930080846,0.2916666666666667,1.12,2.18754194571379,0.218754194571379,0.25,-739.5354973821618,-386.1023578267841,1.0055273974800403,inf,8.006649669044583e-07
73,FIB_08,0.8984796285317633,0.32812331930080846,0.2916666666666667,1.12,2.18754194571379,0.218754194571379,0.5,-694.1404390347599,-386.1023578267841,1.005509721680903,inf,8.006649669044583e-07
73,FIB_08,0.8984796285317633,0.32812331930080846,0.2916666666666667,1.12,2.18754194571379,0.218754194571379,1.0,-571.1352261909155,-386.1023578267841,1.0054399097924742,inf,8.006649669044583e-07
