portal_scale_ev,field_energy_j,payload_b_tesla_min,payload_b_tesla_max,candidate_grad_b2_t2_per_m_for_1g,fda_grad_b2_over_candidate_1g_gradient,field_energy_strict_lt10mj,complete_energy_certified
1000.0,2.6568591420597114,4.1500274363114183e-05,5.9731136792591924e-05,2.8591709132194633e-09,5589032794.827334,True,False
10000.0,26568.591420597113,0.004150027436311418,0.005973113679259193,2.8591709132194634e-05,558903.2794827335,True,False
20000.0,425097.4627295538,0.016600109745245673,0.02389245471703677,0.00045746734611511414,34931.45496767084,True,False
30000.0,2152055.9050683663,0.03735024692680276,0.053758023113332734,0.0023159284397077655,6900.040487441153,True,False
40000.0,6801559.403672861,0.06640043898098269,0.09556981886814708,0.007319477537841826,2183.2159354794276,True,False
43926.50910494679,9891799.227920983,0.08007636478320947,0.11525351029897274,0.01064502975869196,1501.1700636113196,True,False
44046.14127845582,9999999.999999996,0.08051312858475622,0.11588214224843833,0.010761469691625843,1484.927287620855,True,False
