candidate_pass,g_s,gate_energy_fraction,gate_gradient_floor_J,gate_radius_m,gate_total_positive_floor_J,gate_volume_energy_J,lambda_on_max,lambda_s,lambda_width_min,m_s_out_eV,naive_naturalness_cutoff_eV,naturalness_cutoff_over_mX,off_phi_mass_eV,off_phi_range_m,on_curvature_ratio,phi_boundary_eV,required_delta_m2_hat,source_scale_naturalness_pass,v_s_eV,wall_cap_m,wall_width_actual_m
True,2.322200514111288e-06,3.0248920346181956e-21,1.500769518903281e-10,1.6980500914943577,3.676864771485607e-10,2.1760952525823265e-10,532803870.1477171,2.0531358190331148e-12,1.9553674466982045e-12,2.0219998529542743e-06,10.941862849482368,1829863.6775415742,2.3179366180618384e-06,0.08513044699427397,3.1140884019955243e+20,10865053608.782568,0.1501650749306419,True,0.9978316657253388,0.1,0.09759000729485333
True,2.526327726897505e-06,2.555818061641706e-21,1.2680432223289197e-10,1.6980500914943577,3.1066885315671e-10,1.8386453092381802e-10,746323741.8922174,2.4299515987430303e-12,2.314239617850505e-12,2.0219998529542747e-06,10.057760623799714,1682010.7413217712,2.3179366180618384e-06,0.08513044699427397,3.685622753695721e+20,10865053608.782568,0.1501650749306419,True,0.9172068938140241,0.1,0.09759000729485331
True,2.7483982304317225e-06,2.159484004538527e-21,1.0714060976327321e-10,1.6980500914943577,2.6249302685861267e-10,1.5535241709533947e-10,1045411189.5950966,2.8759250691045224e-12,2.738976256290021e-12,2.0219998529542743e-06,9.245093834313758,1546104.3183953473,2.3179366180618384e-06,0.08513044699427397,4.362051852431357e+20,10865053608.782568,0.1501650749306419,True,0.8430966013174593,0.1,0.09759000729485333
True,2.989989284690576e-06,1.824609989203324e-21,9.052617496242063e-11,1.6980500914943577,2.2178788909565933e-10,1.3126171413323867e-10,1464357213.8811536,3.4037488678302473e-12,3.241665588409759e-12,2.0219998529542743e-06,8.498090499689757,1421179.1308076086,2.3179366180618384e-06,0.08513044699427397,5.1626272233695864e+20,10865053608.782568,0.1501650749306419,True,0.7749744184731084,0.1,0.09759000729485333
True,3.2528167947336175e-06,1.5416653263944835e-21,7.648816234510511e-11,1.6980500914943577,1.8739495040378254e-10,1.1090678805867744e-10,2051194851.5457435,4.028445135694398e-12,3.836614414947046e-12,2.0219998529542743e-06,7.81144501453055,1306347.8950368015,2.3179366180618384e-06,0.08513044699427397,6.110133659374278e+20,10865053608.782568,0.1501650749306419,True,0.7123565061811801,0.1,0.09759000729485333
True,3.5387474979516724e-06,1.302597263344347e-21,6.462704274603227e-11,1.6980500914943577,1.5833536979870826e-10,9.370832705267599e-11,2873206263.5566993,4.7677930544989925e-12,4.54075528999904e-12,2.0219998529542743e-06,7.180280466213181,1200795.0200460018,2.3179366180618384e-06,0.08513044699427397,7.231537688101994e+20,10865053608.782568,0.1501650749306419,True,0.6547981195282075,0.1,0.09759000729485333
True,3.849812222604668e-06,1.1006017982128598e-21,5.460524251129131e-11,1.6980500914943577,1.3378209645070393e-10,7.917685393941262e-11,4024636775.350905,5.642834851866598e-12,5.3741284303491405e-12,2.0219998529542743e-06,6.60011399652424,1103770.8145322632,2.3179366180618384e-06,0.08513044699427397,8.558755053452452e+20,10865053608.782568,0.1501650749306419,True,0.6018904489778414,0.1,0.09759000729485333
True,4.188220311817992e-06,9.299300346443004e-22,4.61375359759904e-11,1.6980500914943577,1.1303633138633975e-10,6.689879541034935e-11,5637500300.259006,6.678474674020081e-12,6.3604520704953145e-12,2.0219998529542747e-06,6.0668249620741,1014586.1622298727,2.3179366180618384e-06,0.08513044699427397,1.0129559054296213e+21,10865053608.782568,0.1501650749306419,True,0.553257716793338,0.1,0.09759000729485331
True,4.556375315484077e-06,7.857245651767514e-22,3.898292779297961e-11,1.6980500914943577,9.550763930501395e-11,5.652471151203435e-11,7896715010.4246025,7.904187370781133e-12,7.52779749598203e-12,2.0219998529542747e-06,5.5766256673488375,932607.6274489611,2.3179366180618384e-06,0.08513044699427397,1.1988655592273808e+21,10865053608.782568,0.1501650749306419,True,0.5085545080690362,0.1,0.09759000729485331
True,4.956892061521242e-06,6.638812268907276e-22,3.293779407949927e-11,1.6980500914943577,8.069714448215884e-11,4.775935040265957e-11,11061304591.504913,9.354857365178672e-12,8.90938796683683e-12,2.0219998529542747e-06,5.126034462530787,857252.9560864652,2.3179366180618384e-06,0.08513044699427397,1.4188955525087665e+21,10865053608.782568,0.1501650749306419,True,0.4674633174144163,0.1,0.09759000729485331
True,5.392615227738732e-06,5.609322947905952e-22,2.7830087175208923e-11,1.6980500914943577,6.818333250576483e-11,4.0353245330555894e-11,15494095849.29022,1.1071771482333812e-11,1.0544544268889344e-11,2.0219998529542743e-06,4.711851015014457,787986.9401552809,2.3179366180618384e-06,0.08513044699427397,1.679308053712564e+21,10865053608.782568,0.1501650749306419,True,0.42969229386602353,0.1,0.09759000729485333
True,5.866639546214977e-06,4.739477885414493e-22,2.3514439075985197e-11,1.6980500914943577,5.7610053756233396e-11,3.409561468024821e-11,21703317560.87452,1.310379399404969e-11,1.2479803803856848e-11,2.0219998529542747e-06,4.331133578983322,724317.6164593538,2.3179366180618384e-06,0.08513044699427397,1.9875145385279826e+21,10865053608.782568,0.1501650749306419,True,0.3949731680104477,0.1,0.09759000729485331
True,6.3823317836911014e-06,4.0045208369966653e-22,1.9868024184658942e-11,1.6980500914943577,4.8676387202333924e-11,2.8808363017674986e-11,30400869965.558254,1.550875732148861e-11,1.477024506808439e-11,2.0219998529542743e-06,3.981178101604149,665792.7724157124,2.3179366180618384e-06,0.08513044699427397,2.352286724360728e+21,10865053608.782568,0.1501650749306419,True,0.36305934659570704,0.1,0.09759000729485333
