candidate_pass,g_s,gate_energy_fraction,gate_gradient_floor_J,gate_radius_m,gate_total_positive_floor_J,gate_volume_energy_J,lambda_on_max,lambda_s,lambda_width_min,m_s_out_eV,naive_naturalness_cutoff_eV,naturalness_cutoff_over_mX,off_phi_mass_eV,off_phi_range_m,on_curvature_ratio,phi_boundary_eV,required_delta_m2_hat,source_scale_naturalness_pass,v_s_eV,wall_cap_m,wall_width_actual_m
True,6.753028527539761e-05,3.7667541045476213e-25,3.54932902969037e-14,1.6980500914943577,4.578624728207234e-14,1.0292956985168636e-14,381033219888538.1,6.945050469197491e-11,6.614333780188086e-11,4.0439997059085497e-07,0.0752527534299049,12584.902774840524,2.3179366180618384e-06,0.08513044699427397,6.583679497999103e+24,10865053608.782568,0.1501650749306419,True,0.034312978209616506,0.5,0.48795003647426655
True,7.346636565612223e-05,3.1826386079201103e-25,2.998929924431807e-14,1.6980500914943577,3.868611389731303e-14,8.696814652994967e-15,533731367930210.75,8.219688310208767e-11,7.828274581151207e-11,4.043999705908549e-07,0.06917233296482175,11568.04296711935,2.3179366180618384e-06,0.08513044699427397,7.791994262371072e+24,10865053608.782568,0.1501650749306419,True,0.03154049048771486,0.5,0.4879500364742666
True,7.992424229674335e-05,2.6891026670401833e-25,2.5338819299142423e-14,1.6980500914943577,3.268700750371094e-14,7.348188204568512e-15,747622932184207.6,9.728262770247405e-11,9.265012162140384e-11,4.0439997059085487e-07,0.06358321031074322,10633.34540467395,2.3179366180618384e-06,0.08513044699427397,9.222073249962523e+24,10865053608.782568,0.1501650749306419,True,0.028992019699613986,0.5,0.48795003647426666
True,8.694978238897252e-05,2.2720999914622448e-25,2.1409495375129367e-14,1.6980500914943577,2.7618190402470846e-14,6.208695027341474e-15,1047231027277355.2,1.1513708665745897e-10,1.0965436824519902e-10,4.0439997059085487e-07,0.05844568861767664,9774.171380282924,2.3179366180618384e-06,0.08513044699427397,1.091461725509462e+25,10865053608.782568,0.1501650749306419,True,0.026649465283052634,0.5,0.48795003647426666
True,9.459288496498826e-05,1.9197624674125408e-25,1.8089496862752273e-14,1.6980500914943577,2.3335401413559584e-14,5.245904550807312e-15,1466906347145300.8,1.3626840718684806e-10,1.2977943541604577e-10,4.0439997059085487e-07,0.05372327854004641,8984.418594090703,2.3179366180618384e-06,0.08513044699427397,1.291779696346414e+25,10865053608.782568,0.1501650749306419,True,0.024496189200715876,0.5,0.48795003647426666
True,0.00010290783530625965,1.6220623850775322e-25,1.5284334871696956e-14,1.6980500914943577,1.9716750127236503e-14,4.432415255539548e-15,2054765543845243.5,1.6127799770099223e-10,1.5359809304856403e-10,4.0439997059085487e-07,0.04938243907042436,8258.477811906983,2.3179366180618384e-06,0.08513044699427397,1.5288623914997442e+25,10865053608.782568,0.1501650749306419,True,0.022516897768259214,0.5,0.48795003647426666
True,0.00011195369050579179,1.3705270447492367e-25,1.2914173027730539e-14,1.6980500914943577,1.665924783937885e-14,3.745074811648311e-15,2878207902222291.0,1.9087764419801388e-10,1.8178823256953703e-10,4.0439997059085487e-07,0.04539233931388559,7591.193025514034,2.3179366180618384e-06,0.08513044699427397,1.8094573082030355e+25,10865053608.782568,0.1501650749306419,True,0.0206975330306242,0.5,0.48795003647426666
True,0.00012179469892225225,1.1579976193697965e-25,1.0911555287825653e-14,1.6980500914943577,1.4075876439214556e-14,3.1643211513889008e-15,4031642808703221.0,2.2590976806478183e-10,2.1515216006169698e-10,4.0439997059085487e-07,0.04172463951099078,6977.824832020263,2.3179366180618384e-06,0.08513044699427397,2.1415503242234876e+25,10865053608.782568,0.1501650749306419,True,0.019025172915145258,0.5,0.48795003647426666
True,0.000132500756505161,9.784254105773368e-26,9.219486105971684e-15,1.6980500914943577,1.1893111828476334e-14,2.67362572250465e-15,5647313984656364.0,2.6737140182922773e-10,2.546394303135502e-10,4.0439997059085487e-07,0.038353289754105596,6414.016772161,2.3179366180618384e-06,0.08513044699427397,2.5345929801108715e+25,10865053608.782568,0.1501650749306419,True,0.01748793945228267,0.5,0.48795003647426666
True,0.00014414790323220164,8.26699699593874e-26,7.789808310190291e-15,1.6980500914943577,1.0048831387194016e-14,2.2590230770037245e-15,7910461505282346.0,3.164425652264249e-10,3.013738716442142e-10,4.043999705908549e-07,0.035254344967436096,5895.764388463684,2.3179366180618384e-06,0.08513044699427397,2.9997714749741663e+25,10865053608.782568,0.1501650749306419,True,0.01607491441211797,0.5,0.4879500364742666
True,0.00015681886318461014,6.985022935016873e-26,6.581832524288416e-15,1.6980500914943577,8.490545931509343e-15,1.9087134072209274e-15,1.1080559961172716e+16,3.7451984917608325e-10,3.566855706438888e-10,4.043999705908548e-07,0.03240579483667212,5419.386783512449,2.3179366180618384e-06,0.08513044699427397,3.5503250315461204e+25,10865053608.782568,0.1501650749306419,True,0.014776061757418135,0.5,0.4879500364742667
True,0.00017060363209653513,5.901846272192997e-26,5.561179126976821e-15,1.6980500914943577,7.173905844110273e-15,1.6127267171334515e-15,1.5521067762121878e+16,4.432561634889794e-10,4.2214872713236134e-10,4.043999705908549e-07,0.02978740748031145,4981.5004763042425,2.3179366180618384e-06,0.08513044699427397,4.201922691371516e+25,10865053608.782568,0.1501650749306419,True,0.013582156362490275,0.5,0.4879500364742666
True,0.0001856001165514522,4.9866392343512473e-26,4.698799789905978e-15,1.6980500914943577,6.06143886097685e-15,1.362639071070872e-15,2.1741098403016252e+16,5.246077795427972e-10,4.996264567074259e-10,4.0439997059085487e-07,0.02738058575233621,4578.995371010577,2.3179366180618384e-06,0.08513044699427397,4.973109263906971e+25,10865053608.782568,0.1501650749306419,True,0.01248471849155083,0.5,0.48795003647426666
True,0.00020191482936553665,4.213354551563281e-26,3.970150747081383e-15,1.6980500914943577,5.1214835911910394e-15,1.1513328441096563e-15,3.045379138947969e+16,6.208900067864876e-10,5.913238159871311e-10,4.043999705908549e-07,0.02516823515562951,4209.012667462751,2.3179366180618384e-06,0.08513044699427397,5.885833121476314e+25,10865053608.782568,0.1501650749306419,True,0.011475953571240788,0.5,0.4879500364742666
True,0.00021966364609696568,3.559984138192536e-26,3.3544942664744306e-15,1.6980500914943577,4.327288417227712e-15,9.727941507532817e-16,4.265807517182662e+16,7.348430876554989e-10,6.998505596719036e-10,4.043999705908549e-07,0.023134642427984495,3868.92455646926,2.3179366180618384e-06,0.08513044699427397,6.966070861401386e+25,10865053608.782568,0.1501650749306419,True,0.01054869682952018,0.5,0.4879500364742666
True,0.00023897262805427596,3.0079327312913197e-26,2.834308443346159e-15,1.6980500914943577,3.656250129958608e-15,8.219416866124486e-16,5.97531963784921e+16,8.69710186301583e-10,8.282954155253171e-10,4.0439997059085487e-07,0.021265363938360482,3556.3155557510167,2.3179366180618384e-06,0.08513044699427397,8.244566613518573e+25,10865053608.782568,0.1501650749306419,True,0.009696362407738284,0.5,0.48795003647426666
True,0.00025997891764920577,2.5414886597127667e-26,2.3947885176940013e-15,1.6980500914943577,3.0892706295243166e-15,6.944821118303149e-16,8.369914636478317e+16,1.029329690737105e-09,9.803139911781952e-10,4.043999705908548e-07,0.019547123100718686,3268.965353932496,2.3179366180618384e-06,0.08513044699427397,9.757707034158828e+25,10865053608.782568,0.1501650749306419,True,0.008912896584447272,0.5,0.4879500364742667
True,0.0002828317124532835,2.1473766817503464e-26,2.023425523055755e-15,1.6980500914943577,2.6102133834453035e-15,5.867878603895483e-16,1.1724137831587171e+17,1.2182444553610652e-09,1.160232814629586e-09,4.043999705908548e-07,0.017967716076817308,3004.8330407379567,2.3179366180618384e-06,0.08513044699427397,1.154855688937638e+26,10865053608.782568,0.1501650749306419,True,0.008192734778730447,0.5,0.4879500364742667
True,0.0003076933248764192,1.8143801648307445e-26,1.70965027479583e-15,1.6980500914943577,2.2054441724861305e-15,4.957938976903007e-16,1.6422557918928688e+17,1.4418310929661422e-09,1.3731724694915639e-09,4.0439997059085487e-07,0.016515925098218115,2762.0426113873573,2.3179366180618384e-06,0.08513044699427397,1.3668084700665557e+26,10865053608.782568,0.1501650749306419,True,0.007530762027660373,0.5,0.48795003647426666
True,0.0003347403349938829,1.5330218542970866e-26,1.444532565594665e-15,1.6980500914943577,1.8634430536605812e-15,4.1891048806591624e-16,2.3003858575761584e+17,1.7064529959447255e-09,1.625193329471167e-09,4.0439997059085487e-07,0.015181438791872807,2538.869642236732,2.3179366180618384e-06,0.08513044699427397,1.617661333568197e+26,10865053608.782568,0.1501650749306419,True,0.006922276657177418,0.5,0.48795003647426666
True,0.00036416484470964906,1.2952941457953592e-26,1.2205270070878702e-15,1.6980500914943577,1.574476496642182e-15,3.5394948955431164e-16,3.222259966967179e+17,2.019641441757356e-09,1.9234680397689103e-09,4.0439997059085487e-07,0.0139547789433997,2333.729043026445,2.3179366180618384e-06,0.08513044699427397,1.9145536828537555e+26,10865053608.782568,0.1501650749306419,True,0.006362956888360256,0.5,0.48795003647426666
True,0.00039617584216382654,1.0944311846754571e-26,1.0312582841755585e-15,1.6980500914943577,1.3303203624113378e-15,2.9906207823577914e-16,4.513572912354607e+17,2.390309937019714e-09,2.2764856543044896e-09,4.043999705908549e-07,0.012827233177885672,2145.163798747448,2.3179366180618384e-06,0.08513044699427397,2.265935229127091e+26,10865053608.782568,0.1501650749306419,True,0.005848830141908832,0.5,0.4879500364742666
True,0.0004310006860748974,9.247163062368682e-27,8.713397102274458e-16,1.6980500914943577,1.1240258399668122e-15,2.5268612973936635e-16,6.322376420272474e+17,2.8290079005526924e-09,2.6942932386216116e-09,4.043999705908549e-07,0.011790793080077681,1971.8346211644737,2.3179366180618384e-06,0.08513044699427397,2.6818064745753286e+26,10865053608.782568,0.1501650749306419,True,0.005376244822824338,0.5,0.4879500364742666
True,0.0004688867205593423,7.813193364678556e-27,7.362199191701227e-16,1.6980500914943577,9.497216795381512e-16,2.135017603680284e-16,8.856053591203615e+17,3.3482209053476165e-09,3.1887818146167773e-09,4.0439997059085487e-07,0.010838097314460999,1812.5104364958547,2.3179366180618384e-06,0.08513044699427397,3.1740033318802186e+26,10865053608.782568,0.1501650749306419,True,0.0049418443848862304,0.5,0.48795003647426666
True,0.0005101030318979338,6.60159122772298e-27,6.220533312333245e-16,1.6980500914943577,8.024470937531105e-16,1.8039376251978589e-16,1.2405095805240003e+18,3.96272602448959e-09,3.774024785228181e-09,4.043999705908549e-07,0.009962379341233665,1666.0596416885674,2.3179366180618384e-06,0.08513044699427397,3.7565339804700166e+26,10865053608.782568,0.1501650749306419,True,0.004542543490718842,0.5,0.4879500364742666
True,0.0005549423597261648,5.5778738223691746e-27,5.255907057427248e-16,1.6980500914943577,6.780105710400887e-16,1.5241986529736385e-16,1.737640816560012e+18,4.690012394369397e-09,4.466678470827997e-09,4.043999705908549e-07,0.0091574193568288,1531.442067186016,2.3179366180618384e-06,0.08513044699427397,4.4459775466166525e+26,10865053608.782568,0.1501650749306419,True,0.004175506098123966,0.5,0.4879500364742666
True,0.0006037231762230813,4.712905616999652e-27,4.4408666603461824e-16,1.6980500914943577,5.728705830213178e-16,1.2878391698669958e-16,2.433996201867251e+18,5.5507789646325035e-09,5.28645615679286e-09,4.0439997059085497e-07,0.008417500117641412,1407.7015891039632,2.3179366180618384e-06,0.08513044699427397,5.26195595402181e+26,10865053608.782568,0.1501650749306419,True,0.003838125317037176,0.5,0.48795003647426655
True,0.0006567919480659909,3.98206916507707e-27,3.7522156460330885e-16,1.6980500914943577,4.840347907669719e-16,1.0881322616366309e-16,3.409414335945763e+18,6.569523601088358e-09,6.256689143893674e-09,4.0439997059085487e-07,0.007737366333196941,1293.9593383424576,2.3179366180618384e-06,0.08513044699427397,6.22769237400581e+26,10865053608.782568,0.1501650749306419,True,0.0035280048940415577,0.5,0.48795003647426666
True,0.0007145255972166317,3.36456447976832e-27,3.170354647225101e-16,1.6980500914943577,4.0897488126756954e-16,9.193941654505942e-17,4.775728945359471e+18,7.775240307756384e-09,7.404990769291794e-09,4.0439997059085487e-07,0.007112187340350674,1189.4074584013258,2.3179366180618384e-06,0.08513044699427397,7.37067216908317e+26,10865053608.782568,0.1501650749306419,True,0.0032429421929322157,0.5,0.48795003647426666
True,0.0007773341780165789,2.842817055464065e-27,2.6787235962325455e-16,1.6980500914943577,3.4555461032623626e-16,7.768225070298175e-17,6.689590854089487e+18,9.202244411351891e-09,8.76404229652561e-09,4.043999705908549e-07,0.0065375227934108,1093.3033675640052,2.3179366180618384e-06,0.08513044699427397,8.723425140723982e+26,10865053608.782568,0.1501650749306419,True,0.0029809125504507076,0.5,0.4879500364742666
True,0.0008456637896060046,2.4019776881773025e-27,2.263330416770103e-16,1.6980500914943577,2.919690039339971e-16,6.563596225698678e-17,9.37042832772188e+18,1.0891149193392922e-08,1.0372523041326592e-08,4.0439997059085487e-07,0.006009291126498706,1004.9644846967785,2.3179366180618384e-06,0.08513044699427397,1.0324451344480435e+27,10865053608.782568,0.1501650749306419,True,0.0027400548960757488,0.5,0.48795003647426666
True,0.0009199997443513106,2.02949985944831e-27,1.9123528021634743e-16,1.6980500914943577,2.466929877674912e-16,5.545770755114378e-17,1.3125604982447569e+19,1.2890021765387716e-08,1.2276211205131158e-08,4.0439997059085487e-07,0.0055237405641496385,923.7633812032836,2.3179366180618384e-06,0.08513044699427397,1.2219316821660402e+27,10865053608.782568,0.1501650749306419,True,0.002518658533734411,0.5,0.48795003647426666
True,0.0010008700147854446,1.71478265588147e-27,1.6158017463315695e-16,1.6980500914943577,2.0843798277781934e-16,4.685780814466239e-17,1.838565966569185e+19,1.5255751083913623e-08,1.4529286746584403e-08,4.0439997059085487e-07,0.00507742247425608,849.1233247009676,2.3179366180618384e-06,0.08513044699427397,1.446195043264324e+27,10865053608.782568,0.1501650749306419,True,0.002315150991550719,0.5,0.48795003647426666
True,0.0010888489835428595,1.448869061617596e-27,1.3652372514603479e-16,1.6980500914943577,1.7611523155832447e-16,3.959150641228967e-17,2.57536686342981e+19,1.805566704001068e-08,1.719587337143874e-08,4.043999705908549e-07,0.004667166874092601,780.5141827683683,2.3179366180618384e-06,0.08513044699427397,1.7116178700390702e+27,10865053608.782568,0.1501650749306419,True,0.0021280868533342357,0.5,0.4879500364742666
True,0.0011845615229231076,1.224191036988043e-27,1.1535281212603206e-16,1.6980500914943577,1.48804811740592e-16,3.345199961455995e-17,3.6074389507104727e+19,2.1369456703019086e-08,2.0351863526684844e-08,4.0439997059085487e-07,0.0042900599154532095,717.4486576695009,2.3179366180618384e-06,0.08513044699427397,2.0257542346600578e+27,10865053608.782568,0.1501650749306419,True,0.001956137492484058,0.5,0.48795003647426666
True,0.0012886874330582312,1.0343541281561316e-27,9.746490033985221e-17,1.6980500914943577,1.2572945452375557e-16,2.826455418390337e-17,5.053111449050738e+19,2.5291432256159783e-08,2.4087078339199794e-08,4.0439997059085487e-07,0.003943423188989072,659.4788253124224,2.3179366180618384e-06,0.08513044699427397,2.3975446220069443e+27,10865053608.782568,0.1501650749306419,True,0.001798081635393119,0.5,0.48795003647426666
True,0.0014019662702061378,8.739554776237778e-28,8.235089048265669e-17,1.6980500914943577,1.0623242319877861e-16,2.388153271612192e-17,7.078133730162987e+19,2.9933215170489e-08,2.8507823971894282e-08,4.0439997059085487e-07,0.003624794700755122,606.1929538598414,2.3179366180618384e-06,0.08513044699427397,2.837570380534844e+27,10865053608.782568,0.1501650749306419,True,0.0016527966873291472,0.5,0.48795003647426666
True,0.0015252025994629973,7.384300560874369e-28,6.95806299461588e-17,1.6980500914943577,8.975882207897515e-17,2.017819213281635e-17,9.914678828523132e+19,3.5426913010218e-08,3.373991715258857e-08,4.0439997059085487e-07,0.003331911385851216,557.2125793959098,2.3179366180618384e-06,0.08513044699427397,3.3583548729736037e+27,10865053608.782568,0.1501650749306419,True,0.0015192507591842202,0.5,0.48795003647426666
True,0.0016592717092021373,6.23920739321721e-28,5.879067045090322e-17,1.6980500914943577,7.583980387917715e-17,1.7049133428273926e-17,1.3887962564745327e+20,4.192887928293504e-08,3.9932265983747656e-08,4.0439997059085487e-07,0.003062693034960646,512.1898178790624,2.3179366180618384e-06,0.08513044699427397,3.9747198977667966e+27,10865053608.782568,0.1501650749306419,True,0.0013964953384627502,0.5,0.48795003647426666
True,0.0018051258278263752,5.27168532410968e-28,4.9673924118554377e-17,1.6980500914943577,6.4079226077314e-17,1.4405301958759628e-17,1.9453530218739122e+20,4.962416334202984e-08,4.726110794479032e-08,4.043999705908549e-07,0.002815227519623871,470.80489428899074,2.3179366180618384e-06,0.08513044699427397,4.7042075251907033e+27,10865053608.782568,0.1501650749306419,True,0.0012836585524534302,0.5,0.4879500364742666
True,0.001963800886988364,4.454198170531288e-28,4.1970923590615203e-17,1.6980500914943577,5.4142376491494556e-17,1.217145290087936e-17,2.7249485747611946e+20,5.8731776987865086e-08,5.593502570272865e-08,4.043999705908549e-07,0.0025877572113097553,432.763871418477,2.3179366180618384e-06,0.08513044699427397,5.567579353829282e+27,10865053608.782568,0.1501650749306419,True,0.001179938975736716,0.5,0.4879500364742666
True,0.0021364238793148654,3.763479821458237e-28,3.5462437451992624e-17,1.6980500914943577,4.574644719662979e-17,1.0284009744637163e-17,3.8169651737248085e+20,6.951092765791338e-08,6.620088348372703e-08,4.0439997059085487e-07,0.002378666497825487,397.796562178788,2.3179366180618384e-06,0.08513044699427397,6.58940739650498e+27,10865053608.782568,0.1501650749306419,True,0.001084599938045535,0.5,0.48795003647426666
True,0.00232422086289333,3.1798720722014644e-28,2.9963230790510557e-17,1.6980500914943577,3.8652485663291684e-17,8.689254872781127e-18,5.346604802883265e+20,8.226839560570412e-08,7.835085295781345e-08,4.0439997059085487e-07,0.002186470308400232,365.6546105907353,2.3179366180618384e-06,0.08513044699427397,7.798773412587453e+27,10865053608.782568,0.1501650749306419,True,0.0009969642920506952,0.5,0.48795003647426666
True,0.0025285256693727822,2.6867651416419435e-28,2.5316793314638697e-17,1.6980500914943577,3.2658594044020876e-17,7.34180072938218e-18,7.489243840891114e+20,9.736726502694196e-08,9.273072859708757e-08,4.043999705908549e-07,0.0020098035659417363,336.1097278316093,2.3179366180618384e-06,0.08513044699427397,9.230096590042421e+27,10865053608.782568,0.1501650749306419,True,0.0009164096039091005,0.5,0.4879500364742666
True,0.002750789377528488,2.2701249491916413e-28,2.1390884988915274e-17,1.6980500914943577,2.7594183055220542e-17,6.203298066305271e-18,1.0490540329084771e+21,1.1523725762520401e-07,1.0974976916686096e-07,4.043999705908549e-07,0.0018474114915503028,308.95207080947154,2.3179366180618384e-06,0.08513044699427397,1.0924113133484018e+28,10865053608.782568,0.1501650749306419,True,0.0008423637324155355,0.5,0.4879500364742666
True,0.002992590619576578,1.9180936975358179e-28,1.8073772413523757e-17,1.6980500914943577,2.331511691711734e-17,5.2413445035935794e-18,1.469459917906211e+21,1.3638696271588957e-07,1.2989234544370436e-07,4.043999705908549e-07,0.0016981406924277747,283.9887517486006,2.3179366180618384e-06,0.08513044699427397,1.2929035637817722e+28,10865053608.782568,0.1501650749306419,True,0.0007743007653588652,0.5,0.4879500364742666
True,0.0032556467934393785,1.6206523935330925e-28,1.5271048833422634e-17,1.6980500914943577,1.96996111742474e-17,4.428562340824767e-18,2.0583424519576808e+21,1.6141831194355896e-07,1.5373172566053233e-07,4.043999705908548e-07,0.0015609309698832528,261.0424682003969,2.3179366180618384e-06,0.08513044699427397,1.530192524385259e+28,10865053608.782568,0.1501650749306419,True,0.000711737284220556,0.5,0.4879500364742667
True,0.0035418262605968454,1.3693357024418756e-28,1.290294727282737e-17,1.6980500914943577,1.6644766646296302e-17,3.74181937346893e-18,2.883218247672933e+21,1.9104371057067697e-07,1.8194639101969235e-07,4.043999705908549e-07,0.0014348077892517162,239.9502437493674,2.3179366180618384e-06,0.08513044699427397,1.8110315628148028e+28,10865053608.782568,0.1501650749306419,True,0.0006542289306854457,0.5,0.4879500364742666
True,0.0038531616161595196,1.1569910200757038e-28,1.0902070325450555e-17,1.6980500914943577,1.406364086372593e-17,3.161570538275376e-18,4.038661038063793e+21,2.2610631290317468e-07,2.153393456220711e-07,4.043999705908549e-07,0.001318875358243018,220.5622704700325,2.3179366180618384e-06,0.08513044699427397,2.143413504669336e+28,10865053608.782568,0.1501650749306419,True,0.0006013672505783559,0.5,0.4879500364742666
True,0.004191864125413969,9.775749059552776e-29,9.211471989145435e-18,1.6980500914943577,1.1882773639717707e-17,2.6713016505722736e-18,5.657144752582984e+21,2.676040189020237e-07,2.548609703828797e-07,4.0439997059085487e-07,0.0012123102645601074,202.74084491328662,2.3179366180618384e-06,0.08513044699427397,2.5367981134786476e+28,10865053608.782568,0.1501650749306419,True,0.0005527767928105427,0.5,0.48795003647426666
True,0.004560339429376579,8.259810838384369e-29,7.783036952965549e-18,1.6980500914943577,1.0040096354917949e-17,2.2570594019523997e-18,7.924231929852742e+21,3.1671787493691596e-07,3.016360713684914e-07,4.043999705908549e-07,0.0011143556275975154,186.3593900650294,2.3179366180618384e-06,0.08513044699427397,3.0023813205103478e+28,10865053608.782568,0.1501650749306419,True,0.0005081124427311922,0.5,0.4879500364742666
True,0.004961204630904614,6.978951144334407e-29,6.576111210304724e-18,1.6980500914943577,8.48316545213861e-18,1.9070542418338872e-18,1.1099848850328074e+22,3.748456869823091e-07,3.569958923641039e-07,4.043999705908549e-07,0.0010243157226824612,171.30155633051598,2.3179366180618384e-06,0.08513044699427397,3.5534138668166983e+28,10865053608.782568,0.1501650749306419,True,0.00046705697094405046,0.5,0.4879500364742666
True,0.005397306882719067,5.896716042050857e-29,5.556345024652354e-18,1.6980500914943577,7.167669865350247e-18,1.6113248406978933e-18,1.5548086627295174e+22,4.4364180290495326e-07,4.2251600276662215e-07,4.0439997059085487e-07,0.0009415510396771235,157.4603951591461,2.3179366180618384e-06,0.08513044699427397,4.2055784262402955e+28,10865053608.782568,0.1501650749306419,True,0.00042931878017959913,0.5,0.48795003647426666
True,0.005871743609361058,4.982304555722181e-29,4.694715318165721e-18,1.6980500914943577,6.056169903617538e-18,1.3614545854518173e-18,2.1778945013537825e+22,5.250641960675586e-07,5.000611391119605e-07,4.0439997059085487e-07,0.0008654737408457145,144.7375994403479,2.3179366180618384e-06,0.08513044699427397,4.9774359424962015e+28,10865053608.782568,0.1501650749306419,True,0.00039462983421989885,0.5,0.48795003647426666
True,0.006387884506708527,4.2096920572313195e-29,3.966699659728e-18,1.6980500914943577,5.117031697956227e-18,1.1503320382282264e-18,3.050680493830127e+22,6.214301902725263e-07,5.91838276450025e-07,4.0439997059085487e-07,0.000795543485725784,133.04280527545575,2.3179366180618384e-06,0.08513044699427397,5.890953883316664e+28,10865053608.782568,0.1501650749306419,True,0.0003627437541662547,0.5,0.48795003647426666
True,0.006949395475305349,3.5568895916576e-29,3.3515783437607826e-18,1.6980500914943577,4.323526884912571e-18,9.719485411517883e-19,4.273233377305738e+22,7.354824120067409e-07,7.004594400064199e-07,4.043999705908549e-07,0.0007312635933498004,122.29295016640013,2.3179366180618384e-06,0.08513044699427397,6.97213144604726e+28,10865053608.782568,0.1501650749306419,True,0.0003334340685283983,0.5,0.4879500364742666
True,0.007560264657489693,3.0053180601440303e-29,2.8318446965900425e-18,1.6980500914943577,3.653071903390366e-18,8.212272068003232e-19,5.985721393587742e+22,8.70466847022717e-07,8.2901604478354e-07,4.0439997059085487e-07,0.0006721775145591271,112.41168306273437,2.3179366180618384e-06,0.08513044699427397,8.25173950837192e+28,10865053608.782568,0.1501650749306419,True,0.0003064926047064198,0.5,0.48795003647426666
True,0.008224830763250849,2.539279449047724e-29,2.392706827376953e-18,1.6980500914943577,3.0865852547161834e-18,6.938784273392301e-19,8.384484870855298e+22,1.0302252227871417e-06,9.811668788448969e-07,4.043999705908548e-07,0.0006178655893549406,103.32882207684683,2.3179366180618384e-06,0.08513044699427397,9.766196383550563e+28,10865053608.782568,0.1501650749306419,True,0.0002817280104409163,0.5,0.4879500364742667
True,0.008947813885999509,2.1455100562790638e-29,2.0216666431849446e-18,1.6980500914943577,2.607944433228777e-18,5.862777900438324e-19,1.1744547052408861e+23,1.219304346049515e-06,1.1612422343328713e-06,4.043999705908548e-07,0.0005679420662550994,94.97985601576804,2.3179366180618384e-06,0.08513044699427397,1.1558604304620684e+29,10865053608.782568,0.1501650749306419,True,0.00025896439472992765,0.5,0.4879500364742667
True,0.009734349027120986,1.8128029994181527e-29,1.708164146732207e-18,1.6980500914943577,2.2035270713539254e-18,4.953629246217188e-19,1.645114608599386e+23,1.4430855073351369e-06,1.3743671498429874e-06,4.043999705908549e-07,0.0005220523624869068,87.30548618919588,2.3179366180618384e-06,0.08513044699427397,1.3679976136443841e+29,10865053608.782568,0.1501650749306419,True,0.00023804007855974992,0.5,0.4879500364742666
True,0.01059002256742026,1.5316892619924503e-29,1.4432768933579567e-18,1.6980500914943577,1.8618232399139763e-18,4.185463465560197e-19,2.304390338214023e+23,1.7079376352818606e-06,1.62660727169701e-06,4.043999705908549e-07,0.0004798705455562192,80.25120523941912,2.3179366180618384e-06,0.08513044699427397,1.619068722846239e+29,10865053608.782568,0.1501650749306419,True,0.00021880644657666377,0.5,0.4879500364742666
True,0.011520911944497985,1.2941682003262234e-29,1.2194660535908987e-18,1.6980500914943577,1.5731078695365862e-18,3.5364181594568747e-19,3.227869233606262e+23,2.0213985596729823e-06,1.92514148540284e-06,4.0439997059085497e-07,0.00044109701830570417,73.76691000177206,2.3179366180618384e-06,0.08513044699427397,1.9162193728653654e+29,10865053608.782568,0.1501650749306419,True,0.00020112689154355595,0.5,0.48795003647426655
True,0.012533628817866614,1.0934798410461611e-29,1.0303618541281089e-18,1.6980500914943577,1.3291639701050659e-18,2.9880211597695704e-19,4.521430079131927e+23,2.3923895420067163e-06,2.278466230482587e-06,4.0439997059085487e-07,0.0004054563910203324,67.8065456459545,2.3179366180618384e-06,0.08513044699427397,2.267906626279292e+29,10865053608.782568,0.1501650749306419,True,0.00018487584408442026,0.5,0.48795003647426666
True,0.01363536602838792,9.239124887112324e-30,8.70582290762536e-19,1.6980500914943577,1.1230487709313265e-18,2.5246648016879045e-19,6.333382327771408e+23,2.8314691792543136e-06,2.6966373135755367e-06,4.0439997059085497e-07,0.0003726955254666859,62.32777857072319,2.3179366180618384e-06,0.08513044699427397,2.684139685859909e+29,10865053608.782568,0.1501650749306419,True,0.0001699378808254741,0.5,0.48795003647426655
True,0.014833948685562074,7.806401679796011e-30,7.355799537344969e-19,1.6980500914943577,9.488961258787852e-19,2.1331617214428842e-19,8.871470089708492e+23,3.351133907040204e-06,3.1915561019430513e-06,4.0439997059085487e-07,0.0003425817369738377,57.29169572868326,2.3179366180618384e-06,0.08513044699427397,3.176764761708005e+29,10865053608.782568,0.1501650749306419,True,0.00015620690459845047,0.5,0.48795003647426666
True,0.01613788974551674,6.595852738318025e-30,6.215126060766974e-19,1.6980500914943577,8.017495597818761e-19,1.8023695370517884e-19,1.2426690428507002e+24,3.966173654721562e-06,3.7773082425919637e-06,4.0439997059085487e-07,0.0003149011417860514,52.66252824562908,2.3179366180618384e-06,0.08513044699427397,3.7598022205750526e+29,10865053608.782568,0.1501650749306419,True,0.00014358539088344158,0.5,0.48795003647426666
True,0.017556450474439968,5.5730252080385125e-30,5.251338315449424e-19,1.6980500914943577,6.774212045761322e-19,1.5228737303118985e-19,1.7406656782294554e+24,4.6940927744964264e-06,4.470564547139453e-06,4.0439997059085487e-07,0.0002894571379493347,48.40739737143439,2.3179366180618384e-06,0.08513044699427397,4.449845612817972e+29,10865053608.782568,0.1501650749306419,True,0.00013198369513914057,0.5,0.48795003647426666
