success,message,alpha_m,alpha_x,leakage_fraction,family,E_field_J,E_core_J,E_total_J,a_scalar_mps2,a_gr_mps2,a_total_mps2,Qabs_kg,Qnet_kg,monopole_fraction,dipole_normalized,cancellation,productive_participation,F50_core_fraction,F90_core_fraction,halfspace_floor_J,field_over_halfspace_floor,iterations
True,Optimization terminated successfully,1.0,5.623413251903491e+16,1.0,unrestricted,2389180458784.6016,211608046385.6261,2600788505170.2275,9.806649999926046,-8.71948188820253e-17,9.806649999926046,132400849575.83249,-132400849575.22743,0.9999999999954301,1.0499999999950782,1.0000000000009324,0.999999999999381,0.5331829898450304,0.8972043692204975,958922893773.2567,2.491525099983209,14
True,Optimization terminated successfully,1.0,1e+17,1.0,unrestricted,2383327396145.1553,123699613673.86832,2507027009819.0234,9.806649999962556,-4.97234490355444e-17,9.806649999962556,137634382088.04053,-131496405220.2729,0.9554037532290344,0.9839164706950475,1.0140761429358314,0.977701876615581,0.5102279883747269,0.8622276359833805,958922893780.3967,2.4854213113520283,16
True,Optimization terminated successfully,1.0,1.778279410038923e+17,1.0,unrestricted,2378834124578.287,72878718144.65656,2451712842722.944,9.80664999997669,-2.855534615498763e-17,9.80664999997669,144198027419.2369,-129747424556.79596,0.899786404009344,0.9039138448926347,1.0356112253221381,0.9498932020050644,0.48754621660467684,0.8267574144711075,958922893783.1611,2.480735562786769,19
True,Optimization terminated successfully,1.0,3.1622776601683795e+17,1.0,unrestricted,2377043559306.6924,42271699098.37121,2419315258405.0635,9.806650000040062,-1.6302076822655523e-17,9.806650000040062,148733329029.62122,-128580845443.88159,0.8645059334231259,0.8551435379285501,1.0513619503132587,0.9322529667115732,0.4734194202793994,0.8046617762249093,958922893795.5543,2.478868295549826,20
True,Optimization terminated successfully,1.0,5.6234132519034906e+17,1.0,unrestricted,2376354855501.4688,24284291863.450085,2400639147364.919,9.80665000000502,-9.272712774658645e-18,9.80665000000502,151944168900.31223,-127867681169.66187,0.8415438518970313,0.8250047754039713,1.0634476788313945,0.920771925948338,0.4641138200206216,0.9013245591342236,958922893788.7013,2.4781500899540507,23
True,Optimization terminated successfully,1.0,1e+18,1.0,unrestricted,2376035758174.3164,13887093009.217472,2389922851183.5337,9.806649999965977,-5.270099878791272e-18,9.806649999965977,154514748151.27634,-127419579812.97711,0.8246434812049661,0.8042869272981743,1.0748012580860964,0.9123217406029086,0.45741828109993543,0.8931725185213919,958922893781.066,2.4778173235655325,26
False,Positive directional derivative for linesearch,1.0,100000000000000.0,0.1,unrestricted,8107412028076.022,202218772841030.7,210326184869106.72,9.806649898386997,-7.151125100396614e-14,9.806649898386926,224998728936.66672,-22499872416.12317,0.09999999787757244,0.2836363667814154,1.4584236562932331,0.5499999989387863,0.3363196234546965,0.5499999989387863,958922873915.687,8.454707097527079,7
False,Positive directional derivative for linesearch,1.0,177827941003892.28,0.1,unrestricted,6924436903490.35,114567561815658.75,121491998719149.1,9.806649986965446,-4.0308391841296584e-14,9.806649986965406,226683685452.0163,-22668368480.19209,0.09999999971321473,0.28363636406132714,1.4618566658019174,0.5499999998566074,0.4110106146527327,0.5499999998566074,958922891238.6062,7.221057049275676,11
True,Optimization terminated successfully,1.0,316227766016837.94,0.1,unrestricted,6550347202509.43,64695370597532.68,71245717800042.11,9.806649998050371,-2.269700861026194e-14,9.806649998050348,227631205913.5298,-22763120568.641567,0.09999999990022716,0.2836363633701805,1.4637871902234176,0.5500000002966023,0.45252671800523425,0.5499999994968429,958922893406.439,6.830942558103124,13
True,Optimization terminated successfully,1.0,562341325190349.06,0.1,unrestricted,6432049672607.864,36466039250641.45,42898088923249.32,9.806649999561019,-1.2772931881502336e-14,9.806649999561007,228164035343.53235,-22816403531.737453,0.09999999998853552,0.28363636365335176,1.4648728038895256,0.5499999999942677,0.4757214632701763,0.5499999999942677,958922893701.8699,6.707577548573572,4
True,Optimization terminated successfully,1.0,1000000000000000.0,0.1,unrestricted,5140932539899.565,21457645438162.85,26598577978062.418,9.806650000061406,-7.291077977547472e-15,9.8066500000614,238748503995.50565,-23874850399.950497,0.10000000000167512,0.28363636362808986,1.486966084733046,0.5500000000040061,0.340762956152355,0.4993751705740844,958922893799.7285,5.361153199219844,9
True,Optimization terminated successfully,1.0,1778279410038922.8,0.1,unrestricted,4616851622604.455,12443790901602.8,17060642524207.256,9.806650000121424,-4.1635339629894485e-15,9.80665000012142,246213180927.10364,-24621318092.645977,0.09999999999973849,0.28363636361797656,1.509980822989462,0.5500000000113064,0.2623398709701878,0.5124321647960873,958922893811.4662,4.814622377252549,8
True,Optimization terminated successfully,1.0,3162277660168379.5,0.1,unrestricted,4316945081807.396,7239158360519.235,11556103442326.63,9.806650000059891,-2.3959484216146986e-15,9.80665000005989,254710396151.10425,-25471039615.49348,0.10000000000150389,0.2743718918561705,1.5452074191468028,0.5500000000023822,0.4981288963021938,0.4981288963021938,958922893799.4324,4.5018688256600585,11
True,Optimization terminated successfully,1.0,5623413251903491.0,0.1,unrestricted,3914181065845.3604,4360897132002.5146,8275078197847.875,9.806650000016173,-1.4062440982930243e-15,9.806650000016171,272856583221.66922,-27285658322.31456,0.10000000000054109,0.2529687226495025,1.6127610749304582,0.550000000000421,0.4068876414426399,0.5270053561374733,958922893790.8826,4.081851722583804,15
True,Optimization terminated successfully,1.0,1e+16,0.1,unrestricted,3774635873129.38,2555217862861.9565,6329853735991.336,9.80665000002126,-8.142993542440113e-16,9.80665000002126,284306329834.2563,-28430632983.583015,0.10000000000055358,0.23664355407398083,1.6607085074710524,0.5500000000009122,0.3593831277301158,0.5305052704939327,958922893791.8776,3.9363288722863867,18
True,Optimization terminated successfully,1.0,1.7782794100389228e+16,0.1,unrestricted,3618993091124.6353,1552245840634.5986,5171238931759.234,9.806650000009341,-4.835292760424108e-16,9.806650000009341,307127778846.1425,-30712777884.694508,0.10000000000026131,0.2078004189128394,1.7536062890700557,0.5500000000002299,0.30866376805920126,0.5336301380780517,958922893789.5465,3.774018864877462,19
True,Optimization terminated successfully,1.0,3.162277660168379e+16,0.1,unrestricted,3549221372495.3633,924909984513.401,4474131357008.765,9.806650000011667,-2.8475687104823057e-16,9.806650000011667,325430356440.8039,-32543035644.219227,0.10000000000042662,0.1842372008059828,1.8364687062227616,0.5500000000001746,0.3278952168235395,0.5354779699606999,958922893790.0011,3.7012583550566722,20
True,Optimization terminated successfully,1.0,5.623413251903491e+16,0.1,unrestricted,2860207353347.4116,1058505610702.0194,3918712964049.431,9.806649999992567,-3.7140644114017666e-16,9.806649999992567,662295430308.6112,-66229543030.74692,0.09999999999982756,0.00848682419145519,1.559440243811474,0.582730263692955,0.14394805830054094,0.24168820749088527,958922893786.2661,2.982729239109106,22
True,Optimization terminated successfully,1.0,1e+17,0.1,unrestricted,2529021412168.4507,833652209203.3147,3362673621371.7656,9.806649999990835,-2.8841800002997694e-16,9.806649999990835,927563177299.291,-92756317729.79053,0.0999999999998506,0.06138751035255403,1.355930013917355,0.5366127016883798,0.11033303163694078,0.18924305198637967,958922893785.9274,2.637356380327527,24
True,Optimization terminated successfully,1.0,1.778279410038923e+17,0.1,unrestricted,2424291258903.5366,544189144715.62744,2968480403619.164,9.80665000000351,-1.85612592523721e-16,9.80665000000351,1076734103023.0319,-107673410302.35796,0.10000000000005087,0.07968558561503064,1.2414861119994558,0.5166283984201442,0.10335228559788777,0.17583771128940914,958922893788.4059,2.5281399313827166,24
