source,C_source,scenario,accel_m_s2,h_m,budget_J,alpha,region_ratio,qtime_floor,cutoff_safety,gamma_opt,E_source_J,E_background_canonical_J,E_total_no_cancel_J,budget_ratio,meets_budget_no_cancel,gamma_source_only_budget,gamma_best_cancellation,allowed_background_residual_fraction,required_interaction_cancellation_fraction,cancellation_digits,Q3,Qt,Q1,Q2,Z_min,x1,x2,x3,xnorm2,bare_cutoff_eV,effective_cutoff_eV,canonical_background_J,critical_control_digits
IDEAL_C1,1.0,ONE_G_ONE_M_ONE_TJ,9.80665,1.0,1000000000000.0,1.0,0.5,1.0,10.0,815919156191.6649,1.618487047413674e+16,5394958713609601.0,2.157982918774634e+16,21579.82918774634,False,1.3205545860329042e+16,1.7607391328315116e+16,4.6111366109842976e-18,1.0,17.336192011045007,1.2256116214610836e-12,1.0,1.4999999999993872,1.4999999999993872,1.2256116214610836e-12,-0.2499999999996936,-0.2499999999996936,0.4999999999993872,0.37499999999908085,3.564839904341046,3.946539608e-06,5394958713609601.0,11.911647129636657
IDEAL_C1,1.0,ONE_G_ONE_M_ONE_TJ,9.80665,1.0,1000000000000.0,1.0,0.5,1.0,100.0,25801622883.389595,5.1181066865489395e+17,1.7060344881970634e+17,6.824141174746003e+17,682414.1174746003,False,1.3205545860329042e+16,1.7607391328315116e+16,4.611136610984234e-24,1.0,23.336192011045014,3.875725199760713e-11,1.0,1.4999999999806213,1.4999999999806213,3.875725199760713e-11,-0.2499999999903107,-0.2499999999903107,0.4999999999806214,0.3749999999709321,6.339280625724449,3.946539608e-05,1.7060344881970634e+17,10.4116470232772
IDEAL_C1,1.0,ONE_G_ONE_M_ONE_TJ,9.80665,1.0,1000000000000.0,1.0,1.0,0.001,1.0,40381708423515.305,327018008298012.3,109006004335517.19,436024012633529.5,436.0240126335295,False,1.3205545860329042e+16,1.7607391328277234e+16,2.7666764332376844e-11,0.9999999999723332,10.558041629249463,2.4763687299017274e-14,0.001,0.5009999999999877,0.5009999999999877,2.4763687299017274e-14,-0.2499999999999938,-0.2499999999999938,0.0004999999999876182,0.1250002499999938,1.253945942364509,1.973269804e-07,109006004335517.19,13.60618468863461
IDEAL_C1,1.0,ONE_G_ONE_M_ONE_TJ,9.80665,1.0,1000000000000.0,1.0,1.0,0.001,10.0,1276981806435.558,1.0341216917717652e+16,3447073026749179.5,1.3788289944466832e+16,13788.289944466833,False,1.3205545860329042e+16,1.760739132839232e+16,2.7666764332376956e-17,1.0,16.558041629249463,7.830965131696631e-13,0.001,0.5009999999996084,0.5009999999996084,7.830965131696631e-13,-0.2499999999998042,-0.2499999999998042,0.0004999999996084518,0.12500024999980383,2.2298663048835703,1.973269804e-06,3447073026749179.5,12.106184709776052
IDEAL_C1,1.0,ONE_G_ONE_M_ONE_TJ,9.80665,1.0,1000000000000.0,1.0,1.0,0.001,100.0,40381708354.56848,3.270180088563555e+17,1.0900600376367978e+17,4.360240126200353e+17,436024.0126200353,False,1.3205545860329042e+16,1.760739132839232e+16,2.766676433237697e-23,1.0,22.558041629249463,2.4763687341910863e-11,0.001,0.5009999999876181,0.5009999999876181,2.4763687341910863e-11,-0.2499999999938091,-0.2499999999938091,0.0004999999876181563,0.12500024999379672,3.9653252371638703,1.973269804e-05,1.0900600376367978e+17,10.606184687882362
IDEAL_C1,1.0,ONE_G_ONE_M_ONE_TJ,9.80665,1.0,1000000000000.0,1.0,1.0,0.01,1.0,40379709788187.75,327034194391165.5,109011399785462.81,436045594176628.3,436.0455941766283,False,1.3205545860329042e+16,1.7607391328316124e+16,2.7661287408423786e-11,0.9999999999723387,10.558127610873017,2.4764913003227033e-14,0.01,0.5099999999999876,0.5099999999999876,2.4764913003227033e-14,-0.2499999999999938,-0.2499999999999938,0.004999999999987618,0.1250249999999937,1.2539149108434589,1.973269804e-07,109011399785462.81,13.606163193313861
IDEAL_C1,1.0,ONE_G_ONE_M_ONE_TJ,9.80665,1.0,1000000000000.0,1.0,1.0,0.01,10.0,1276918603792.3684,1.034172876885762e+16,3447243643925246.0,1.3788972412782866e+16,13788.972412782867,False,1.3205545860329042e+16,1.7607391328237768e+16,2.7661287408424193e-17,1.0,16.55812761087301,7.831352734863802e-13,0.01,0.5099999999996084,0.5099999999996084,7.831352734863802e-13,-0.2499999999998042,-0.2499999999998042,0.004999999999608432,0.1250249999998003,2.2298111219562986,1.973269804e-06,3447243643925246.0,12.106163214373119
IDEAL_C1,1.0,ONE_G_ONE_M_ONE_TJ,9.80665,1.0,1000000000000.0,1.0,1.0,0.01,100.0,40379709711.74254,3.2703419501029325e+17,1.0901139915274342e+17,4.360455941630367e+17,436045.5941630367,False,1.3205545860329042e+16,1.7607391328237768e+16,2.7661287408424204e-23,1.0,22.55812761087301,2.476491305072364e-11,0.01,0.5099999999876176,0.5099999999876176,2.476491305072364e-11,-0.24999999999380876,-0.24999999999380876,0.004999999987617544,0.12502499999368494,3.965227106509842,1.973269804e-05,1.0901139915274342e+17,10.606163192480928
IDEAL_C1,1.0,ONE_G_ONE_M_ONE_TJ,9.80665,1.0,1000000000000.0,1.0,1.0,0.1,1.0,40182307581660.86,328640803754039.06,109546947124752.9,438187750878792.0,438.187750878792,False,1.3205545860329042e+16,1.7607391328277234e+16,2.712433300578986e-11,0.9999999999728757,10.566640932423283,2.4886574718680996e-14,0.1,0.5999999999999875,0.5999999999999875,2.4886574718680996e-14,-0.24999999999999378,-0.24999999999999378,0.04999999999998756,0.12749999999999254,1.2508461811573401,1.973269804e-07,109546947124752.9,13.604034873706523
IDEAL_C1,1.0,ONE_G_ONE_M_ONE_TJ,9.80665,1.0,1000000000000.0,1.0,1.0,0.1,10.0,1270676168485.2834,1.039253445358213e+16,3464178902038087.5,1.3856713355620218e+16,13856.713355620219,False,1.3205545860329042e+16,1.760739132839232e+16,2.7124333005789777e-17,1.0,16.566640932423283,7.869825725879808e-13,0.1,0.5999999999996065,0.5999999999996065,7.869825725879808e-13,-0.24999999999980324,-0.24999999999980324,0.04999999999960651,0.12749999999976389,2.2243540375146345,1.973269804e-06,3464178902038087.5,12.10403488481079
IDEAL_C1,1.0,ONE_G_ONE_M_ONE_TJ,9.80665,1.0,1000000000000.0,1.0,1.0,0.1,100.0,40182306504.14759,3.286408125667444e+17,1.0954693829746805e+17,4.381877508642124e+17,438187.7508642124,False,1.3205545860329042e+16,1.760739132839232e+16,2.712433300578979e-23,1.0,22.566640932423283,2.488657538664853e-11,0.1,0.5999999999875567,0.5999999999875567,2.488657538664853e-11,-0.24999999999377837,-0.24999999999377837,0.04999999998755671,0.12749999999253403,3.9555228818967256,1.973269804e-05,1.0954693829746805e+17,10.604034862049852
IDEAL_C1,1.0,ONE_G_ONE_M_ONE_TJ,9.80665,1.0,1000000000000.0,1.0,1.0,1.0,1.0,30683485003670.836,430379595366992.6,143459989763722.4,573839585130715.0,573.839585130715,False,1.3205545860329042e+16,1.7607391328277234e+16,9.22227322196851e-12,0.9999999999907777,11.03516201538103,3.259082206210921e-14,1.0,1.4999999999999836,1.4999999999999836,3.259082206210921e-14,-0.24999999999999184,-0.24999999999999184,0.4999999999999837,0.3749999999999755,1.0930469395040852,1.9732698039999996e-07,143459989763722.4,13.48690468486977
IDEAL_C1,1.0,ONE_G_ONE_M_ONE_TJ,9.80665,1.0,1000000000000.0,1.0,1.0,1.0,10.0,970296767385.5879,1.3609800943592412e+16,4536600062175185.0,1.8146401005767596e+16,18146.401005767595,False,1.3205545860329042e+16,1.7607391328237768e+16,9.222273221968612e-18,1.0,17.035162015381026,1.030612523522547e-12,1.0,1.4999999999994846,1.4999999999994846,1.030612523522547e-12,-0.24999999999974234,-0.24999999999974234,0.4999999999994847,0.37499999999922706,1.9437426421147108,1.973269804e-06,4536600062175185.0,11.986904584498959
