seed,best_center_global_control,best_dense_global_control_C,best_dense_local_front_closure_C,best_dense_direct_g1_C,g_path_max_006D,g_path_max_024D
2703,3.0752050397927677,7.177162220399505,,,0.04560965387393934,
2704,3.083888561432871,7.411893859177315,,,0.046677230384079046,
