state,metric_step,min_v2,max_v2,negative_direction_count,superluminal_direction_count,min_nx,min_ny,min_nz,max_nx,max_ny,max_nz
CORE,0.0002,0.3356723098444388,0.9993340389163642,0,0,0.031246185069875306,0.0,0.99951171875,0.6697737691695355,0.7425650541965026,-0.00048828125
CORE,0.0001,0.3349168112325521,0.9993336963997425,0,0,0.031246185069875306,0.0,0.99951171875,0.007725154228689803,-0.9999700413380213,0.00048828125
ANNULUS,0.0002,0.00025968022917196415,0.9999586424265825,0,0,0.007725154228689803,-0.9999700413380213,0.00048828125,0.5432223417291775,-0.8395716996172496,0.00537109375
ANNULUS,0.0001,0.00034096367239860485,0.9999593115134844,0,0,0.007725154228689803,-0.9999700413380213,0.00048828125,0.5432223417291775,-0.8395716996172496,0.00537109375
SUPPORT,0.0002,0.00036780864839968324,0.9999494256689792,0,0,0.007725154228689803,-0.9999700413380213,0.00048828125,0.007725154228689803,-0.9999700413380213,0.00048828125
SUPPORT,0.0001,0.0003680499031188698,0.9999495667396834,0,0,0.007725154228689803,-0.9999700413380213,0.00048828125,0.007725154228689803,-0.9999700413380213,0.00048828125
