cutoff_over_hard,cutoff_ev,delta_z_ll,fixed_order_lt1
1.0,56.92491792612398,2.482254192298938,False
1.5,85.38737688918597,2.9688125397182445,False
2.0,113.84983585224796,3.3140311811135468,False
3.0,170.77475377837195,3.8005895285328535,False
5.0,284.6245896306199,4.413580551308389,False
