bag_fraction,epsilon_l2,pole_to_equator_aspect,demag_z,actual_q,required_q,q_over_required,surface_min_m_s2,surface_max_m_s2,hard_scale_margin,support_energy_j,static_preflight_j
0.0,0.001013568704105652,1.001521123937968,0.3329280965806277,7.241831920130501e-07,7.281545002127926e-07,0.9945460637837411,9.699972015735156,933.6219932720544,5.002707763154887,1255758.1116566416,3838086.365652445
0.25,0.0013514249388075364,1.0020285080964264,0.3327931023961184,7.229930311960618e-07,7.282978351220135e-07,0.9927161613420655,9.664310172256297,930.2067906963275,5.002705752887543,1151111.817031225,3733441.090262143
0.5,0.002027137408211304,1.0030437912038228,0.33252324104743775,7.205981207870066e-07,7.285846706712424e-07,0.9890382680205475,9.592832624994825,923.3608314517853,5.002701729565161,1046465.6938588447,3628796.9945272654
0.75,0.004054274816422608,1.0060937651238733,0.3317146722158458,7.132945206518691e-07,7.294465045220487e-07,0.9778572057442885,9.377164966648662,902.698206948821,5.002689637257012,941820.2549680881,3524157.5492599937
0.9,0.010135687041056525,1.0152809721372178,0.329298078025569,6.902535445282168e-07,7.320439866353623e-07,0.9429126625310813,8.718938444305161,839.5793879874335,5.002653158233649,879035.4392817173,3461389.9050271064
0.95,0.02027137408211303,1.0307184133472551,0.32530062589776054,6.475933869774816e-07,7.364133109054765e-07,0.8793884865840027,7.583718886631464,730.5537404044113,5.002591678994915,858111.1932964978,3440491.5008952776
