metric_scale_ev,epsilon_trace_load,uniform_sphere_transmission_scout,naive_m4_partial_j,transmission_corrected_scout_j,trusted_energy_oracle
100000.0,0.010289678683459941,0.9965818310588767,4262918.896896612,4292211.757047514,False
80000.0,0.02512128584829087,0.9916957756484641,1746091.5801688526,1775456.7263854393,False
50000.0,0.16463485893535906,0.9479766651528495,266432.43105603824,296477.5364433262,False
30000.0,1.2703307016617211,0.7025217037248672,34529.643064862554,69963.67235132481,False
10000.0,102.89678683459941,0.028329471456822495,426.2918896896613,531165.8266149662,False
