m_multiplier,m,success,shell_radius,negative_active_outer_radius,tail_length,profile_energy_4pi,quadrature_energy,virial_relerr,active_total_relerr,min_active_fraction,fission_margin,payload_center,payload_radius,payload_coefficient_c,net_force,F50,F90,f_part,cancellation,e4_force,V_force,eta_op
0.8,6.4,True,0.9273430573785423,0.583077817512425,0.13205535230133073,1667.9569582458748,1667.8984369420689,4.5114851738668074e-09,9.391684925308397e-07,-0.017384984610829112,0.03485791192146094,0.42692394244411486,0.018546861147570846,64.19025784454787,19.605205985325284,0.04026958660656925,0.14804978221365647,0.009823096214399902,75.54278141248426,-160.7931741244769,180.3983801098022,0.002142411202280627
1.0,8.0,True,0.8378678716025809,0.5308894338867842,0.10564428184106457,1822.5901897794874,1822.4726966704552,7.152258924682186e-08,8.698477313995312e-07,-0.01852723830600521,0.03355363351896305,0.38701612745649,0.016757357432051617,60.391137226150626,28.834365237927507,0.040928533743113664,0.1491736061223108,0.022852476892871506,68.97443284794957,-222.97840094173498,251.81276617966247,0.0023697770573114793
1.2,9.6,True,0.7707935406588551,0.4897352556243043,0.08803690153422049,1965.330342162027,1965.1058935471797,1.8585018116223425e-08,9.21228824557474e-07,-0.01934664973415997,0.032578345651605736,0.35626100959749807,0.015415870813177102,58.011149437470976,34.56733670628964,0.04054291764626829,0.1494895026648907,0.010467887712645252,74.60784945494267,-290.4911603634646,325.0584970697543,0.002232628942632399
