requested_canonical_gain_times_planck,required_y,required_z_time_margin,reconstructed_canonical_gain_times_planck,near_kinetic_degeneracy,strong_coupling_scale_certified
0.0,0.0,1.0,0.0,False,False
0.1,0.019607843137254905,0.9803921568627451,0.1,False,False
1.0,0.6666666666666666,0.3333333333333333,0.9999999999999999,False,False
3.0,0.9473684210526315,0.05263157894736842,2.9999999999999987,False,False
10.0,0.9950248756218906,0.004975124378109453,10.000000000000023,False,False
100.0,0.999950002499875,4.999750012499375e-05,99.99999999997296,True,False
1000.0,0.99999950000025,4.99999750000125e-07,999.999999952461,True,False
10000.0,0.999999995,4.9999999750000005e-09,10000.000005387355,True,False
