acceleration,active_cell_fraction,active_total,active_total_relerr,cancellation,category,coefficient,core_active,core_active_fraction,core_fraction_target,core_radius,green,gross_opposing,gross_outward,headroom_vs_current,max_conservation_residual,max_dec_violation,max_energy_density,name,nr,nz,occupied_fraction,outer_10pct_energy_fraction,payload_radius,radial_laue,reflection_symmetry,solver,source_level_overhead_fraction,spherical_mask,status,support_gamma_vs_R99,support_radius,target_z,trace_integral,vertical_laue,zmax,zmin
0.9999999997292834,0.8125,0.6877029166793643,1.690754169405503e-12,1.1191149744124045,R99_MATCHED_CORE_RESOLUTION,0.6877029166805271,-0.012086928573287076,-0.017575799491486042,-0.017575799947985242,1.043298860805059,True,0.05955748719007897,1.0595574869193625,613.9599828169005,2.1207034303395635e-11,6.284762710857084e-10,1.4289707465608619,R99_MATCHED_CORE_N8,8,16,0.40384615384615385,4.497603729478934e-08,0.043298860805059215,-1.5612511283791264e-17,True,CLARABEL,0.998371229350467,True,optimal,,3.353681771042527,1.0,-1.1625487794203702e-12,-1.1625331669090864e-12,3.353681771042527,-3.353681771042527
0.9999999998191534,0.7777777777777778,0.2357116686477997,8.218352333766988e-11,1.0486369368858568,R99_MATCHED_CORE_RESOLUTION,0.2357116686671713,-0.004142820072171581,-0.017575795443632917,-0.017575799947985242,1.043298860805059,True,0.02431846843853058,1.024318468257684,1791.2650370503852,3.7890851540594337e-10,1.6007280721199932e-09,1.6698553194205294,R99_MATCHED_CORE_N12,12,24,0.26785714285714285,6.059854840094215e-08,0.043298860805059215,2.1705994217217444e-13,True,CLARABEL,0.9994417353215096,True,optimal,,3.353681771042527,1.0,-1.937161338195693e-11,-1.9588673324129104e-11,3.353681771042527,-3.353681771042527
1.0000000001280227,0.79296875,0.10303309890004177,3.760291916141864e-11,1.0235929493502267,R99_MATCHED_CORE_RESOLUTION,0.10303309890391611,-0.001810888545886155,-0.017575794236519136,-0.017575799947985242,1.043298860805059,True,0.011796474676623772,1.0117964748046462,4097.926543993921,4.0490564497368525e-11,1.1429617398199272e-09,1.7302432699289638,R99_MATCHED_CORE_N16,16,32,0.22660098522167488,1.014684317983183e-07,0.043298860805059215,6.634775670981077e-15,True,CLARABEL,0.9997559741519854,True,optimal,,3.353681771042527,1.0,-3.8743438632397305e-12,-3.880978638910712e-12,3.353681771042527,-3.353681771042527
0.9999999996874642,0.7777777777777778,0.12445631724313154,1.1789822856349522e-10,1.02917853685346,SUPPORT_SENSITIVITY,0.12445631725780472,-0.0021874184421309837,-0.017575792778761576,-0.017575799947985242,1.043298860805059,True,0.014589268422170235,1.0145892681096347,3392.5322571910747,1.5924738245828395e-10,1.730411783426502e-09,1.2295906706275301,R95_MATCHED_CORE_N12,12,24,0.3125,9.00009194396295e-08,0.043298860805059215,-3.555562046228949e-12,True,CLARABEL,0.9997052349324371,True,optimal,,3.000663216233816,1.0,-1.467317374471712e-11,-1.111761169848817e-11,3.000663216233816,-3.000663216233816
0.9999999997406809,0.7777777777777778,0.2189051072409931,1.0054536499683187e-11,1.056883466769811,SUPPORT_SENSITIVITY,0.2189051072431941,-0.003847431643594946,-0.01757579661821511,-0.017575799947985242,1.043298860805059,True,0.028441733377530053,1.028441733118211,1928.790407065461,3.490279394464709e-11,2.1715546988230377e-09,2.486849632769412,R90_MATCHED_CORE_N12,12,24,0.5714285714285714,4.804708468177047e-06,0.043298860805059215,8.179749102515022e-15,True,CLARABEL,0.9994815403496736,True,optimal,,2.8129731969617513,1.0,-2.200973751762694e-12,-2.209153500865209e-12,2.8129731969617513,-2.8129731969617513
0.9999999997561958,0.7777777777777778,0.23009711959910614,2.0506331686714582e-15,1.0447993571006733,CORE_SENSITIVITY,0.23009711959910661,9.753648164049139e-12,4.238926667592674e-11,0.0,1.043298860805059,True,0.02239967854487561,1.0223996783010711,1834.9733001609816,4.7225970774799085e-15,8.254573220274009e-11,1.6776813180324197,R99_SIGN_ONLY_N12,12,24,0.008928571428571428,4.798022899463668e-09,0.043298860805059215,-4.476445706755681e-16,True,CLARABEL,0.9994550329424889,True,optimal,,3.353681771042527,1.0,-4.381927749918657e-16,9.451795683702451e-18,3.353681771042527,-3.353681771042527
0.9999999996610972,0.79,0.39698256543446553,1.1046784743358885e-11,1.0772749997781386,PHYSICAL_SUPPORT_PROBE,0.3969825654388509,-0.006977285255178796,-0.017575797686393713,-0.017575799947985242,1.043298860805059,True,0.03863749987597506,1.038637499537072,1063.5783726208642,3.066726630988503e-10,1.051154922989377e-09,1.1418067128153764,R99_EXPANDED_GAMMA_1P125_N10,10,20,0.26582278481012656,2.9229816968382142e-08,0.043298860805059215,6.709448495777537e-13,True,CLARABEL,0.9990597777975347,True,optimal,1.125,3.772891992422843,1.0,-4.385349176810522e-12,-5.056294026388276e-12,3.772891992422843,-3.772891992422843
0.9999999996926348,0.79,0.6877029183377191,3.9759279656204105e-12,1.119114818354456,EXPANSION_LINKED_SUPPORT_PROBE,0.6877029183349849,-0.012086928418582336,-0.017575799224243963,-0.017575799947985242,1.043298860805059,True,0.05955740915892199,1.059557408851557,613.9599813398515,5.645143055570805e-11,7.241329997150578e-10,1.4289706802938165,R99_EXPANDED_GAMMA_1P25_N10,10,20,0.26582278481012656,2.297349529370531e-08,0.043298860805059215,8.044027584008367e-16,True,CLARABEL,0.9983712293465484,True,optimal,1.25,4.1921022138031585,1.0,2.734297269248264e-12,2.7334928664898632e-12,4.1921022138031585,-4.1921022138031585
0.999999999748607,0.79,0.4845319263982653,6.420939585256531e-11,1.0980413150650192,PHYSICAL_SUPPORT_PROBE,0.4845319263671538,-0.008516035253177644,-0.017575797981007803,-0.017575799947985242,1.043298860805059,True,0.04902065752018619,1.0490206572687932,871.4019612164219,1.0680310378049209e-10,4.0204464114613565e-10,0.5865086865174913,R99_EXPANDED_GAMMA_1P5_N10,10,20,0.1518987341772152,1.4943737903223585e-08,0.043298860805059215,1.6934029381468485e-12,True,CLARABEL,0.9988524239736573,True,optimal,1.5,5.03052265656379,1.0,3.111156073822171e-11,2.941815780007486e-11,5.03052265656379,-5.03052265656379
0.9999999992576203,0.79,0.6238437450498429,1.1909234511895242e-11,1.116428161911148,BLIND_WILDCARD_DIAGNOSTIC,0.6238437450424134,-0.010964549806030956,-0.017575795049905498,-0.017575799947985242,1.043298860805059,True,0.05821408091235723,1.058214080169977,676.807412535014,3.789618067700954e-11,9.124353768201476e-10,0.6222385316878529,R99_EXPANDED_GAMMA_1P6_N10,10,20,0.1518987341772152,3.9241174274776935e-08,0.043298860805059215,1.0689750929895366e-12,True,CLARABEL,0.9985224748111808,True,optimal,1.6,5.365890833668043,1.0,7.429548134312435e-12,6.360573041322899e-12,5.365890833668043,-5.365890833668043
