A_discrete,N,S_discrete,activation_translation_norm,collective_rq_relerr,dim,matched_common_residual,matched_lambda0,matched_lambda1,matched_lambda2,matched_relative_overlap_lowest,matched_relative_rayleigh,operator_symmetry_rel,raw_common_rayleigh,raw_common_residual,raw_lambda0,raw_lambda1,raw_relative_overlap_lowest,relative_rank1_shift,rmax,source_translation_norm,target_relative_rayleigh,ward_common_residual,ward_correction_fro,ward_correction_over_operator,ward_relative_rayleigh
12.042954996244259,176,250.8343694269259,3.4702960963359106,0.9919847653887959,875,1.1663179604544067e-15,-3.106155737703264e-08,0.00015644878757985084,0.00026739281384646996,0.9999883961240005,1.621644577518358e-18,1.3236182343679459e-17,4.5265174336078134e-05,0.004984639799570339,2.1411850313863863e-06,0.00015644876628216088,0.9999882125752805,-2.173252646097708e-06,600.0,15.837751400591117,1.2997861744796636e-20,1.3749746625304493e-15,0.007049199878490719,2.4409634013623392e-06,2.1732526460977213e-06
12.042954996253211,208,250.8360970084017,3.4702960963372003,0.998965122291398,1035,1.7298523579079546e-15,-1.1627332144206615e-08,0.00015635145056851362,0.0002671182341929607,0.9999996419870427,1.2559804541886765e-17,1.9953158700188445e-17,-7.443514996201164e-06,0.007767175664148649,-3.690281943898178e-07,0.00015635144903458504,0.9999996427573576,3.5737247385643845e-07,600.0,15.837805940483099,1.2997861744796636e-20,1.141326654079638e-15,0.010984442643555855,1.949988004351115e-06,-3.5737247385642543e-07
12.042954996257215,240,250.83589838832825,3.470296096337777,1.0003351138450804,1195,1.6211828611394815e-15,-7.104683385183305e-09,0.00015636775335494933,0.00026716440925638504,0.9999999891285085,-3.878640627838286e-17,1.7011825188529664e-17,1.3251711023404971e-06,0.011539631557614338,5.651780858784057e-08,0.00015636775388508248,0.9999999891216955,-6.362317224565875e-08,600.0,15.837799670040289,1.2997861744796636e-20,1.2319465977162607e-15,0.01631950339976358,1.6345045010132469e-06,6.362317224567174e-08
12.042954996237377,320,250.83595795300545,3.470296096334919,0.9991598364771468,1595,2.78962755615713e-15,-1.7791128007023733e-10,0.00013162712035352832,0.00019370161069424515,0.9999999998502619,1.547063326512617e-17,2.5445591252034498e-17,1.2406318516409567e-07,0.002325629052693732,5.7786356490629074e-09,0.0001316271202761909,0.9999999998502227,-5.9564307982193e-09,800.0,15.837801550499535,1.2997861744796636e-20,2.6452970899852285e-15,0.0032889361450284265,1.8529808686220086e-07,5.956430798232297e-09
