mode,beta,f,reset_duty,A,C
UNRESTRICTED_CONVERSION,0.4391297071129707,0.9429149525240064,0.34442806711227386,0.13515106865400836,9.198604774550864
HEADON_KINETIC_LIMITED,0.4391297071129707,0.10157632470483258,0.037222040667460876,-0.19120661354915885,inf
UNRESTRICTED_CONVERSION,0.44310041841004183,0.9429149525240064,0.34526084842382765,0.1347639503124008,9.256846749797983
HEADON_KINETIC_LIMITED,0.44310041841004183,0.10352801538205014,0.03798892418540563,-0.19119343589659282,inf
UNRESTRICTED_CONVERSION,0.447071129707113,0.9429149525240064,0.3460934386866512,0.1343747555033472,9.315855489983717
HEADON_KINETIC_LIMITED,0.447071129707113,0.10550159028514439,0.03875577222759128,-0.1911750325752315,inf
UNRESTRICTED_CONVERSION,0.4510418410041841,0.9429149525240064,0.346925830562067,0.13398348503562996,9.375640363942887
HEADON_KINETIC_LIMITED,0.4510418410041841,0.1074971945906521,0.03977817987994311,-0.19118541616868173,inf
UNRESTRICTED_CONVERSION,0.45501255230125526,0.9429149525240064,0.3479957685207169,0.13355334109513917,9.438810927488698
HEADON_KINETIC_LIMITED,0.45501255230125526,0.10951497640426455,0.04054494240268735,-0.19115612998493953,inf
UNRESTRICTED_CONVERSION,0.45898326359832636,0.9429149525240064,0.34870888184363746,0.13317635138909364,9.498886892193221
HEADON_KINETIC_LIMITED,0.45898326359832636,0.1115550868305738,0.04131166710043767,-0.19112122524008823,inf
UNRESTRICTED_CONVERSION,0.4629539748953975,0.9429149525240064,0.3496594797153053,0.13276051783144296,9.562391596719026
HEADON_KINETIC_LIMITED,0.4629539748953975,0.11361768004514461,0.04233390664311068,-0.1911145764215203,inf
UNRESTRICTED_CONVERSION,0.46692468619246863,0.9429149525240064,0.3504910454341392,0.13236101737443048,9.62539911815434
HEADON_KINETIC_LIMITED,0.46692468619246863,0.1157029133690054,0.04310054034878341,-0.191067981522656,inf
UNRESTRICTED_CONVERSION,0.47089539748953974,0.9429149525240064,0.35132242395325786,0.1319594654539971,9.689231262344766
HEADON_KINETIC_LIMITED,0.47089539748953974,0.11781094734565623,0.04412265602065562,-0.19104927497743016,inf
UNRESTRICTED_CONVERSION,0.4748661087866109,0.9429149525240064,0.3522723354341143,0.1315375211090103,9.7552586033607
HEADON_KINETIC_LIMITED,0.4748661087866109,0.11994194582069606,0.044889194914424516,-0.1909904279551637,inf
