valid,kind,p1,p2,ncycle,beta,pot_a,pot_b,chi,tail_n,model,phase_delta,nphase,length,core_radius,tube_curvature,finite_core_clear,K_low_window,K_high_window,K_ratio,E_mobile,S_mobile,E_localization_proxy,E_guide_floor,E_curvature_proxy,E_support,E_compensation,q_compensation,E_total,S_total,laue_residual,A_out,C,negative_active_participation,cancellation
True,ELLIPSE,2.182344530847844,0.042448768820613623,1,0.15372921133413908,0.9676621188828721,1.317711121708534,0.1433875857882114,,POINT_VIRIAL,0.0,4096,8.761215265994004,0.0,0.0,True,0.07303340020415616,0.9345561049531453,12.796283650229965,1.0045353598323294,-1.42880357596409,0.0,0.0,0.0,0.0,0.8111129785988065,4.0,1.815648338431136,1.815648338431136,0.0,0.5360760048655357,3.38692335033081,0.4928205687263904,1.0500380426671911
True,ELLIPSE,2.182344530847844,0.042448768820613623,1,0.15372921133413908,0.9676621188828721,1.317711121708534,0.1433875857882114,,POINT_VIRIAL,0.0,384,8.761215266044566,0.0,0.0,True,0.07305806035820996,0.9329940330964231,12.770583129662533,1.0045343990685518,-1.4289245773519317,0.0,0.0,0.0,0.0,0.8111529921401611,4.0,1.815687391208713,1.8156873912087128,-2.220446049250313e-16,0.5359953983974031,3.3875055581400866,0.49294158063827537,1.0500374872371325
True,ELLIPSE,2.1577253929341897,0.10908709090203048,1,0.2742018321156502,0.9744156919186935,0.2596653946172021,0.3067374474308752,,POINT_VIRIAL,0.0,4096,8.790777493724331,0.0,0.0,True,0.07510183846101719,0.8764946800138816,11.670748652429332,1.0310044054006433,-0.7939068260493589,0.0,0.0,0.0,0.0,0.6083037438166674,4.0,1.6393081492173107,1.6393081492173107,0.0,0.4745688024041108,3.4543108205022426,0.47510754167637476,1.1492711883339775
True,ELLIPSE,2.1577253929341897,0.10908709090203048,1,0.2742018321156502,0.9744156919186935,0.2596653946172021,0.3067374474308752,,POINT_VIRIAL,0.0,384,8.790777493724331,0.0,0.0,True,0.07512683288338762,0.8751281882356913,11.648676706418215,1.0310016182055186,-0.7940152498998035,0.0,0.0,0.0,0.0,0.6083389560351073,4.0,1.639340574240626,1.639340574240626,0.0,0.4745104245527151,3.454804129510764,0.4730894433021836,1.149230391103942
True,ELLIPSE,2.0837189990733567,0.04750996731221676,1,0.36648619929328563,0.9943639179505408,0.9764195133049375,0.14033136418997527,,POINT_VIRIAL,0.0,4096,8.371900403726286,0.0,0.0,True,0.08181523445715737,0.9372518872615522,11.455713516928746,1.0283324519070818,-1.3954979267044973,0.0,0.0,0.0,0.0,0.807943459537193,4.0,1.8362759114442748,1.8362759114442748,0.0,0.5312862173677184,3.4562837344853152,0.4881127917786579,1.0618335972405386
True,ELLIPSE,2.0837189990733567,0.04750996731221676,1,0.36648619929328563,0.9943639179505408,0.9764195133049375,0.14033136418997527,,POINT_VIRIAL,0.0,384,8.371900403733555,0.0,0.0,True,0.08184238002855174,0.9358113312309289,11.43431228300618,1.0283263036996333,-1.3956291050494436,0.0,0.0,0.0,0.0,0.8079851362496923,4.0,1.8363114399493257,1.8363114399493254,-2.220446049250313e-16,0.5311981646916957,3.4569235400410507,0.4894620527110918,1.0618139645018958
True,ELLIPSE,2.4749760938612004,0.04266457013785839,1,0.41124099226668476,0.9884588225092739,1.1226674255818845,0.13437550286770764,,POINT_VIRIAL,0.0,4096,9.936333115800682,0.0,0.0,True,0.05313850959999902,0.917605386723346,17.268180715466716,1.0356553825051145,-1.4031655363689803,0.0,0.0,0.0,0.0,0.8129403062913649,4.0,1.8485956887964794,1.8485956887964794,0.0,0.528124479950003,3.5003029758656217,0.48728216707605726,1.0460578657606356
True,ELLIPSE,2.4749760938612004,0.04266457013785839,1,0.41124099226668476,0.9884588225092739,1.1226674255818845,0.13437550286770764,,POINT_VIRIAL,0.0,384,9.936333115853584,0.0,0.0,True,0.053157189542381675,0.9156992638620313,17.22625427990232,1.0356472503793817,-1.4033016597971684,0.0,0.0,0.0,0.0,0.81298297005885,4.0,1.8486302204382317,1.8486302204382317,0.0,0.5280636986535636,3.5007712614061477,0.4870017232074031,1.0460550669521689
True,ELLIPSE,2.066200809264872,0.04597368599846959,1,0.5163727781549096,0.9884588225092739,1.1226674255818845,0.13437550286770764,,POINT_VIRIAL,0.0,4096,8.299466193994316,0.0,0.0,True,0.08351169260260972,0.9390456662292099,11.244481305122834,1.0636914301125797,-1.3470934550078104,0.0,0.0,0.0,0.0,0.8035949617067967,4.0,1.8672863918193765,1.8672863918193763,-2.220446049250313e-16,0.5282415678876777,3.53490998310914,0.48214736494889926,1.0740621212047377
True,ELLIPSE,2.066200809264872,0.04597368599846959,1,0.5163727781549096,0.9884588225092739,1.1226674255818845,0.13437550286770764,,POINT_VIRIAL,0.0,384,8.299466194007131,0.0,0.0,True,0.0835393150842202,0.937622860486799,11.22373171891024,1.0636769824424763,-1.3472415593658609,0.0,0.0,0.0,0.0,0.8036395139361124,4.0,1.8673164963785887,1.8673164963785889,2.220446049250313e-16,0.5281530897249356,3.535559164012645,0.4797795218704336,1.0739891414236646
